@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z82.75862069-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,3,0,2,0,FALSE
8,22,3,8,1,FALSE
6,25,3,2,0,FALSE
4,10,2,3,0,FALSE
9,34,3,2,0,FALSE
5,44,7,3,0,FALSE
7,22,6,3,0,FALSE
6,13,3,6,0,FALSE
5,11,2,4,0,FALSE
7,25,3,2,0,FALSE
1,1,1,1,0,FALSE
6,32,5,2,0,FALSE
4,8,4,4,0,TRUE
4,25,4,3,0.5,TRUE
2,4,1,1,0,TRUE
20,46,8,15,0.666667,TRUE
8,38,4,2,0,TRUE
7,30,6,2,0,TRUE
5,31,7,2,0,TRUE
13,62,9,8,0,TRUE
6,25,4,1,0.75,TRUE
5,17,0,4,0.4,TRUE
2,9,0,2,0,TRUE
6,10,2,2,0,TRUE
