@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z82.75862069-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,12,2,2,0,FALSE
5,15,0,1,0,FALSE
4,8,3,4,0,FALSE
4,11,0,2,0,FALSE
5,14,1,2,0,FALSE
8,24,6,8,0.555556,FALSE
4,12,1,4,0,FALSE
1,3,1,0,0,FALSE
4,10,2,4,0,FALSE
9,37,4,7,0,FALSE
7,32,2,1,0,FALSE
5,26,8,2,0,FALSE
9,27,4,6,0.076923,TRUE
4,12,1,4,1,TRUE
10,16,3,0,1,TRUE
6,8,3,6,0,TRUE
17,51,0,11,0.666667,TRUE
10,13,0,8,0,TRUE
5,17,1,4,0,TRUE
15,44,10,13,0.5,TRUE
6,21,2,5,0.2,TRUE
6,30,4,2,0,TRUE
7,13,1,7,0,TRUE
6,9,1,4,0,TRUE
