@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z82.75862069-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,17,1,2,0.285714,FALSE
2,4,1,1,0,FALSE
4,5,0,3,0,FALSE
10,13,2,9,0,FALSE
7,32,4,2,0,FALSE
5,15,0,1,0,FALSE
2,20,3,2,0,FALSE
7,26,2,2,0,FALSE
5,31,7,2,0,FALSE
2,20,3,2,0,FALSE
4,12,2,2,0,FALSE
0,0,0,0,0,FALSE
12,41,2,9,0,TRUE
6,8,3,6,0,TRUE
18,78,15,9,0.25,TRUE
4,10,1,3,1,TRUE
23,65,10,20,0.111111,TRUE
1,1,1,1,0,TRUE
2,7,7,2,0,TRUE
17,51,0,11,0.666667,TRUE
6,30,4,2,0,TRUE
5,16,0,2,0,TRUE
16,48,10,16,0,TRUE
7,13,1,7,0,TRUE
