@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z82.75862069-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,22,6,3,0,FALSE
4,9,1,2,0.25,FALSE
4,27,7,2,0,FALSE
7,21,2,2,0,FALSE
5,18,3,3,0,FALSE
13,35,1,11,0,FALSE
2,4,2,1,0,FALSE
2,2,1,2,0,FALSE
5,15,0,1,0,FALSE
6,12,3,6,0,FALSE
8,14,1,8,0,FALSE
4,27,7,2,0,FALSE
17,30,7,13,1,TRUE
2,3,2,2,0,TRUE
17,51,0,11,0.666667,TRUE
8,30,3,2,0,TRUE
5,31,7,2,0,TRUE
22,95,15,8,0,TRUE
7,13,1,7,0,TRUE
18,42,8,17,0.064516,TRUE
19,36,7,15,0.888889,TRUE
10,16,3,0,1,TRUE
10,33,6,9,0.6,TRUE
4,25,4,2,0,TRUE
