@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z82.75862069-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,25,3,2,0,FALSE
4,5,2,4,0,FALSE
3,6,3,3,0,FALSE
4,20,3,2,0,FALSE
7,30,6,2,0,FALSE
4,9,1,2,0.25,FALSE
0,0,0,0,0,FALSE
2,2,1,2,0,FALSE
4,12,1,4,1,FALSE
7,25,3,2,0,FALSE
8,31,6,2,0,FALSE
5,26,8,2,0,FALSE
20,40,6,13,1,TRUE
2,22,2,2,0,TRUE
13,40,4,2,0,TRUE
1,1,1,1,0,TRUE
5,31,7,2,0,TRUE
12,39,9,12,0,TRUE
8,31,6,2,0,TRUE
4,7,4,4,0,TRUE
15,48,8,9,0.421053,TRUE
10,19,4,9,0.666667,TRUE
6,8,3,6,0,TRUE
2,5,1,1,1,TRUE
