@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z82.75862069-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,32,5,2,0,FALSE
6,6,1,6,0,FALSE
5,26,8,2,0,FALSE
1,1,0,1,0,FALSE
3,10,1,1,0,FALSE
2,4,2,1,0,FALSE
6,44,7,4,0,FALSE
5,15,0,2,0,FALSE
2,22,2,2,0,FALSE
8,25,5,8,0.571429,FALSE
7,29,4,2,0,FALSE
10,13,2,9,0,FALSE
7,22,6,3,0,TRUE
23,32,0,22,1,TRUE
22,35,9,21,0.875,TRUE
16,48,10,16,0,TRUE
1,1,1,1,0,TRUE
14,42,11,9,0,TRUE
4,25,6,2,0,TRUE
17,51,0,11,0.666667,TRUE
8,38,4,2,0,TRUE
16,41,5,13,0.375,TRUE
23,65,10,20,0.111111,TRUE
4,10,1,3,1,TRUE
