@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z127.2727273

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0.5,37,11,FALSE
4,0.625,157,30,FALSE
3,2,19,5.333333,FALSE
0,0.4875,305,16.647059,FALSE
8,0.875,198,38.2,FALSE
0,2,218,0,FALSE
1,0.5,37,11,FALSE
1,2,13,5.5,FALSE
1,2,13,5.5,FALSE
8,0.875,198,38.2,FALSE
1,2,2,0,FALSE
0,0.559524,460,19.363636,FALSE
0,0,66,15.25,FALSE
3,2,6,1,FALSE
1,2,10,4,FALSE
0,0.333333,23,4.5,FALSE
1,2,16,3.5,FALSE
1,2,16,3.5,FALSE
10,2,85,16,FALSE
53,0.9,90,7.090909,FALSE
0,0.5,176,33.8,FALSE
10,2,85,16,FALSE
1,0.5,107,34,FALSE
10,2,19,2.8,FALSE
5,0.6,289,46.833333,FALSE
6,1,30,6,FALSE
0,0,74,9.428571,FALSE
0,2,1,0,FALSE
0,0,74,9.428571,FALSE
1,2,44,21,FALSE
0,0.238095,152,5.863636,FALSE
0,2,4,3,FALSE
1,2,39,18.5,FALSE
1,2,44,21,FALSE
0,0.6875,622,34.882353,FALSE
0,0.333333,240,58,FALSE
0,0,171,54.666667,FALSE
1,2,39,18.5,FALSE
0,0.4875,305,16.647059,FALSE
1,2,10,4,FALSE
3,1.5,124,40,FALSE
10,2,85,16,FALSE
0,2,218,0,FALSE
8,0.875,198,38.2,FALSE
3,2,19,5.333333,FALSE
1,2,16,3.5,FALSE
3,2,6,1,FALSE
54,0.9,119,7.384615,FALSE
22,0.75,214,22.444444,FALSE
0,2,136,119,FALSE
4,0.625,157,30,FALSE
0,0.5,176,33.8,FALSE
10,2,85,16,FALSE
36,2,82,8.111111,FALSE
0,0.642857,55,15,FALSE
0,2,136,119,FALSE
4,0.625,157,30,FALSE
0,2,1,0,FALSE
0,0.5,32,9,FALSE
0,0.333333,23,4.5,FALSE
3,2,6,1,FALSE
36,2,82,8.111111,FALSE
0,2,4,3,FALSE
36,2,82,8.111111,FALSE
3,0.6,33,4.166667,FALSE
0,0.583333,508,55.111111,FALSE
0,2,1,0,FALSE
3,2,24,7,FALSE
22,0.75,214,22.444444,FALSE
1,2,44,21,FALSE
15,0.93311,405,26.285714,TRUE
9,0.722222,609,85.142857,TRUE
10,2,57,10.4,TRUE
15,0.5,166,22.571429,TRUE
10,2,52,9.4,TRUE
0,0.5,176,33.8,TRUE
8,1.24359,1171,217.6,TRUE
0,0.847619,734,88.875,TRUE
10,2,57,10.4,TRUE
8,1.24359,1171,217.6,TRUE
120,0.910931,404,18.55,TRUE
0,2,203,0,TRUE
8,1.24359,1171,217.6,TRUE
0,2,203,0,TRUE
6,2,1490,371.5,TRUE
120,0.910931,404,18.55,TRUE
58,0.666667,260,18.923077,TRUE
6,2,468,116,TRUE
0,0.583333,546,59.333333,TRUE
10,2,52,9.4,TRUE
0,0.68254,476,20.363636,TRUE
10,2,52,9.4,TRUE
1,2,43,20.5,TRUE
15,2,12,1,TRUE
1,2,65,31.5,TRUE
784,2,223,4.439024,TRUE
120,0.910931,404,18.55,TRUE
0,2,203,0,TRUE
1695,1.001916,2363,38.59322,TRUE
6,2,1490,371.5,TRUE
0,0,74,9.428571,TRUE
0,2,4,3,TRUE
10,2,69,12.8,TRUE
69,0.804545,948,39.782609,TRUE
0,0,74,9.428571,TRUE
10,2,57,10.4,TRUE
0,0.25,432,60.142857,TRUE
8,0.75,122,23.2,TRUE
1,2,43,20.5,TRUE
15,0.93311,405,26.285714,TRUE
0,0.75,100,31.666667,TRUE
0,2,4,3,TRUE
10,2,57,10.4,TRUE
0,0.6875,276,29,TRUE
50,0.831579,1167,56.85,TRUE
15,0.93311,405,26.285714,TRUE
6,2,468,116,TRUE
9,0.722222,609,85.142857,TRUE
10,2,57,10.4,TRUE
8,1.24359,1171,217.6,TRUE
15,0.5,166,22.571429,TRUE
10,2,52,9.4,TRUE
0,0.847619,734,88.875,TRUE
0,0.583333,546,59.333333,TRUE
8,1.24359,1171,217.6,TRUE
15,0.5,166,22.571429,TRUE
0,0.68254,476,20.363636,TRUE
0,2,203,0,TRUE
0,0.583333,546,59.333333,TRUE
4,2,63,14.75,TRUE
0,0.25,432,60.142857,TRUE
1287,0.948889,1928,33.6,TRUE
3,0.4,60,8.833333,TRUE
8,1.24359,1171,217.6,TRUE
1287,0.948889,1928,33.6,TRUE
0,0.6875,276,29,TRUE
15,0.93311,405,26.285714,TRUE
1,2,65,31.5,TRUE
0,0.583333,546,59.333333,TRUE
1,2,43,20.5,TRUE
