@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z44.07583-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,31,0,0,1,2,FALSE
0,2,0,0,0,0,FALSE
7,4,6,1,0,1,FALSE
13,34,2,13,1,4.5,FALSE
11,27,13,11,0.333333,2,FALSE
7,16,3,5,0,3.3333,FALSE
18,15,1,15,0,3.5,FALSE
11,32,13,10,0.5,1.6667,FALSE
12,65,3,11,0.5,7,FALSE
11,65,41,11,1,2.7273,FALSE
13,60,65,10,0.454545,1.8889,FALSE
8,27,35,5,1,1.5714,FALSE
7,12,1,2,0,0.8333,FALSE
14,14,1,10,0,3.5,FALSE
17,79,1,15,0.857143,2.7273,FALSE
9,2,1,1,0,1,FALSE
14,17,10,2,0,2,FALSE
10,23,13,10,0.333333,1.1667,FALSE
7,42,9,4,1,3.2857,FALSE
11,38,0,9,1,1.3636,FALSE
9,29,0,6,1,1.1429,FALSE
7,14,0,5,0,3,FALSE
22,66,4,20,1,0.6,FALSE
7,29,11,6,0.2,1.2857,FALSE
12,29,3,12,0,3.3333,FALSE
14,30,1,12,0,12.5,FALSE
10,37,14,8,0.714286,3.3333,FALSE
7,16,3,5,0,3,FALSE
11,28,8,10,1,1.8,FALSE
11,25,3,11,0,4.3333,FALSE
13,28,3,13,0,3.3333,FALSE
3,30,26,3,1,1.625,FALSE
25,35,20,14,0.8,1.75,FALSE
19,32,9,4,1,2.8571,FALSE
14,30,0,12,1,4.75,FALSE
8,17,0,6,1,3,FALSE
16,55,14,12,1,3,FALSE
16,49,6,14,0.666667,3.4167,FALSE
6,10,22,3,0.666667,0.8889,FALSE
10,41,20,9,0.666667,2.375,FALSE
10,3,3,1,0,1,FALSE
8,18,0,6,1,3,FALSE
12,30,13,12,0.333333,2.1667,FALSE
10,23,1,8,0,5.5,FALSE
12,29,2,12,1,2.25,FALSE
10,24,11,9,0.666667,2.8333,FALSE
24,61,30,24,0.75,0.8889,FALSE
12,39,6,12,0.666667,3,FALSE
6,31,13,5,1,2.1667,FALSE
10,35,3,9,1,1,FALSE
8,19,3,8,0,3,FALSE
9,13,6,9,0,0.75,FALSE
15,22,8,8,0.5,1,FALSE
8,18,4,6,0.666667,1.5,FALSE
5,9,4,5,1,0.5,FALSE
2,8,3,1,0,0,FALSE
2,7,1,1,0,1.3333,FALSE
9,28,6,9,0.666667,0.8,FALSE
7,19,2,7,1,1,FALSE
6,5,1,4,0,0.5,FALSE
13,39,28,13,0.666667,1.4444,FALSE
10,1,0,1,0,1,FALSE
14,45,10,12,1,1.4615,FALSE
11,27,1,9,1,3.6667,FALSE
11,29,3,11,0,4,FALSE
4,3,3,2,0,1,FALSE
10,13,1,6,0.666667,0.6667,FALSE
12,30,322,0,1,0.9655,FALSE
9,1,0,1,0,1,FALSE
21,73,110,19,1,2.4286,FALSE
11,3,0,3,0,0,FALSE
22,33,7,5,1,2.3333,FALSE
7,2,1,2,0,1,FALSE
12,31,13,12,0.333333,1.6667,FALSE
12,73,67,12,1,2.4,FALSE
9,22,3,9,0,3.3333,FALSE
8,14,3,8,0,1.3333,FALSE
10,67,52,10,0.666667,2.25,FALSE
6,6,3,5,0,0.3333,FALSE
5,15,1,3,0,1,FALSE
12,31,13,12,0.333333,1.6667,FALSE
5,9,4,5,1,0.5,FALSE
8,29,4,8,1,1.75,FALSE
12,14,0,12,1,2,FALSE
6,33,2,5,1,1.6,FALSE
25,79,66,24,0.5,2.7692,FALSE
10,23,13,10,0.333333,1.1667,FALSE
5,9,4,5,1,0.5,FALSE
8,4,6,2,0,1,FALSE
4,8,4,4,1,0.5,FALSE
10,2,1,2,0,1,FALSE
10,29,2,10,1,5,FALSE
7,15,3,7,0,1.3333,FALSE
7,16,4,6,1,1.5,TRUE
19,15,1,15,0,3.5,TRUE
12,60,0,11,1,8.2,TRUE
4,29,58,3,1,1.5625,TRUE
10,44,47,8,0.7,2.6,TRUE
34,52,60,12,1,2.8125,TRUE
14,65,20,13,1,5.875,TRUE
20,62,0,20,1,1.625,TRUE
4,13,1,4,0,0.6667,TRUE
12,36,3,12,0.666667,3.7143,TRUE
9,49,4,7,1,3,TRUE
31,96,28,27,0,2.875,TRUE
28,84,99,28,1,2.6,TRUE
26,77,99,26,1,2.6,TRUE
10,36,2,10,1,4.5,TRUE
8,47,13,8,0.5,1.5,TRUE
18,71,1,16,0.857143,2.7273,TRUE
13,26,0,6,1,1.4,TRUE
29,64,38,28,1,2.0833,TRUE
11,6,1,3,0,0,TRUE
28,87,150,26,0.727273,2.9167,TRUE
17,38,20,17,1,1.625,TRUE
12,38,27,9,1,2,TRUE
