@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z44.07583-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
14,35,13,14,0.333333,1.5,FALSE
5,1,0,2,0,1,FALSE
12,30,7,12,0.666667,1,FALSE
10,38,13,9,1,3.4286,FALSE
18,40,4,16,0.5,0.5,FALSE
7,42,9,4,1,3.2857,FALSE
4,2,1,2,0,1,FALSE
9,32,0,7,1,2.625,FALSE
16,55,14,12,1,3,FALSE
21,44,24,21,0.8,1.125,FALSE
6,10,22,3,0.666667,0.8889,FALSE
8,18,8,7,0.5,0.8,FALSE
5,8,1,5,1,0.3333,FALSE
10,21,0,9,1,1.6,FALSE
82,6,3,0,1,0,FALSE
43,7,21,1,0,1,FALSE
2,4,0,0,1,0.6667,FALSE
14,17,10,2,0,2,FALSE
7,4,1,2,0,0.5,FALSE
7,17,8,5,0.666667,1.8,FALSE
10,28,9,9,0.5,0.6667,FALSE
33,10,45,5,0,1,FALSE
10,23,1,8,0,5.5,FALSE
12,25,4,9,0.666667,2,FALSE
12,32,0,10,1,2,FALSE
9,1,0,1,0,1,FALSE
15,22,8,8,0.5,1,FALSE
2,3,1,0,0,0,FALSE
11,26,4,11,1,2.75,FALSE
7,15,3,7,0,1.3333,FALSE
8,14,3,8,0,1.3333,FALSE
13,39,28,13,0.666667,1.4444,FALSE
10,3,3,1,0,1,FALSE
11,28,1,11,1,2.6667,FALSE
5,9,4,5,1,0.5,FALSE
21,47,0,19,1,1.6,FALSE
11,48,7,9,0.666667,1.8,FALSE
11,31,3,11,0,3.6667,FALSE
13,44,7,10,0.181818,1.5455,FALSE
11,27,6,10,0.8,1.2,FALSE
11,65,41,11,1,2.7273,FALSE
17,88,56,15,0.909091,2.125,FALSE
10,27,4,10,1,2.75,FALSE
5,15,1,3,0,1,FALSE
6,7,0,3,1,1.6667,FALSE
24,18,10,7,1,1.4,FALSE
10,1,0,1,0,1,FALSE
