@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z44.07583-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,6,15,1,0,1,FALSE
9,12,26,3,0.428571,0.7778,FALSE
25,35,20,14,0.8,1.75,FALSE
55,154,540,30,1,1.5574,FALSE
12,30,13,12,0.333333,2.5,FALSE
11,48,7,9,0.666667,1.8,FALSE
22,66,4,20,1,0.6,FALSE
12,29,3,12,0,3.3333,FALSE
2,12,22,1,1,1.2222,FALSE
10,23,13,10,0.333333,1.1667,FALSE
11,65,41,11,1,2.7273,FALSE
3,32,4,0,0.8,2,FALSE
8,18,8,7,0.5,0.8,FALSE
10,41,20,9,0.666667,2.375,FALSE
8,27,35,5,1,1.5714,FALSE
4,8,4,4,1,0.5,FALSE
5,15,1,3,0,1,FALSE
17,34,1,13,0.75,2.5,FALSE
1,1,0,0,0,1,FALSE
11,34,2,11,1,3.5,FALSE
11,6,15,1,0,1,FALSE
14,15,1,7,0,1.5,FALSE
19,32,9,4,1,2.8571,FALSE
9,29,4,9,1,1.75,FALSE
10,20,0,7,1,0.8333,FALSE
6,6,3,5,0,0.3333,FALSE
9,32,30,6,0.857143,1.4615,FALSE
8,19,9,1,1,1.2,FALSE
6,5,1,4,0,0.5,FALSE
12,28,3,12,0,3,FALSE
12,31,6,12,0.666667,2.4,FALSE
22,21,4,9,1,2.25,FALSE
8,11,1,6,1,0.3333,FALSE
21,73,110,19,1,2.4286,FALSE
10,38,13,9,1,3.4286,FALSE
12,39,6,12,0.666667,3,FALSE
14,30,1,12,0,12.5,FALSE
12,30,13,12,0.333333,2.1667,FALSE
5,1,0,2,0,1,FALSE
12,1,0,2,0,1,FALSE
10,20,13,10,0.8,0.6667,FALSE
13,26,6,12,0.8,1.6,FALSE
7,13,3,7,0,1.3333,FALSE
10,16,3,10,0,1.6667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
16,50,59,15,0.875,1.0667,FALSE
14,17,10,2,0,2,FALSE
6,31,13,5,1,2.1667,FALSE
11,26,4,11,1,2.75,FALSE
23,77,34,19,0.714286,3.4118,FALSE
8,14,1,8,0,0.5,FALSE
18,70,143,17,0,2.2174,FALSE
18,40,4,16,0.5,0.5,FALSE
10,21,0,9,1,1.6,FALSE
10,8,28,3,0,1,FALSE
6,26,0,3,1,4.2,FALSE
6,7,0,3,1,1.6667,FALSE
31,48,37,11,1,2.9286,FALSE
8,19,9,1,1,1.2,FALSE
4,3,3,2,0,1,FALSE
6,22,0,3,1,3,FALSE
9,28,6,9,0.666667,0.8,FALSE
2,4,0,0,1,0.6667,FALSE
12,31,13,12,0.333333,1.6667,FALSE
13,34,2,13,1,4.5,FALSE
11,38,0,11,0.75,5.2857,FALSE
11,13,15,11,0,0.8333,FALSE
8,24,3,8,0,2.6667,FALSE
10,29,0,8,1,2.125,FALSE
