@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.75809935-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,45,2,4,649,0.833333,0,0.611111,63.3,21,2.8,FALSE
12,112,0,12,2204,0.833333,0,0.361538,155.142857,4,1.2143,FALSE
10,19,0,10,45,0,0,0.666667,21.5,1,0.5,FALSE
3,2,3,0,2,0,0,1,0,1,1,FALSE
29,30,3,26,128,0,0.814815,0.722222,16.857143,1,0.7143,FALSE
21,23,0,21,118,0,0.875,0.625,58,7,3.5,FALSE
15,42,0,15,461,0.6,0.75,0.428571,56,10,4.875,FALSE
12,16,0,12,52,1,0.875,0.55,9.2,4,1.4,FALSE
11,20,4,10,124,1,0.968085,0.5,29.25,1,0.75,FALSE
23,22,0,23,74,0,0.884615,0.666667,13.4,1,0.6,FALSE
6,45,0,6,133,0,0.688406,0.184659,2.022727,1,0.9773,FALSE
34,71,1,34,442,0.375,0.88,0.25641,32.384615,11,2.5385,FALSE
3,9,1,2,28,0,0.962963,0.65,4.4,1,0.2,FALSE
15,53,2,13,328,0,0.956522,0.5,53.166667,1,0.6667,FALSE
9,15,0,9,59,1,0.933333,0.75,28,5,2.5,FALSE
5,12,0,5,50,0,0.857143,0.666667,24,4,2,FALSE
34,79,1,34,458,0.625,0.375,0.309524,63.285714,14,4.1429,FALSE
16,21,0,16,107,0,0.857143,0.666667,34.333333,5,2.6667,FALSE
9,22,2,7,129,0.444444,0.931373,0.375,12.333333,3,1,FALSE
21,54,1,21,538,0.875,0.957895,0.333333,105,32,8.8,FALSE
10,18,1,9,85,0,0.978723,0.555556,19.5,1,0.5,FALSE
6,11,0,6,37,0,0.923077,0.555556,7.5,1,0.5,FALSE
19,26,0,19,102,0,0.884615,0.666667,18.8,1,0.6,FALSE
7,97,2,6,800,0.923077,0.204082,0.178125,18.195122,5,1.3902,FALSE
17,64,5,12,380,0.875,0,0.264706,19.666667,5,1.7778,FALSE
7,11,0,7,88,1,0.909091,0.625,27.666667,1,0.3333,FALSE
6,31,1,5,329,0.333333,0.916667,0.625,157.5,1,0.5,FALSE
18,20,0,18,69,0,0.857143,0.44,10,1,0.6667,FALSE
22,15,0,22,76,0,0.9375,0.625,37,1,0.5,FALSE
10,13,1,9,43,0,0.913043,0.555556,9,1,0.5,FALSE
18,15,0,18,97,0,0.9375,0.625,47.5,1,0.5,FALSE
39,79,5,34,661,1,0.944444,0.625,219,1,0.3333,FALSE
42,65,3,39,762,0.2,0,0.411111,67.818182,10,4.5455,FALSE
4,6,0,4,18,0,0.666667,0.5,5,1,0.6667,FALSE
8,22,0,8,79,0,0.857143,0.666667,38,5,2.5,FALSE
29,31,0,29,146,1,0,1,58,0,0,FALSE
8,14,0,8,46,0.5,0.947368,0.666667,13.666667,2,0.6667,FALSE
12,8,0,12,34,0,0.857143,0.625,16,3,1.5,FALSE
19,38,4,18,224,0.75,0.946429,0.371429,30.428571,14,3.8571,FALSE
18,11,4,14,42,0,0.857143,0.625,20,3,1.5,FALSE
21,22,0,21,72,0,0.884615,0.666667,13,1,0.6,FALSE
16,25,2,14,187,0,0.94,0.666667,35.8,1,0.6,FALSE
9,104,2,8,968,0.923077,0.204082,0.178125,22.292683,3,1.3415,FALSE
25,42,7,18,266,0,0.921875,0.433333,36.571429,1,0.7143,FALSE
5,48,3,4,311,1,0.993255,0.6,59.8,2,1.2,FALSE
3,4,3,0,4,0,0,0.75,0,1,1,FALSE
32,80,0,32,640,0.4,0,0.5,51.916667,6,2.4167,FALSE
3,35,0,3,266,0.75,0,0.416667,51.4,5,2,FALSE
15,20,1,14,75,0,0.967213,0.555556,17.25,1,0.5,FALSE
2,2,0,2,2,0,0,1,0,1,1,FALSE
14,24,0,14,121,0,0.777778,0.666667,39.333333,6,3,FALSE
4,19,1,3,154,0.2,0,0.5,48.666667,5,2.3333,FALSE
8,13,1,7,39,0,0.944444,0.625,18.5,1,0.5,FALSE
27,23,8,19,92,0,0.875,0.666667,16.8,1,0.6,FALSE
9,14,0,9,48,0,0.869565,0.5,8,1,0.6,TRUE
34,133,2,32,884,0,0.941176,0.357143,175.2,7,1.8,TRUE
15,11,0,15,49,0,0.8,0.666667,23.5,1,0.5,TRUE
20,39,0,20,164,0.666667,0.5,0.75,79.5,7,3.5,TRUE
16,23,0,16,90,0.333333,0.5,0.75,42.5,5,2.5,TRUE
7,11,0,7,39,0,0.857143,0.625,18.5,2,1,TRUE
16,46,0,16,579,0.727273,0.72,0.354167,62.111111,7,3.3333,TRUE
0,5,0,0,19,0,0,0,12,0,0,TRUE
120,157,78,45,1442,0.090909,0,0.102397,50.107143,21,3.8214,TRUE
11,13,0,11,52,0,0.875,0.6,25,4,2,TRUE
1,5,1,0,23,0,0,0,12,0,0,TRUE
0,2,0,0,31,0,0,0,4,0,0,TRUE
25,50,0,25,286,0,0.965517,0.555556,93,10,3.3333,TRUE
17,17,0,17,86,0,0.8,0.666667,41.5,1,0.5,TRUE
8,9,0,8,25,0,0.777778,0.6,4,1,0.8,TRUE
12,16,0,12,66,0,0.875,0.625,32,5,2.5,TRUE
17,20,1,16,102,0,0.875,0.6,50,1,0.5,TRUE
16,18,0,16,68,0,0.875,0.625,33,1,0.5,TRUE
32,52,0,32,211,0.4,0.805556,0.708333,21.888889,1,0.7778,TRUE
23,21,0,23,87,0,0.875,0.6,42.5,7,3.5,TRUE
26,35,9,17,88,0,0,0.183333,7.8,2,1,TRUE
36,136,0,36,577,0,0.5,0.3,113.8,2,1,TRUE
17,73,1,16,604,0.909091,0,0.2,33.882353,6,2.2941,TRUE
28,45,0,28,391,1,0.789474,0.4,77,5,1.8,TRUE
7,6,0,7,24,0,0.875,0.666667,11,2,1,TRUE
142,128,104,39,1773,0.75,0,0.176364,30.589286,6,1.9643,TRUE
21,18,0,21,90,0,0.5,0.458333,29,1,0.6667,TRUE
18,53,3,15,292,0,0,0.142857,31.222222,4,2.6667,TRUE
22,46,0,22,396,0.866667,0.916667,0.625,189.5,1,0.5,TRUE
50,109,11,39,1164,0,0.566667,0.228571,82.142857,3,1.6429,TRUE
31,50,0,31,480,0,0.714286,0.5,158.333333,1,0.6667,TRUE
42,84,1,42,457,1,0.166667,0.361111,74.833333,12,4.5,TRUE
27,38,0,27,216,0,0.875,0.625,107,5,2.5,TRUE
22,52,0,22,381,0.25,0,0.583333,74.4,16,4.8,TRUE
18,24,0,18,108,0,0.857143,0.625,53,1,0.5,TRUE
13,13,0,13,103,0,0.875,0.6,50.5,1,0.5,TRUE
37,100,3,36,745,1,0,0.7,122,1,0.6667,TRUE
