@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,1,50,1723,12,48,1182,1,7,TRUE
2,6,27,30,13,20,207,3,2,TRUE
2,0,12,834,4,44,345,2,1,TRUE
1,0,6,76,3,11,180,0,1,TRUE
2,0,9,10,3,5,30,1,1,TRUE
2,0,14,54,1,4,223,1,3,TRUE
1,1,15,46,7,16,444,0,8,TRUE
2,1,3,0,3,13,140,0,1,TRUE
2,0,6,62,1,15,190,4,2,TRUE
1,0,7,4,5,5,57,0,1,TRUE
1,0,9,112,5,14,273,0,1,TRUE
2,2,28,1836,12,50,1188,0,6,TRUE
1,0,0,0,0,5,32,0,1,TRUE
4,0,9,21,3,7,45,4,1,TRUE
1,0,15,3,3,2,431,0,4,TRUE
5,0,8,0,7,2,21,0,1,TRUE
2,0,9,0,1,3,84,1,1,TRUE
1,0,2,189,1,22,180,0,7,TRUE
1,0,20,6,1,8,147,0,2,TRUE
5,0,3,0,1,2,25,0,1,TRUE
2,9,15,54,10,10,98,2,2,TRUE
1,0,7,28,0,4,237,0,11,TRUE
1,0,9,825,4,35,785,0,1,TRUE
2,0,7,0,1,5,153,1,4,TRUE
4,0,10,33,1,14,167,1,5,TRUE
4,0,8,27,1,10,87,3,2,TRUE
2,0,17,289,1,25,279,0,3,TRUE
1,1,4,1,2,2,5,0,1,TRUE
2,0,2,0,1,1,5,0,0,TRUE
1,0,8,43,4,11,163,0,4,TRUE
1,0,0,45,0,9,81,0,2,TRUE
3,0,8,1,2,2,31,0,2,TRUE
1,0,8,74,3,12,154,0,3,TRUE
1,0,11,230,0,22,316,0,3,TRUE
1,0,18,0,18,1,1,0,1,TRUE
3,0,5,318,1,29,342,3,1,TRUE
1,0,17,864,8,38,523,0,4,TRUE
1,0,9,1,4,3,26,0,1,TRUE
1,0,9,0,8,1,1,0,1,FALSE
1,0,4,0,2,2,12,0,1,FALSE
1,0,8,13,1,6,54,0,2,FALSE
3,0,17,69,5,14,142,0,2,FALSE
1,0,5,0,4,1,1,0,1,FALSE
2,0,6,0,1,5,183,2,3,FALSE
2,0,11,184,6,15,114,3,1,FALSE
5,0,2,3,1,3,17,0,0,FALSE
1,0,5,21,0,6,44,0,1,FALSE
5,0,4,0,2,3,32,0,1,FALSE
1,0,7,8,1,5,44,0,1,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,0,5,0,0,2,30,0,1,FALSE
0,0,3,1,0,2,12,0,1,FALSE
2,0,9,4,2,5,53,0,1,FALSE
