@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,7,35,2,7,380,0,5,FALSE
3,0,6,4,1,3,27,0,1,FALSE
5,0,2,0,1,1,7,0,0,FALSE
5,0,2,1,0,1,15,1,1,FALSE
1,0,27,0,24,1,1,0,1,FALSE
1,3,8,46,6,8,102,0,2,FALSE
3,0,7,3,4,2,32,0,1,FALSE
5,0,4,0,1,3,34,0,1,FALSE
1,0,6,6,5,4,5,0,1,FALSE
1,0,5,0,1,4,85,0,1,FALSE
1,0,3,0,3,1,1,0,1,FALSE
3,0,8,48,1,14,188,7,4,FALSE
1,0,11,21,4,3,167,0,3,FALSE
5,0,4,0,1,3,34,0,1,FALSE
1,0,6,516,5,41,507,0,1,FALSE
5,0,4,0,2,2,23,0,1,FALSE
1,0,24,459,11,31,165,0,1,FALSE
5,0,3,6,1,3,67,0,2,FALSE
0,0,5,0,1,9,213,0,1,FALSE
0,2,5,6,2,1,93,0,4,FALSE
1,0,8,1,6,2,2,0,1,FALSE
1,0,3,9,1,7,59,0,1,FALSE
5,0,2,3,1,3,16,0,0,FALSE
3,0,10,3,3,3,204,1,6,FALSE
1,3,31,1214,6,45,737,0,7,FALSE
3,0,4,1,0,1,11,1,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
4,0,3,3,0,3,12,2,1,FALSE
3,0,9,96,3,16,119,2,3,FALSE
1,0,50,6,46,4,4,0,1,FALSE
3,0,7,0,1,3,62,1,1,FALSE
1,0,185,105,184,15,15,0,1,FALSE
1,0,28,0,2,11,392,0,9,FALSE
3,0,18,126,4,14,299,1,2,FALSE
3,2,9,3,2,1,24,0,1,FALSE
1,0,3,0,2,1,1,0,1,FALSE
1,0,2,5,2,5,166,0,1,FALSE
5,0,1,0,0,3,47,0,2,FALSE
2,0,5,0,0,4,63,1,1,FALSE
2,0,4,0,3,9,122,0,4,FALSE
1,0,22,247,11,23,118,0,1,FALSE
3,0,9,38,1,8,260,3,3,FALSE
3,0,7,0,1,2,56,1,1,FALSE
2,0,12,21,3,4,180,1,3,FALSE
2,0,7,46,0,11,83,0,2,FALSE
5,0,2,3,1,3,17,0,0,FALSE
5,0,4,0,2,2,25,0,1,FALSE
1,0,12,0,11,1,1,0,1,FALSE
3,0,5,16,1,8,66,2,4,FALSE
2,0,1,3,0,3,12,2,1,FALSE
2,0,13,201,2,21,266,1,1,FALSE
3,0,4,10,1,3,31,1,1,FALSE
1,0,9,0,8,1,1,0,1,FALSE
1,1,31,14,5,6,207,0,1,FALSE
2,0,2,7,0,6,39,1,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,5,1,1,1,23,0,3,FALSE
1,0,26,1,26,2,2,0,1,FALSE
1,0,6,1,4,2,2,0,1,FALSE
0,0,12,21,0,9,80,0,1,FALSE
3,0,21,15,1,2,176,2,1,FALSE
3,0,17,0,2,3,133,1,2,FALSE
2,1,27,972,11,37,855,1,4,FALSE
5,0,2,0,1,2,21,0,1,FALSE
1,0,7,6,6,4,4,0,1,FALSE
5,0,1,0,0,3,33,0,1,FALSE
4,2,7,1,2,2,17,0,0,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,6,61,2,14,81,0,1,FALSE
3,0,3,1,1,1,17,2,1,FALSE
2,0,9,165,4,15,105,3,1,FALSE
1,0,12,12,1,7,100,0,3,FALSE
3,0,7,1,0,1,42,2,1,FALSE
1,0,12,26,6,5,258,0,6,FALSE
1,0,10,386,1,29,382,0,4,FALSE
3,0,9,80,3,16,187,9,5,FALSE
3,0,10,25,3,7,165,3,3,FALSE
1,0,3,59,0,13,125,0,1,FALSE
6,0,3,0,1,1,13,0,0,FALSE
0,0,23,61,5,5,182,0,2,FALSE
1,0,2,1,1,2,16,0,3,FALSE
5,0,11,27,1,10,279,1,3,FALSE
4,2,3,0,3,1,7,0,0,FALSE
2,8,34,1045,15,41,535,0,2,FALSE
4,0,1,0,1,3,37,0,2,FALSE
4,2,3,0,3,1,7,0,0,FALSE
1,9,9,1,9,3,14,0,1,FALSE
3,0,8,1,4,5,45,1,1,FALSE
1,0,12,0,11,1,1,0,1,FALSE
2,0,7,0,1,4,78,0,2,FALSE
1,0,4,39,0,13,231,0,1,FALSE
2,0,4,3,1,1,308,1,1,FALSE
3,0,21,2,2,2,272,1,2,FALSE
1,0,16,4,14,5,30,0,1,FALSE
1,0,4,0,3,1,1,0,1,FALSE
1,0,4,1,2,2,8,0,1,FALSE
4,0,14,22,3,8,244,2,11,FALSE
1,0,2,1,2,2,2,0,1,FALSE
1,0,1,0,1,8,190,0,4,FALSE
2,0,7,0,2,4,64,1,1,FALSE
1,0,6,24,0,9,78,0,1,FALSE
1,0,9,104,1,15,158,0,2,FALSE
1,0,9,12,3,7,224,0,4,FALSE
2,0,3,0,1,3,45,1,1,FALSE
2,0,2,9,1,6,45,0,2,FALSE
