@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,4,1,0,1,18,2,1,FALSE
1,0,21,49,2,8,355,0,5,FALSE
1,0,4,9,0,5,41,0,2,FALSE
1,0,4,3,0,3,18,0,1,FALSE
1,0,6,6,5,4,5,0,1,FALSE
5,0,2,0,1,2,21,0,1,FALSE
3,0,6,0,1,2,30,1,1,FALSE
1,0,27,0,24,1,1,0,1,FALSE
3,0,5,7,2,5,46,0,2,FALSE
2,0,3,1,1,2,34,1,1,FALSE
2,0,5,4,4,2,45,1,1,FALSE
1,0,3,0,0,22,199,0,1,FALSE
0,0,14,4,2,2,88,0,2,FALSE
1,0,6,1,4,2,2,0,1,FALSE
2,0,11,184,6,15,114,3,1,FALSE
2,0,11,9,7,5,48,0,1,FALSE
3,0,16,157,4,18,111,1,1,FALSE
1,1,31,14,5,6,207,0,1,FALSE
3,0,3,1,1,1,17,2,1,FALSE
3,0,13,44,3,8,121,1,2,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,34,22,3,9,247,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,14,56,1,7,327,3,7,FALSE
4,0,2,0,1,2,20,0,1,FALSE
1,0,5,1,1,1,23,0,3,FALSE
1,0,18,1,18,2,2,0,1,FALSE
4,0,9,39,3,10,68,1,1,FALSE
3,0,16,52,6,12,136,1,2,FALSE
3,0,11,59,3,9,349,4,4,FALSE
1,0,7,60,0,12,63,0,1,FALSE
0,2,9,10,2,1,145,0,4,FALSE
1,0,2,118,0,15,172,0,1,FALSE
3,2,7,1,2,0,49,0,3,FALSE
3,0,5,16,1,7,87,2,1,FALSE
1,0,8,6,5,3,62,0,3,FALSE
2,0,3,0,1,3,45,1,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
4,0,8,3,0,1,50,2,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,16,4,14,5,30,0,1,FALSE
3,0,18,126,4,14,299,1,2,FALSE
0,0,10,2,1,3,71,0,1,FALSE
2,0,9,124,4,13,99,3,1,FALSE
1,0,4,0,2,2,33,0,2,FALSE
1,0,6,0,6,6,57,0,2,FALSE
1,0,2,0,2,4,92,0,4,FALSE
3,1,11,8,5,7,127,0,2,FALSE
5,0,14,51,1,10,369,1,3,FALSE
1,0,0,0,0,0,23,0,0,FALSE
2,0,14,89,3,15,103,2,2,FALSE
1,3,31,1214,6,45,737,0,7,FALSE
3,0,7,0,1,5,84,1,1,FALSE
1,0,4,3,4,2,201,0,9,FALSE
1,0,28,0,2,11,392,0,9,FALSE
2,0,6,4,5,2,56,1,1,FALSE
1,0,2,1,2,2,2,0,1,FALSE
3,0,8,27,2,7,98,4,3,FALSE
3,0,8,60,1,9,101,1,3,FALSE
2,0,5,15,1,5,95,3,2,FALSE
1,0,12,0,11,1,1,0,1,FALSE
3,0,13,0,1,5,115,0,2,FALSE
1,0,6,0,0,2,38,0,1,FALSE
1,1,3,0,1,1,44,1,2,FALSE
1,0,2,0,1,0,0,0,0,FALSE
2,0,9,91,4,11,71,3,1,FALSE
2,0,4,0,1,2,27,1,1,FALSE
1,2,4,0,2,4,28,0,1,FALSE
1,0,5,3,2,3,18,0,1,FALSE
2,1,25,220,8,16,444,1,5,FALSE
2,1,6,27,5,14,176,0,5,FALSE
5,1,8,37,4,11,117,4,3,FALSE
3,0,3,3,0,2,30,0,1,FALSE
1,0,3,1,1,1,14,0,1,FALSE
1,0,4,3,0,3,12,0,1,FALSE
1,0,6,0,1,2,32,0,1,FALSE
1,0,12,49,1,1,197,4,9,FALSE
0,0,16,0,1,2,154,0,6,FALSE
6,0,3,7,1,5,80,0,3,FALSE
2,0,12,18,2,6,56,1,1,FALSE
3,0,15,233,12,19,203,0,2,FALSE
3,0,35,8,1,3,571,1,10,FALSE
1,0,14,19,6,6,63,0,2,FALSE
2,0,16,89,3,15,105,2,2,FALSE
1,0,1,1,0,2,26,0,1,FALSE
1,0,3,0,2,1,1,0,1,FALSE
1,0,0,0,0,1,4,0,0,FALSE
6,0,3,0,1,1,13,0,0,FALSE
2,1,2,9,1,7,40,0,2,FALSE
1,0,4,10,3,5,5,0,1,FALSE
1,0,2,1,1,2,2,0,1,FALSE
2,0,5,46,1,12,105,2,3,FALSE
3,0,3,3,1,1,25,2,1,FALSE
2,0,5,3,2,3,65,0,4,FALSE
1,0,10,0,10,1,1,0,1,FALSE
5,0,4,0,1,3,34,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
1,0,6,61,2,14,81,0,1,FALSE
1,0,3,0,3,1,1,0,1,FALSE
1,0,10,6,4,11,313,0,8,FALSE
3,0,13,13,1,4,76,1,1,FALSE
2,0,4,0,0,4,80,1,3,FALSE
4,0,9,5,1,3,143,1,1,FALSE
0,0,3,1,0,2,12,0,1,FALSE
3,0,18,126,4,14,299,1,2,FALSE
3,0,8,16,3,7,108,3,1,FALSE
4,0,5,0,5,2,20,0,1,FALSE
1,0,23,270,11,24,133,0,1,FALSE
1,0,4,3,1,3,20,0,1,FALSE
1,0,5,1,2,3,31,0,1,FALSE
1,0,5,0,1,3,24,0,1,FALSE
3,0,3,0,1,2,16,1,1,FALSE
3,0,4,1,0,1,9,1,1,FALSE
2,0,14,0,9,4,36,1,1,FALSE
3,0,5,3,1,2,28,1,1,FALSE
1,0,1,1,1,2,37,0,3,FALSE
0,0,19,16,2,6,382,0,6,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,14,1164,9,48,711,0,2,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,2,1,1,2,16,0,3,FALSE
1,0,10,386,1,29,382,0,4,FALSE
1,0,7,30,1,5,96,0,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,12,3,10,3,3,0,1,FALSE
1,0,4,0,1,3,31,0,1,FALSE
0,0,16,52,4,4,120,0,2,FALSE
1,0,0,0,0,0,10,0,0,FALSE
3,0,13,0,1,5,115,1,2,FALSE
3,0,5,22,0,9,91,0,5,FALSE
2,0,7,4,4,5,42,0,1,FALSE
3,0,3,6,0,8,82,2,3,FALSE
1,0,4,1,1,3,31,0,1,FALSE
2,0,10,165,6,15,105,3,1,FALSE
3,0,1,0,0,3,21,2,1,FALSE
2,1,7,6,2,6,130,1,2,FALSE
1,0,13,131,9,16,144,0,2,FALSE
3,0,9,26,1,6,81,1,2,FALSE
1,0,8,2,1,2,131,0,3,FALSE
4,0,13,0,1,3,310,1,1,FALSE
1,1,14,45,4,12,169,0,3,FALSE
1,0,3,1,1,1,60,0,3,FALSE
3,0,2,4,2,4,34,3,2,FALSE
4,0,6,15,0,5,45,0,1,FALSE
0,0,4,1,0,2,18,0,1,FALSE
5,0,4,0,2,2,25,0,1,FALSE
3,0,12,3,0,1,67,3,1,TRUE
2,1,50,1723,12,48,1182,1,7,TRUE
1,0,9,15,8,5,102,0,5,TRUE
