@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z114.2857143

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
13,40,4,2,0,FALSE
7,24,2,2,0,FALSE
2,3,0,2,0,FALSE
7,24,2,2,0,FALSE
6,21,2,5,0.2,FALSE
1,1,1,1,0,FALSE
13,40,4,2,0,FALSE
2,3,0,2,0,FALSE
9,18,4,8,0.625,TRUE
2,4,3,2,0,TRUE
9,9,4,9,0,TRUE
9,9,4,9,0,TRUE
9,18,4,8,0.625,TRUE
9,18,4,8,0.625,TRUE
8,31,6,2,0,TRUE
2,20,3,2,0,TRUE
