@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z114.2857143

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,16,2,2,0,FALSE
4,10,2,4,0,FALSE
4,15,1,4,0,FALSE
1,3,1,0,0,FALSE
10,27,7,8,0.2,FALSE
1,3,1,0,0,FALSE
4,10,2,4,0,FALSE
1,3,1,0,0,FALSE
22,35,9,21,0.875,TRUE
6,25,4,1,0.75,TRUE
6,25,4,1,0.75,TRUE
5,31,7,2,0,TRUE
22,35,9,21,0.875,TRUE
14,26,5,10,1,TRUE
15,63,6,12,0,TRUE
6,25,4,1,0.75,TRUE
