@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z114.2857143

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,30,4,2,0,FALSE
3,17,5,1,0,FALSE
3,17,5,1,0,FALSE
1,3,1,0,0,FALSE
1,1,1,1,0,FALSE
1,1,1,1,0,FALSE
3,17,5,1,0,FALSE
4,5,2,4,0,FALSE
14,33,9,11,0.4,TRUE
15,48,8,9,0.421053,TRUE
20,31,9,19,1,TRUE
20,31,9,19,1,TRUE
14,33,9,11,0.4,TRUE
14,33,9,11,0.4,TRUE
4,25,4,2,0,TRUE
4,25,4,2,0,TRUE
