@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z114.2857143

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,16,2,2,0,FALSE
6,8,3,6,0,FALSE
9,34,3,2,0,FALSE
9,34,3,2,0,FALSE
10,13,2,9,0,FALSE
10,13,2,9,0,FALSE
9,34,3,2,0,FALSE
10,13,2,9,0,FALSE
13,42,8,11,0.5,TRUE
12,43,7,9,0.25,TRUE
4,12,1,4,1,TRUE
13,42,8,11,0.5,TRUE
12,43,7,9,0.25,TRUE
12,43,7,9,0.25,TRUE
12,43,7,9,0.25,TRUE
4,12,1,4,1,TRUE
