@relation camelA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.49855908-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,4,26,0,7,83,0,2,FALSE
1,0,3,9,1,7,59,0,1,FALSE
4,0,6,0,1,4,85,2,1,FALSE
2,0,8,0,3,5,67,1,1,FALSE
1,0,6,36,0,8,51,0,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,4,10,1,4,56,0,1,FALSE
1,0,3,0,2,1,1,0,1,FALSE
1,0,15,0,3,2,378,0,5,FALSE
1,0,5,0,3,1,1,0,1,FALSE
2,0,18,101,5,13,118,1,2,FALSE
1,7,11,24,7,5,125,0,2,FALSE
2,0,14,0,3,5,142,1,3,FALSE
1,0,38,6427,14,111,1327,0,32,FALSE
2,0,6,8,0,9,87,0,1,FALSE
3,0,5,4,0,3,29,1,1,FALSE
4,0,9,5,1,3,143,1,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,1,3,0,1,221,0,1,FALSE
1,0,4,39,0,13,231,0,1,FALSE
1,0,17,1,16,2,2,0,1,FALSE
1,0,1,6,0,4,36,0,2,FALSE
1,0,7,1,1,2,62,0,3,FALSE
4,0,5,15,1,5,43,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,2,1,1,2,2,0,1,FALSE
0,0,16,52,4,4,120,0,2,FALSE
2,0,1,0,0,1,6,0,0,FALSE
3,0,2,0,1,1,5,0,0,FALSE
5,0,2,3,1,3,16,0,0,FALSE
1,0,10,73,0,10,192,0,2,FALSE
4,0,18,22,4,7,141,0,1,FALSE
1,0,6,298,4,28,271,0,9,FALSE
1,0,0,0,0,0,0,0,0,FALSE
2,4,11,9,5,3,46,0,2,FALSE
3,0,2,4,2,4,34,3,2,FALSE
3,0,7,15,1,2,137,0,2,FALSE
1,0,5,7,2,5,54,0,1,FALSE
1,0,13,1436,0,45,634,0,6,FALSE
2,0,12,15,3,6,43,1,1,FALSE
2,0,5,46,1,12,105,2,3,FALSE
6,0,2,0,1,2,25,0,1,FALSE
1,0,12,49,1,1,197,4,9,FALSE
1,0,1,0,1,8,190,0,4,FALSE
3,0,18,126,4,14,299,1,2,FALSE
2,0,14,56,1,7,327,3,7,FALSE
1,0,6,3,5,3,3,0,1,FALSE
1,0,3,0,2,0,0,0,0,FALSE
2,0,9,147,4,14,100,3,1,FALSE
1,0,0,0,0,1,4,0,0,FALSE
2,1,15,142,1,12,292,2,3,FALSE
2,0,12,5,2,3,70,1,1,FALSE
1,0,3,3,1,3,14,0,1,FALSE
1,0,10,73,0,10,192,0,2,FALSE
1,0,4,1,2,6,50,0,2,FALSE
2,1,2,9,1,7,40,0,2,FALSE
3,1,11,18,3,7,61,2,1,FALSE
1,0,6,4,1,4,23,0,1,FALSE
1,0,10,6,0,3,76,0,1,FALSE
2,0,12,18,2,6,56,1,1,FALSE
4,0,8,26,3,8,43,1,1,FALSE
3,0,9,0,1,4,42,1,1,FALSE
1,0,0,0,0,1,22,0,0,FALSE
1,0,5,24,3,7,68,0,2,FALSE
2,0,4,0,1,2,27,1,1,FALSE
1,0,5,21,0,6,44,0,1,FALSE
3,0,6,0,0,3,27,0,1,FALSE
1,0,0,0,0,1,22,0,0,FALSE
5,0,2,0,1,2,21,0,1,FALSE
0,0,10,2,1,3,71,0,1,FALSE
3,0,9,4,1,2,218,2,1,FALSE
3,0,4,0,2,1,30,1,1,FALSE
2,0,14,0,9,4,36,1,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
