@relation camelA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.49855908-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,5,0,1,3,21,1,1,FALSE
1,0,3,9,1,7,59,0,1,FALSE
3,0,17,52,6,12,140,1,2,FALSE
2,4,12,34,5,8,172,0,3,FALSE
3,0,13,8,1,2,66,0,1,FALSE
2,0,16,36,9,10,119,1,2,FALSE
1,0,3,0,3,1,1,0,1,FALSE
3,0,17,8,3,3,295,1,18,FALSE
3,0,4,8,0,5,98,0,4,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,3,0,1,3,31,0,1,FALSE
2,0,2,4,1,4,24,2,1,FALSE
3,0,4,1,0,1,18,2,1,FALSE
1,0,2,1,1,2,54,0,6,FALSE
0,0,5,3,2,3,65,0,4,FALSE
1,0,9,21,6,4,161,0,6,FALSE
3,0,10,0,2,1,119,1,3,FALSE
2,0,14,28,3,7,66,1,1,FALSE
1,6,8,6,6,3,37,0,2,FALSE
3,0,5,3,0,5,141,2,3,FALSE
1,0,4,43,1,10,124,0,3,FALSE
4,0,11,19,3,5,94,0,1,FALSE
1,0,6,0,6,1,1,0,1,FALSE
1,1,3,0,1,1,44,1,2,FALSE
2,0,5,0,1,3,78,1,2,FALSE
1,0,0,3,0,3,12,0,1,FALSE
1,0,13,39,5,11,101,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
2,2,7,4,3,3,37,0,2,FALSE
3,0,6,13,0,6,107,0,4,FALSE
0,1,40,28,1,9,566,0,6,FALSE
3,0,8,3,1,4,150,1,1,FALSE
4,0,18,22,4,7,141,0,1,FALSE
3,0,7,0,3,5,41,1,1,FALSE
5,1,4,3,3,3,17,0,0,FALSE
5,1,5,0,3,3,33,0,1,FALSE
4,0,1,0,1,3,37,0,2,FALSE
3,0,4,0,1,1,26,1,1,FALSE
1,0,4,0,3,1,1,0,1,FALSE
0,0,3,1,0,2,12,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,1,0,1,1,1,0,1,FALSE
0,0,1,3,1,2,106,0,9,FALSE
1,0,2,8,0,5,57,0,2,FALSE
2,0,8,0,3,4,64,1,1,FALSE
1,0,7,6,6,4,4,0,1,FALSE
1,0,7,43,3,10,63,0,1,FALSE
3,0,3,4,1,4,22,0,1,FALSE
1,0,22,81,2,14,218,0,2,FALSE
3,0,5,0,2,1,30,1,2,FALSE
1,0,16,9,6,3,297,0,7,FALSE
6,0,4,0,0,2,27,0,1,FALSE
2,0,14,0,3,5,142,1,3,FALSE
2,8,34,1045,15,41,535,0,2,FALSE
3,0,16,52,6,12,136,1,2,FALSE
3,0,4,0,2,1,30,1,1,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,0,27,0,26,0,0,0,0,FALSE
1,0,7,8,1,5,44,0,1,FALSE
2,0,5,4,4,2,45,1,1,FALSE
1,0,3,0,1,3,29,0,1,FALSE
1,0,7,35,2,7,380,0,5,FALSE
0,0,9,10,2,2,97,0,2,FALSE
0,1,14,60,2,3,341,0,5,FALSE
1,0,12,3,11,3,3,0,1,FALSE
4,2,3,0,3,1,7,0,0,FALSE
0,0,23,61,5,5,182,0,2,FALSE
1,0,4,0,3,2,25,0,1,FALSE
5,0,3,0,2,2,21,0,1,FALSE
1,0,6,1,0,2,23,0,1,FALSE
2,0,20,89,6,15,123,1,1,FALSE
3,0,18,126,4,14,299,1,2,FALSE
1,0,0,0,0,0,0,0,0,FALSE
3,0,6,8,1,4,36,1,1,FALSE
4,0,3,0,3,2,20,0,1,FALSE
1,0,9,11,3,7,61,0,1,FALSE
4,0,1,0,1,3,37,0,2,FALSE
1,0,3,1,2,2,2,0,1,FALSE
0,0,10,2,1,3,71,0,1,FALSE
1,0,10,73,0,10,192,0,2,FALSE
1,0,3,30,1,8,82,0,1,FALSE
3,0,12,0,2,1,99,1,1,FALSE
3,0,7,3,0,1,45,3,1,FALSE
1,0,17,1,15,2,2,0,1,FALSE
3,0,13,50,1,9,145,1,2,FALSE
5,0,2,0,1,2,21,0,1,FALSE
1,0,10,73,0,10,192,0,2,FALSE
1,0,5,0,5,1,1,0,1,FALSE
6,0,4,3,1,3,23,1,1,FALSE
1,0,5,0,1,3,54,0,2,FALSE
1,0,1,6,1,3,87,0,2,FALSE
1,0,4,0,2,2,33,0,2,FALSE
2,0,7,0,2,4,65,1,1,FALSE
5,1,9,1,2,1,26,1,1,FALSE
5,0,2,0,1,2,21,0,1,FALSE
3,0,15,36,5,7,152,0,2,FALSE
2,0,18,26,1,9,183,0,5,FALSE
2,0,1,3,0,3,12,2,1,FALSE
