@relation camelA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.49855908-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,0,6,4,5,2,56,1,1,FALSE
5,0,11,27,1,10,279,1,3,FALSE
1,0,13,1436,0,45,634,0,6,FALSE
6,0,3,0,1,4,45,0,1,FALSE
1,0,1,208,0,20,215,0,5,FALSE
1,0,5,24,3,7,68,0,2,FALSE
1,9,9,1,9,3,14,0,1,FALSE
2,0,3,0,3,7,66,0,2,FALSE
2,0,8,3,1,2,44,0,1,FALSE
2,0,10,165,6,15,105,3,1,FALSE
1,0,9,576,1,37,758,0,7,FALSE
3,0,9,0,5,4,41,0,1,FALSE
2,0,15,237,8,19,174,2,1,FALSE
2,0,4,8,1,4,34,2,2,FALSE
2,0,6,0,1,5,183,2,3,FALSE
2,0,18,26,1,9,183,0,5,FALSE
1,0,4,1,1,2,52,0,3,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,2,15,0,5,44,0,1,FALSE
5,0,4,0,1,3,32,0,1,FALSE
3,0,7,3,1,4,46,1,1,FALSE
0,0,16,52,4,4,120,0,2,FALSE
1,0,1,9,1,7,47,0,1,FALSE
1,0,6,0,6,6,57,0,2,FALSE
0,0,5,1,1,2,58,0,1,FALSE
3,0,11,0,1,1,75,1,1,FALSE
3,0,10,0,1,5,203,0,1,FALSE
3,0,8,21,2,4,66,0,2,FALSE
3,0,5,22,0,9,91,0,5,FALSE
1,0,7,0,1,2,72,0,6,FALSE
1,0,0,0,0,0,0,0,0,FALSE
5,2,6,0,4,1,6,0,0,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,4,24,0,5,125,0,2,FALSE
1,0,27,0,24,1,1,0,1,FALSE
1,0,13,39,5,11,101,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
1,2,9,30,4,7,97,0,2,FALSE
2,0,10,132,3,14,596,1,8,FALSE
2,0,2,1,1,3,15,0,1,FALSE
1,0,1,3,0,2,221,0,1,FALSE
2,0,5,0,1,4,80,1,3,FALSE
1,0,22,247,11,23,118,0,1,FALSE
1,0,3,0,1,3,29,0,1,FALSE
5,1,3,0,1,1,44,1,2,FALSE
1,0,6,6,4,4,4,0,1,FALSE
1,0,6,0,1,2,22,0,1,FALSE
1,0,7,60,0,12,63,0,1,FALSE
1,0,14,7,2,3,213,1,1,FALSE
2,0,14,0,8,6,69,1,2,FALSE
1,0,10,73,0,10,192,0,2,FALSE
0,0,14,29,0,11,101,0,1,FALSE
2,0,12,6,1,3,88,2,1,FALSE
1,0,16,58,3,14,131,0,2,FALSE
1,2,9,9,4,10,86,0,3,FALSE
1,0,3,1,3,2,17,0,2,FALSE
1,0,3,4,1,3,17,0,1,FALSE
1,0,0,45,0,9,66,0,2,FALSE
1,0,4,3,1,3,20,0,1,FALSE
1,0,5,1,1,1,23,0,3,FALSE
1,0,5,0,4,1,1,0,1,FALSE
2,0,3,3,0,2,32,0,1,FALSE
1,3,8,46,6,8,102,0,2,FALSE
5,0,5,0,2,3,21,0,1,FALSE
0,2,8,26,3,1,108,0,5,FALSE
2,0,6,0,3,1,11,0,0,FALSE
1,2,9,9,4,10,86,0,3,FALSE
3,1,13,1170,2,46,378,1,2,FALSE
5,0,4,0,2,2,23,0,1,FALSE
1,0,6,3,5,3,3,0,1,FALSE
4,1,9,1,5,2,5,0,1,FALSE
1,0,3,1,2,2,6,0,1,FALSE
1,0,7,15,2,6,14,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,3,0,1,3,29,0,1,FALSE
3,0,18,126,4,14,299,1,2,FALSE
2,0,3,1,0,2,12,0,1,FALSE
2,0,5,7,1,2,59,1,2,FALSE
1,0,5,36,2,9,69,0,1,FALSE
2,0,11,0,2,3,94,2,3,FALSE
2,0,13,201,2,21,266,1,1,FALSE
1,0,28,0,2,11,392,0,9,FALSE
3,2,9,3,2,1,24,0,1,FALSE
2,0,2,9,1,6,41,0,2,FALSE
3,0,8,0,2,2,44,0,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
2,0,20,431,5,30,251,2,2,FALSE
2,0,4,3,1,1,330,1,1,FALSE
2,0,10,165,4,15,109,3,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
1,0,4,3,3,6,41,0,1,FALSE
1,0,3,0,2,1,1,0,1,FALSE
4,1,22,168,11,21,175,1,3,FALSE
2,9,20,3,16,7,73,1,1,FALSE
1,0,16,4,14,5,30,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
2,0,10,26,1,9,209,1,8,FALSE
1,0,2,190,1,20,50,0,1,FALSE
3,0,10,0,2,2,88,1,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,9,22,1,5,140,0,3,FALSE
5,0,4,0,2,3,32,0,1,FALSE
2,0,6,3,2,3,10,0,1,FALSE
1,0,1,0,1,0,0,0,0,FALSE
2,3,6,3,3,2,47,0,1,FALSE
3,0,5,0,1,3,21,1,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
3,0,5,3,0,5,141,2,3,FALSE
1,0,29,1,3,3,190,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
0,0,12,21,0,9,80,0,1,FALSE
1,0,8,6,5,3,62,0,3,FALSE
2,0,14,0,3,5,142,1,3,FALSE
1,0,20,7,3,5,256,0,5,FALSE
2,0,20,75,2,10,218,1,6,FALSE
3,0,4,3,0,2,24,2,1,FALSE
2,0,9,124,4,13,99,3,1,FALSE
1,0,4,43,1,10,124,0,3,FALSE
5,0,5,1,1,3,38,0,1,FALSE
1,0,6,3,5,3,3,0,1,FALSE
1,0,19,30,1,7,479,0,17,FALSE
3,0,10,0,2,1,74,1,1,FALSE
4,0,3,1,2,2,12,0,0,FALSE
1,0,16,9,6,3,297,0,7,FALSE
1,0,8,6,5,3,62,0,3,FALSE
3,0,6,35,1,13,132,8,2,FALSE
3,0,7,1,0,1,42,2,1,FALSE
2,0,14,85,7,14,114,1,3,FALSE
3,0,7,4,1,3,61,1,1,FALSE
1,0,9,0,8,1,1,0,1,FALSE
2,0,4,1,2,2,31,0,1,FALSE
1,0,4,0,1,6,46,0,1,FALSE
5,0,11,94,2,13,146,1,2,FALSE
2,2,7,15,2,4,44,0,3,FALSE
3,2,17,77,9,11,106,1,2,FALSE
0,2,11,21,2,1,163,0,5,FALSE
3,0,4,0,1,1,26,1,1,FALSE
1,1,10,0,5,24,236,0,2,FALSE
4,0,8,26,3,8,43,1,1,FALSE
1,0,3,9,1,7,59,0,1,FALSE
3,0,4,0,1,2,16,1,1,FALSE
3,0,9,0,1,4,42,1,1,FALSE
5,1,8,37,4,11,117,4,3,FALSE
0,0,8,0,2,3,72,0,1,FALSE
2,0,9,159,4,15,105,3,1,FALSE
3,0,14,13,5,3,95,1,1,FALSE
4,0,5,0,5,5,53,1,1,FALSE
1,0,11,161,10,22,249,0,3,FALSE
4,0,12,0,1,3,216,1,1,FALSE
3,0,4,3,1,2,16,1,1,FALSE
0,0,20,7,2,3,323,0,4,FALSE
1,0,4,0,1,1,1,0,1,FALSE
1,3,3,0,3,4,31,0,1,FALSE
3,0,6,1,0,1,39,2,1,FALSE
1,0,3,4,1,3,17,0,1,FALSE
2,0,3,4,2,2,111,1,1,FALSE
3,0,7,0,1,4,43,2,1,FALSE
3,0,8,16,3,7,108,3,1,FALSE
1,0,1,25,1,11,105,0,3,FALSE
2,0,16,89,3,15,105,2,2,FALSE
3,0,4,0,1,3,28,1,1,FALSE
1,0,7,4,1,2,68,0,1,FALSE
2,0,13,125,3,17,162,1,3,FALSE
1,3,16,323,3,24,224,0,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,1,7,112,2,12,151,0,4,FALSE
4,3,5,8,4,1,44,3,4,FALSE
2,0,7,26,0,1,417,1,8,FALSE
1,0,9,21,3,7,35,0,1,FALSE
1,0,5,1,1,2,15,0,1,FALSE
1,2,9,30,4,7,97,0,2,FALSE
2,0,1,0,0,4,22,0,1,FALSE
2,0,11,1,1,6,126,1,2,FALSE
1,0,3,1,1,1,14,0,1,FALSE
4,0,4,5,0,1,102,2,2,FALSE
2,0,10,79,3,13,129,0,4,FALSE
1,0,4,10,3,5,5,0,1,FALSE
1,0,5,0,1,3,54,0,2,FALSE
1,1,7,75,1,12,139,0,2,FALSE
3,0,8,35,3,13,105,7,2,FALSE
1,0,7,0,5,1,1,0,1,FALSE
1,2,8,3,2,2,96,0,3,FALSE
1,0,6,1,2,2,2,0,1,FALSE
1,0,1,1,1,2,2,0,1,FALSE
0,0,13,32,0,10,138,0,8,FALSE
1,0,8,62,2,11,184,0,4,FALSE
1,6,11,15,7,5,52,0,2,FALSE
3,0,14,93,1,8,217,3,2,FALSE
0,0,5,0,1,9,213,0,1,FALSE
0,0,10,2,1,3,71,0,1,FALSE
4,0,17,72,7,16,150,1,1,FALSE
3,0,6,4,1,3,27,0,1,FALSE
1,0,1,95,1,12,106,0,1,FALSE
1,0,1,3,0,3,14,0,1,FALSE
1,0,31,0,30,0,0,0,0,FALSE
1,3,31,1214,6,45,737,0,7,FALSE
3,0,5,51,2,11,77,2,1,FALSE
0,0,8,13,1,3,143,0,1,FALSE
1,0,0,6,0,5,24,0,1,FALSE
1,0,2,1,2,2,2,0,1,FALSE
