@relation camelA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.49855908-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,0,1,3,0,3,12,2,1,FALSE
4,0,14,22,3,8,244,2,11,FALSE
2,0,9,147,4,14,100,3,1,FALSE
3,0,4,0,1,3,28,1,1,FALSE
4,0,5,23,1,8,121,2,3,FALSE
1,0,7,0,1,2,60,0,1,FALSE
1,0,7,4,1,2,68,0,1,FALSE
3,0,7,15,1,2,137,0,2,FALSE
1,0,4,1,2,6,50,0,2,FALSE
1,0,43,0,43,1,1,0,1,FALSE
1,0,5,0,1,4,68,0,1,FALSE
3,0,8,3,0,2,39,1,1,FALSE
1,0,1,4,1,9,59,0,1,FALSE
1,0,2,0,1,0,0,0,0,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,4,15,0,5,29,0,1,FALSE
5,0,4,0,1,3,34,0,1,FALSE
3,0,5,16,1,8,66,2,4,FALSE
3,0,8,63,1,14,260,7,4,FALSE
2,0,24,339,3,23,311,2,2,FALSE
6,0,3,7,1,5,80,0,3,FALSE
2,0,2,4,1,4,24,2,1,FALSE
0,2,8,26,3,1,108,0,5,FALSE
1,0,3,0,3,1,1,0,1,FALSE
1,0,3,15,3,6,6,0,1,FALSE
3,0,5,0,1,1,24,1,1,FALSE
1,0,4,10,3,5,5,0,1,FALSE
1,0,2,118,0,15,172,0,1,FALSE
2,0,4,1,2,2,31,0,1,FALSE
2,1,25,220,8,16,444,1,5,FALSE
1,0,14,23,1,7,413,0,15,FALSE
4,0,8,3,0,1,50,2,1,FALSE
1,0,6,0,1,2,31,0,1,FALSE
1,0,31,1,31,2,2,0,1,FALSE
2,0,6,6,2,4,26,0,1,FALSE
1,1,10,0,5,24,236,0,2,FALSE
1,0,16,4,14,5,30,0,1,FALSE
1,0,16,43,1,1,248,4,10,FALSE
3,0,3,1,0,1,24,1,1,FALSE
1,2,9,9,4,10,86,0,3,FALSE
2,0,21,73,2,10,243,1,6,FALSE
1,0,8,0,7,1,1,0,1,FALSE
3,0,4,3,1,2,23,2,1,FALSE
1,0,6,0,5,1,1,0,1,FALSE
2,0,3,1,0,2,12,0,1,FALSE
2,0,4,0,0,4,80,1,3,FALSE
5,0,2,0,1,1,14,0,0,FALSE
1,0,9,22,1,5,140,0,3,FALSE
1,0,9,41,0,7,96,0,2,FALSE
1,4,5,9,5,5,23,0,1,FALSE
2,0,18,101,5,13,118,1,2,FALSE
3,2,5,3,3,2,28,1,1,FALSE
3,0,8,49,3,14,164,8,3,FALSE
4,0,7,9,1,7,49,1,1,FALSE
3,0,9,0,1,4,42,1,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,2,9,1,6,45,0,2,FALSE
0,0,5,0,3,1,9,0,0,FALSE
0,0,7,1,1,2,48,0,1,FALSE
1,0,11,36,6,9,9,0,1,FALSE
0,0,10,21,1,1,138,0,9,FALSE
4,0,9,17,1,3,218,4,3,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,22,81,2,14,218,0,2,FALSE
1,0,3,0,1,3,29,0,1,FALSE
2,1,15,142,1,12,276,2,3,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
0,0,4,1,0,2,18,0,1,FALSE
5,1,9,1,2,1,26,1,1,FALSE
3,0,4,1,0,1,11,1,1,FALSE
2,0,2,9,1,6,45,0,2,FALSE
4,0,7,0,4,1,30,1,2,FALSE
3,0,14,0,1,2,129,1,5,FALSE
3,0,7,3,4,2,32,0,1,FALSE
1,0,9,0,8,1,1,0,1,FALSE
5,0,2,1,0,1,15,1,1,FALSE
1,0,4,0,2,1,1,0,1,FALSE
1,0,3,3,0,3,13,0,1,FALSE
1,0,6,0,1,2,32,0,1,FALSE
2,17,22,1,17,5,33,1,1,FALSE
3,0,8,35,3,13,105,7,2,FALSE
3,0,5,0,2,1,30,1,2,FALSE
5,0,3,6,1,3,67,0,2,FALSE
1,0,6,516,5,41,507,0,1,FALSE
1,0,16,85,3,13,258,0,5,FALSE
0,0,12,0,2,2,87,0,1,FALSE
4,0,3,3,0,3,12,2,1,FALSE
2,0,11,1,1,6,126,1,2,FALSE
3,0,16,52,6,12,136,1,2,FALSE
1,0,4,3,1,3,20,0,1,FALSE
1,0,12,89,1,13,134,0,4,FALSE
1,0,6,3,5,3,3,0,1,FALSE
3,2,7,1,2,0,49,0,3,FALSE
2,0,11,0,2,3,94,2,3,FALSE
1,0,25,85,4,11,461,0,6,FALSE
4,0,6,0,1,4,85,2,1,FALSE
