@relation Keymind-AA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
33,10,51,FALSE
13,8,16,FALSE
0,-24,39,FALSE
0,-39,35,FALSE
0,-44,1279,FALSE
0,-24,89,FALSE
4,7,21,FALSE
0,-23,42,FALSE
0,-44,669,FALSE
0,45,7,FALSE
0,-10,35,FALSE
0,-7,48,FALSE
0,0,29,FALSE
0,0,20,FALSE
36,13,13,FALSE
6,18,40,FALSE
4,45,12,FALSE
0,-6,21,FALSE
0,-21,17,FALSE
0,-6,21,FALSE
0,-10,52,FALSE
0,-45,45,FALSE
0,-6,43,FALSE
0,-39,53,FALSE
2,9,7,FALSE
22,9,71,FALSE
0,0,116,FALSE
0,-39,3,FALSE
0,-39,140,FALSE
0,-62,1279,FALSE
0,-53,94,FALSE
0,-45,20,FALSE
0,-63,41,FALSE
0,-41,7,FALSE
0,-25,22,FALSE
0,-7,21,FALSE
0,-21,346,FALSE
7,18,64,FALSE
0,-41,42,FALSE
0,-63,45,FALSE
0,-41,35,FALSE
6,13,34,FALSE
0,-53,82,FALSE
0,-38,21,FALSE
0,-9,24,FALSE
52,45,79,FALSE
28,27,9,FALSE
0,-4,47,FALSE
0,-6,35,FALSE
0,-16,24,FALSE
0,-44,1279,FALSE
0,27,7,FALSE
7,45,7,FALSE
0,-39,95,FALSE
0,-44,1279,FALSE
34,18,3,FALSE
18,27,21,FALSE
0,-11,49,FALSE
0,-41,2,FALSE
0,-89,9,FALSE
0,-35,10,FALSE
0,-39,17,FALSE
14,18,7,FALSE
0,-62,1279,FALSE
0,-62,1279,FALSE
0,-5,44,FALSE
31,9,12,FALSE
0,-44,1279,FALSE
0,-44,650,FALSE
0,-3,53,FALSE
0,0,44,FALSE
3,23,8,FALSE
0,-6,39,FALSE
0,-24,21,FALSE
0,-7,101,FALSE
6,43,10,FALSE
0,-7,19,FALSE
0,-62,680,FALSE
0,-41,37,FALSE
0,-21,14,FALSE
0,-4,15,FALSE
0,-17,5,FALSE
0,-39,346,FALSE
49,18,2,FALSE
30,9,17,FALSE
0,-44,652,FALSE
5,5,14,FALSE
0,-62,649,FALSE
0,0,57,FALSE
18,9,21,FALSE
10,9,19,FALSE
0,-71,9,FALSE
27,9,12,FALSE
0,-40,11,FALSE
0,-16,50,FALSE
0,-21,53,FALSE
0,-40,5,FALSE
0,-21,3,FALSE
0,-6,20,FALSE
39,18,9,FALSE
0,-6,89,FALSE
0,-29,94,FALSE
17,8,61,FALSE
0,-1,35,FALSE
5,9,11,FALSE
13,8,21,FALSE
0,-16,50,FALSE
0,-25,35,FALSE
4,25,10,FALSE
0,-7,53,FALSE
2,27,16,FALSE
0,-44,1279,FALSE
0,45,7,FALSE
0,0,28,FALSE
0,-28,62,FALSE
0,-44,1279,FALSE
0,-16,50,FALSE
0,-63,44,FALSE
0,-23,35,FALSE
0,-44,689,FALSE
15,7,40,FALSE
2,8,58,FALSE
2,8,18,FALSE
0,-25,21,FALSE
31,27,32,FALSE
0,-62,1279,FALSE
1,44,131,FALSE
0,-25,25,FALSE
0,-7,22,FALSE
0,-45,41,FALSE
3,27,15,FALSE
32,12,20,FALSE
0,-23,38,FALSE
23,45,91,FALSE
0,-25,61,FALSE
0,-8,56,FALSE
0,-28,29,FALSE
0,-39,17,FALSE
21,25,39,FALSE
0,-7,40,FALSE
0,-62,1279,FALSE
0,-25,101,FALSE
0,-39,100,FALSE
0,-62,1279,FALSE
0,0,44,FALSE
0,-44,1279,FALSE
0,-62,669,FALSE
0,26,58,FALSE
0,-44,1279,FALSE
0,-10,36,FALSE
0,-4,19,FALSE
0,-11,83,FALSE
0,-28,36,FALSE
0,-29,83,FALSE
0,-45,44,FALSE
0,-44,1279,FALSE
0,-62,1279,FALSE
0,-25,19,FALSE
0,-44,649,FALSE
0,-22,5,FALSE
0,-44,1279,FALSE
8,18,13,FALSE
0,-5,149,FALSE
0,-62,650,FALSE
20,10,23,FALSE
0,-39,53,FALSE
0,-10,62,FALSE
4,9,23,FALSE
0,-41,28,TRUE
47,7,34,TRUE
0,-5,84,TRUE
0,-10,81,TRUE
0,-28,145,TRUE
0,0,48,TRUE
0,-37,59,TRUE
35,7,43,TRUE
3,45,21,TRUE
37,26,155,TRUE
0,-24,44,TRUE
0,-7,20,TRUE
0,-10,34,TRUE
0,-25,46,TRUE
0,-10,55,TRUE
29,7,47,TRUE
33,8,32,TRUE
2,25,28,TRUE
0,-6,12,TRUE
26,6,33,TRUE
0,-1,27,TRUE
0,-39,35,TRUE
52,8,44,TRUE
0,-19,51,TRUE
0,-7,88,TRUE
0,-21,42,TRUE
38,45,10,TRUE
11,7,48,TRUE
0,0,35,TRUE
0,0,44,TRUE
