@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.75809935-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,93,4,6,745,0.923077,0.204082,0.178125,16.853659,3,1.3415,FALSE
19,21,0,19,75,0,0.88,0.666667,13.4,1,0.6,FALSE
5,4,0,5,19,0,0,0.666667,8.5,2,1,FALSE
12,14,3,9,49,0,0.857143,0.625,23.5,4,2,FALSE
12,17,1,11,63,0,0.827586,0.666667,7.571429,2,0.8571,FALSE
16,24,0,16,70,0,0,0.666667,34,3,1.5,FALSE
6,31,1,5,132,0,0.979592,0.375,25,1,0.4,FALSE
15,20,0,15,71,0,0.944444,0.625,34.5,1,0.5,FALSE
14,9,13,2,9,0,0,1,0,1,1,FALSE
30,204,0,30,2169,0.916667,0,0.2,51.02439,20,3.4878,FALSE
8,15,0,8,60,0,0.857143,0.625,29,4,2,FALSE
16,17,3,13,68,0,0.875,0.625,33,5,2.5,FALSE
21,74,0,21,1650,0.625,0.529412,0.343137,89.777778,15,3.1111,FALSE
1,5,0,1,11,0,0.981481,1,2.666667,1,0.6667,FALSE
13,20,0,13,66,0,0.875,0.666667,11.6,1,0.6,FALSE
38,24,18,20,92,0.5,0,0.392857,17,1,0.6,FALSE
3,6,0,3,26,0,0.9375,0.75,12,3,1.5,FALSE
20,27,0,20,180,0.333333,0.857143,0.6,58,12,4,FALSE
0,0,0,0,3,0,0,0,0,0,0,FALSE
11,5,5,6,5,0,0,0.45,0,1,1,FALSE
11,11,2,9,36,1,0.903226,0.4375,7.75,1,0.75,FALSE
0,0,0,0,0,0,0,0,0,0,0,FALSE
8,58,3,5,375,0.555556,0,0.197917,27.153846,6,2.2308,FALSE
11,22,0,11,89,0.5,0.5,0.416667,28,3,1.3333,FALSE
13,22,0,13,80,0,0.875,0.666667,14.4,1,0.6,FALSE
0,29,0,0,115,0,0,0.5,37.333333,1,0.6667,FALSE
10,13,1,9,43,0,0.92,0.555556,9,1,0.5,FALSE
5,7,0,5,26,1,0,1,10,0,0,FALSE
22,107,13,9,623,1,0,0.186047,13.465116,2,1.6279,FALSE
23,28,1,22,134,0,0.807692,0.611111,17.714286,1,0.7143,FALSE
28,45,6,22,172,0.5,0,0.466667,41.5,6,2,FALSE
13,17,1,12,67,0,0.88,0.666667,11.8,1,0.6,FALSE
11,15,0,11,69,0,0.875,0.6,33.5,6,3,FALSE
1,8,1,0,34,1,0,0.714286,3.428571,1,0.8571,FALSE
16,38,1,15,163,0,0.965517,0.555556,39,1,0.5,FALSE
9,14,1,8,42,0,0.875,0.55,7.4,3,1.2,FALSE
23,62,4,19,421,0.5,0,0.225287,12.966667,2,0.9667,FALSE
11,20,0,11,108,0,0.904762,0.833333,34.333333,2,1,FALSE
12,10,0,12,34,0,0.8,0.666667,16,1,0.5,FALSE
4,5,0,4,23,0,0.666667,0.625,10.5,1,0.5,FALSE
30,111,1,29,796,0.866667,0,0.206612,64.083333,12,2.9167,FALSE
38,60,7,31,373,0,0.809524,0.740741,35.9,2,0.9,FALSE
30,74,3,27,376,0.75,0,0.166667,32.454545,2,1.0909,FALSE
16,143,0,16,429,0.8,0,0.416667,69.666667,8,2.8333,FALSE
9,18,1,8,56,0,0.857143,0.625,17,4,1.3333,FALSE
2,16,0,2,128,0.666667,0,1,40.666667,2,0.6667,FALSE
8,13,0,8,43,0,0.913043,0.555556,9,1,0.5,FALSE
9,24,0,9,113,0,0,0.625,54.5,6,3,FALSE
21,25,0,21,87,0,0.892857,0.666667,15.8,1,0.6,FALSE
3,9,1,2,28,1,0.962963,0.65,4.4,1,0.2,FALSE
4,28,0,4,172,0.5,0,0.5,33,6,3.2,FALSE
2,0,2,0,11,0,0,0,0,0,0,FALSE
8,14,0,8,46,0.5,0.947368,0.666667,13.666667,2,0.6667,FALSE
5,1,3,2,1,0,0,1,0,1,1,FALSE
9,9,0,9,33,0,0.875,0.625,15.5,2,1,TRUE
15,22,0,15,167,0,0.875,0.6,82.5,1,0.5,TRUE
4,6,0,4,14,0,0.8,0.583333,3.666667,1,0.6667,TRUE
7,12,0,7,47,0,0.875,0.625,22.5,4,2,TRUE
14,23,0,14,116,0,0.875,0.625,57,1,0.5,TRUE
15,14,0,15,58,0,0.888889,0.583333,28,1,0.5,TRUE
50,87,0,50,717,0,0.894737,0.6,237,1,0.6667,TRUE
5,10,0,5,31,0,0.891304,0.375,4.166667,1,0.8333,TRUE
28,69,0,28,336,0.25,0,0.6,54.333333,6,2.5,TRUE
28,74,0,28,402,0.2,0.666667,0.625,78.4,10,3,TRUE
17,30,0,17,102,0,0.875,0.666667,49,3,1.5,TRUE
0,0,0,0,58,0,0,0,0,0,0,TRUE
1,2,0,1,4,0,1,1,3,0,0,TRUE
124,84,86,38,586,0.333333,0.770833,0.322917,43.846154,8,1.9231,TRUE
7,4,4,3,4,0,0,0.4,0,1,1,TRUE
7,11,0,7,45,0,0.875,0.625,21.5,3,1.5,TRUE
8,103,6,3,1634,0.126761,0,0.216949,25.05,15,2.5,TRUE
15,34,9,7,210,0.916667,0,0.1875,8,2,1.0455,TRUE
