@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.75809935-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
16,38,1,15,163,0,0.965517,0.555556,39,1,0.5,FALSE
21,26,1,20,121,0,0.8,0.666667,58.5,1,0.5,FALSE
20,32,0,20,379,0,0.955556,0.666667,123.666667,1,0.6667,FALSE
0,0,0,0,0,0,0,0,0,0,0,FALSE
12,15,0,12,58,0,0.888889,0.666667,10,1,0.6,FALSE
3,1,1,2,1,0,0,1,0,1,1,FALSE
13,19,0,13,77,0,0.84,0.733333,11.333333,1,0.6667,FALSE
16,12,1,15,40,0,0.875,0.625,19,1,0.5,FALSE
16,197,0,16,5067,0.952381,0,0.154762,59.071429,43,2.4524,FALSE
19,17,0,19,64,0,0.8,0.666667,31,1,0.5,FALSE
5,18,0,5,85,1,0.866667,0.555556,19.5,6,2.5,FALSE
95,97,0,95,781,1,0,1,312,0,0,FALSE
25,45,0,25,197,0.4,0.4,0.571429,26.428571,9,2.2857,FALSE
12,8,2,10,46,0,0.857143,0.625,22,4,2,FALSE
9,11,0,9,46,1,0,1,18,0,0,FALSE
8,14,0,8,46,0.666667,0.88,0.666667,7.6,1,0.6,FALSE
12,12,0,12,59,0,0.875,0.625,28.5,6,3,FALSE
23,29,1,22,93,0,0,0.666667,45.5,4,2,FALSE
24,46,1,23,226,0,0.966667,0.555556,54.75,1,0.5,FALSE
23,49,0,23,288,0,0.85,0.45,71,3,1.5,FALSE
18,23,0,18,75,0,0.866667,0.6,11,1,0.6667,FALSE
2,46,0,2,425,0,0,0.3,105,8,2.5,FALSE
32,32,0,32,216,0,0.9375,0.625,107,1,0.5,FALSE
10,6,4,6,17,0,0.857143,0.625,7.5,1,0.5,FALSE
5,5,0,5,17,0,0.857143,0.625,7,1,0.5,FALSE
7,66,0,7,585,0.95,0,0.27381,36.666667,7,1.8,FALSE
10,17,0,10,51,0,0.9,1,24,2,1,FALSE
15,33,1,14,218,0.5,0.885714,0.6,35,4,1.6667,FALSE
22,20,1,21,80,1,0.857143,0.6,25.333333,1,0.3333,FALSE
9,14,0,9,63,1,0.961538,0.666667,30,5,2.5,FALSE
22,25,0,22,96,0,0.892857,0.666667,17.6,1,0.6,FALSE
12,9,0,12,31,0,0.857143,0.625,14.5,1,0.5,FALSE
62,200,2,60,2668,0.4375,0,0.140787,109.5,15,4.2083,FALSE
23,45,5,19,177,0.75,0.867347,0.1875,10.266667,4,1.0667,FALSE
21,29,0,21,135,0,0.666667,0.416667,32.75,5,2.75,FALSE
4,6,0,4,12,0,0,0.5,1.4,1,0.8,FALSE
2,16,0,2,128,0.666667,0,1,40.666667,2,0.6667,FALSE
3,6,1,2,23,1,0,0.5,4.5,1,0.75,FALSE
7,8,4,3,8,0,0,0.40625,0,1,1,FALSE
10,16,3,7,88,0,0,0.466667,28.333333,10,5.6667,FALSE
13,8,3,10,25,0,0.857143,0.625,11.5,1,0.5,FALSE
1,8,1,0,34,1,0,0.714286,3.428571,1,0.8571,FALSE
31,65,2,31,388,0.5,0.866667,0.4,62.666667,1,0.6667,FALSE
