@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.32-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,4,2,10,0.833333,0.666667,FALSE
15,78,15,413,0.792208,0.254902,FALSE
22,2,0,2,0,0.75,FALSE
11,24,4,107,0,0.393939,FALSE
8,15,7,78,0.875,0.444444,FALSE
4,13,3,60,0,0.666667,FALSE
6,25,2,167,0,0.256579,FALSE
8,1,1,1,0,1,FALSE
6,18,0,65,0,0.407407,FALSE
15,78,15,408,0.753846,0.254902,FALSE
4,3,4,17,0.928571,0.6,FALSE
10,8,3,8,0,1,FALSE
9,15,6,67,0,0.65,FALSE
3,19,2,67,0,0.318182,FALSE
4,13,0,43,0,0.761905,FALSE
2,13,1,86,0,0.571429,FALSE
3,8,0,51,0,0.535714,FALSE
2,8,0,21,1,0.666667,FALSE
5,14,0,43,0.636364,0.666667,FALSE
27,19,2,138,0,0.233333,FALSE
14,3,1,3,0,1,FALSE
4,4,0,20,0,0.666667,FALSE
3,22,0,68,0.967568,0.857143,FALSE
4,18,0,78,0.97619,0.625,FALSE
8,30,0,169,0,0.5,FALSE
2,9,0,40,0,0.666667,FALSE
3,33,3,184,0.803279,0.487179,FALSE
4,1,1,1,0,1,FALSE
8,3,0,14,0.8,0.625,FALSE
8,7,7,37,0.933333,0.6,FALSE
7,30,6,189,0.703704,0.55,FALSE
20,83,0,926,0,0.226337,FALSE
4,1,2,1,0,1,FALSE
2,15,0,95,0,0.727273,FALSE
6,25,0,1207,0,0.291667,FALSE
41,17,0,148,0,0.407407,FALSE
5,1,2,1,0,1,FALSE
8,49,8,340,0.826531,0.240741,FALSE
1,4,0,14,0,0.666667,FALSE
4,25,2,126,0,0.625,FALSE
10,34,0,207,0,0.404762,FALSE
13,34,11,152,0.977011,1,FALSE
16,52,0,336,0.740741,0.46875,FALSE
30,65,29,412,0,0.571429,FALSE
22,72,9,469,0,0.166667,FALSE
2,8,2,24,0,0.5,FALSE
10,27,0,198,0,0.71875,FALSE
4,18,0,53,0.933333,1,FALSE
26,11,2,41,0,0.466667,FALSE
10,47,9,258,0,0.416667,FALSE
1,7,0,34,0,0.555556,FALSE
6,10,5,27,0.5,0.5,FALSE
28,37,6,172,0,0.201923,FALSE
6,5,3,12,0.994118,1,FALSE
3,6,2,26,0,0.666667,FALSE
6,1,1,1,0,1,FALSE
63,23,11,25,0,0.168478,FALSE
12,29,5,126,0,0.416667,FALSE
7,45,4,311,0.513514,0.315789,FALSE
4,5,1,17,0,0.666667,FALSE
2,20,0,67,0.910448,0.571429,FALSE
16,16,4,77,0,0.26,FALSE
6,11,4,42,0,0.6,FALSE
4,3,1,8,0,1,FALSE
6,11,2,41,0,0.466667,FALSE
4,30,2,183,0,0.5,FALSE
8,20,0,155,0,0.444444,FALSE
3,2,3,9,1,1,FALSE
7,34,6,288,0,0.333333,FALSE
4,5,2,19,0.923077,0.625,FALSE
