@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.32-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
15,3,1,3,0,1,FALSE
17,91,17,620,0.628866,0.412162,FALSE
33,78,13,394,0,0.150997,FALSE
3,25,0,67,0.91791,0.472222,FALSE
5,32,5,222,0.416667,0.4,FALSE
12,17,1,121,0,0.34375,FALSE
83,9,3,9,0,1,FALSE
16,59,15,354,0.752941,0.162879,FALSE
11,28,8,127,0.125,0.25,FALSE
6,38,4,180,0,0.666667,FALSE
6,21,3,144,0,0.5,FALSE
10,4,1,20,0,0.555556,FALSE
4,1,1,1,0,1,FALSE
4,13,0,43,0,0.761905,FALSE
6,11,2,41,0,0.466667,FALSE
2,19,1,97,0,0.285714,FALSE
10,47,9,258,0,0.416667,FALSE
10,4,1,20,0,0.555556,FALSE
6,14,4,60,0.75,0.333333,FALSE
10,63,8,1034,0,0.285714,FALSE
33,146,23,1086,0,0.079545,FALSE
4,2,0,2,0,0.666667,FALSE
3,7,1,36,0,0.444444,FALSE
4,2,0,2,0,0.666667,FALSE
6,17,0,58,0,0.833333,FALSE
6,7,3,28,0,0.444444,FALSE
12,102,12,782,0.753086,0.178571,FALSE
7,8,4,28,0.857143,0.583333,FALSE
6,17,0,107,0,0.4,FALSE
15,85,0,542,0.783019,0.192308,FALSE
8,2,1,2,0,0.666667,FALSE
6,11,4,42,0,0.6,FALSE
10,2,1,2,0,0.666667,FALSE
16,16,4,77,0,0.26,FALSE
10,74,9,608,0.889474,0.233766,FALSE
6,1,1,1,0,1,FALSE
7,36,7,243,0.743902,0.363636,FALSE
1,4,0,14,0,0.666667,FALSE
8,37,8,265,0.802632,0.359375,FALSE
2,8,0,24,0,0.5,FALSE
6,32,6,221,0.461538,0.4,FALSE
14,21,3,75,0,0.4,FALSE
7,12,2,74,0.285714,0.290909,FALSE
30,65,29,412,0,0.571429,FALSE
11,22,0,101,0,0.416667,FALSE
4,1,0,1,0,1,FALSE
21,33,5,162,0,0.188034,FALSE
12,79,11,785,0.660714,0.227778,FALSE
4,13,3,60,0,0.666667,FALSE
9,12,8,59,0,0.5,FALSE
6,10,2,63,0,0.333333,FALSE
10,50,10,267,0.428571,0.323077,FALSE
9,12,3,40,0,0.428571,FALSE
3,7,0,17,0.98895,1,FALSE
11,17,3,77,0,0.333333,FALSE
14,21,3,75,0,0.4,FALSE
3,22,0,68,0.967568,0.857143,FALSE
10,27,0,198,0,0.71875,FALSE
3,19,2,67,0,0.318182,FALSE
16,81,0,504,0.683673,0.3,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
9,20,6,89,0,0.533333,FALSE
24,2,1,7,0,0.75,FALSE
3,5,2,15,1,1,FALSE
3,8,0,51,0,0.535714,FALSE
22,72,9,469,0,0.166667,FALSE
3,4,2,10,0.833333,0.666667,FALSE
6,18,0,65,0,0.407407,FALSE
6,9,5,41,0.875,0.466667,FALSE
9,9,9,27,0.961538,0.666667,FALSE
9,11,4,46,0,0.2,FALSE
3,11,2,48,0.727273,0.666667,FALSE
4,13,0,41,0.8125,0.583333,FALSE
14,10,3,10,0,0.366667,FALSE
10,34,0,207,0,0.404762,FALSE
13,23,11,201,0,0.583333,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
7,23,7,121,0.847222,0.708333,FALSE
4,2,3,4,0,1,FALSE
6,6,1,32,0,0.466667,FALSE
72,47,0,382,0,0.1375,FALSE
13,34,11,152,0.977011,1,FALSE
8,1,1,1,0,1,FALSE
4,21,0,144,0.636364,0.533333,FALSE
12,5,1,24,0,0.5,FALSE
5,1,2,1,0,1,FALSE
7,22,2,141,0,0.184524,FALSE
2,13,0,69,0,0.625,FALSE
3,6,0,15,0.777778,0.833333,FALSE
6,22,1,145,0,0.541667,FALSE
6,1,1,1,0,1,FALSE
2,11,1,32,0,0.583333,FALSE
14,65,13,402,0.671233,0.37,TRUE
14,4,0,4,0,1,TRUE
