@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.32-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
21,33,5,162,0,0.188034,FALSE
19,84,0,685,0.672414,0.166667,FALSE
6,15,3,48,1,0.5,FALSE
20,71,20,476,0.631579,0.296296,FALSE
83,9,3,9,0,1,FALSE
6,38,4,180,0,0.666667,FALSE
19,12,6,12,0,0.316667,FALSE
10,2,1,2,0,0.666667,FALSE
5,8,0,51,0,0.535714,FALSE
6,6,1,32,0,0.466667,FALSE
14,20,4,127,0,0.26,FALSE
27,123,23,1851,0,0.204545,FALSE
7,23,0,148,0,0.4,FALSE
6,19,2,67,0,0.318182,FALSE
2,6,1,20,0,0.5,FALSE
13,12,2,20,0,0.52,FALSE
33,78,13,394,0,0.150997,FALSE
15,34,14,326,0,0.6,FALSE
2,16,2,88,0,0.433333,FALSE
12,21,3,75,0,0.4,FALSE
26,11,2,41,0,0.466667,FALSE
15,86,15,570,0.753086,0.17619,FALSE
3,4,2,10,0.833333,0.666667,FALSE
5,9,4,29,0,0.5,FALSE
26,111,23,957,0,0.3,FALSE
6,32,6,221,0.461538,0.4,FALSE
11,39,0,217,0.735849,0.222222,FALSE
11,4,0,20,0,0.555556,FALSE
8,15,7,78,0.875,0.444444,FALSE
13,30,10,149,0,0.5,FALSE
8,3,0,14,0.8,0.625,FALSE
5,22,2,100,0,0.416667,FALSE
7,34,4,217,0,0.202614,FALSE
7,31,0,303,0.5,0.393939,FALSE
10,21,5,130,0,0.3125,FALSE
6,7,3,28,0,0.444444,FALSE
9,39,7,228,0.826087,0.6,FALSE
5,5,3,12,0.987654,1,FALSE
3,3,2,14,0.923077,0.75,FALSE
2,8,2,24,0,0.5,FALSE
6,10,2,63,0,0.333333,FALSE
17,137,0,1589,0.277778,0.205451,FALSE
5,9,0,34,0,0.5,FALSE
28,13,9,13,0,0.185897,FALSE
41,17,0,148,0,0.407407,FALSE
9,4,0,4,0,0.75,FALSE
16,43,14,143,0,0.181818,FALSE
3,7,0,17,0.98895,1,FALSE
