@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.32-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,18,0,78,0.97619,0.625,FALSE
7,23,0,148,0,0.4,FALSE
6,22,1,145,0,0.541667,FALSE
10,34,0,207,0,0.404762,FALSE
5,5,0,12,0.991935,1,FALSE
2,15,0,95,0,0.727273,FALSE
5,9,4,29,0,0.5,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
9,21,5,150,0.473684,0.316667,FALSE
6,1,1,1,0,1,FALSE
4,13,0,41,0.8125,0.583333,FALSE
8,1,2,1,0,1,FALSE
22,2,0,2,0,0.75,FALSE
3,33,3,184,0.803279,0.487179,FALSE
3,20,0,61,0.963768,0.833333,FALSE
20,71,20,476,0.631579,0.296296,FALSE
16,43,14,143,0,0.181818,FALSE
8,9,4,29,0,0.5,FALSE
102,55,4,548,0.36,0.283333,FALSE
6,10,2,63,0,0.333333,FALSE
26,111,23,957,0,0.3,FALSE
5,24,5,140,0.880435,0.25,FALSE
9,37,9,190,0.953125,0.625,FALSE
5,21,0,83,0.968254,0.5,FALSE
30,65,29,412,0,0.571429,FALSE
8,29,3,188,0,0.235714,FALSE
12,57,12,326,0.772152,0.342105,FALSE
10,2,1,2,0,0.666667,FALSE
4,19,3,57,0.75,0.5,FALSE
3,4,1,14,0,0.75,FALSE
9,4,0,4,0,0.666667,FALSE
11,51,8,349,0,0.383333,FALSE
3,7,0,17,0.98895,1,FALSE
4,5,1,17,0,0.666667,FALSE
2,4,0,14,0,0.666667,FALSE
9,18,3,77,0,0.333333,FALSE
6,25,2,167,0,0.256579,FALSE
17,137,0,1589,0.277778,0.205451,FALSE
10,47,9,258,0,0.416667,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
2,6,1,20,0,0.5,FALSE
3,13,2,48,0,0.4,FALSE
13,30,10,149,0,0.5,FALSE
4,44,2,208,0,0.5625,FALSE
9,9,9,27,0.961538,0.666667,FALSE
9,15,6,67,0,0.65,FALSE
16,38,0,159,0.981132,1,FALSE
6,24,0,88,0.963636,0.7,FALSE
15,52,0,335,0.730769,0.46875,FALSE
3,3,3,15,0.923077,0.666667,FALSE
11,22,0,101,0,0.416667,FALSE
4,13,0,41,0.8125,0.583333,FALSE
15,34,14,326,0,0.6,FALSE
8,19,4,85,0,0.236111,FALSE
8,31,8,108,0.956044,0.466667,FALSE
11,2,1,2,0,0.75,FALSE
4,5,2,19,0.923077,0.625,FALSE
7,22,7,141,0.924242,0.666667,FALSE
29,103,29,1168,0,0.285714,FALSE
8,1,0,1,0,1,FALSE
27,19,2,138,0,0.233333,FALSE
2,8,2,24,0,0.5,FALSE
7,63,0,939,0,0.345238,FALSE
6,9,5,41,0.875,0.466667,FALSE
8,3,0,14,0.8,0.625,FALSE
3,4,2,10,0.833333,0.666667,FALSE
6,19,2,67,0,0.318182,FALSE
2,6,0,21,0,0.5,FALSE
10,41,10,214,0.5,0.4,FALSE
3,6,2,48,0.833333,0.666667,FALSE
5,13,2,76,0.6,0.458333,FALSE
28,13,9,13,0,0.185897,FALSE
6,28,6,110,0.923913,0.458333,FALSE
7,12,2,74,0.285714,0.290909,FALSE
14,57,0,349,0.843537,0.139881,FALSE
3,5,3,12,0.987654,1,FALSE
7,70,6,1102,0,0.320313,FALSE
9,4,0,32,0,0.75,FALSE
2,8,0,20,1,0.666667,FALSE
16,74,12,610,0,0.147826,FALSE
2,20,0,67,0.910448,0.571429,FALSE
5,5,4,22,0.933333,0.625,FALSE
5,9,0,34,0,0.5,FALSE
13,12,2,20,0,0.52,FALSE
5,14,0,43,0.636364,0.666667,FALSE
6,6,1,32,0,0.466667,FALSE
3,6,2,26,0,0.666667,FALSE
97,31,16,33,0,0.132258,FALSE
10,2,1,2,0,0.666667,FALSE
10,38,0,207,0.881579,0.65,FALSE
3,24,3,222,0,0.316667,FALSE
7,31,0,303,0.5,0.393939,FALSE
14,65,13,402,0.671233,0.37,TRUE
6,37,4,172,0,0.666667,TRUE
29,96,0,669,0.861789,0.205882,TRUE
5,22,3,138,0,0.5,TRUE
8,51,8,255,0.777778,0.366667,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
8,39,7,193,0.695652,0.375,TRUE
19,81,17,681,0,0.285714,TRUE
6,26,5,125,0,0.3,TRUE
6,63,6,435,0.809524,0.4,TRUE
6,1,1,1,0,1,TRUE
30,173,21,2020,0,0.122201,TRUE
10,36,10,159,0.454545,0.377778,TRUE
6,33,4,229,0,0.48,TRUE
3,35,1,303,0,0.357143,TRUE
40,190,30,1443,0,0.067568,TRUE
11,34,11,184,0.571429,0.240385,TRUE
18,52,18,489,0,0.25,TRUE
13,88,13,531,0.597561,0.375,TRUE
42,27,1,164,0,0.340909,TRUE
4,19,3,82,0,0.31746,TRUE
12,32,4,152,0,0.309524,TRUE
7,31,6,166,0.64,0.363636,TRUE
8,6,2,6,0,1,TRUE
154,583,98,8095,0,0.068627,TRUE
18,73,0,666,0.736264,0.38,TRUE
7,21,4,108,0,0.5625,TRUE
4,30,4,170,0.790323,0.357143,TRUE
6,14,1,105,0,0.311111,TRUE
12,29,0,99,0.142857,0.238095,TRUE
32,82,7,926,0,0.226337,TRUE
12,55,12,320,0.592593,0.212963,TRUE
13,86,10,593,0,0.12406,TRUE
14,58,13,478,0,0.307692,TRUE
7,52,5,420,0,0.25,TRUE
13,13,2,47,0,0.333333,TRUE
10,46,2,431,0,0.219048,TRUE
12,51,10,451,0.717647,0.35,TRUE
10,44,7,305,0.833333,0.6,TRUE
5,5,3,9,0,0.666667,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
32,104,29,955,0,0.3125,TRUE
17,62,0,491,0,0.233333,TRUE
3,17,2,74,0,0.5,TRUE
14,4,0,4,0,1,TRUE
7,15,3,83,0.3,0.34375,TRUE
6,39,3,193,0,0.35,TRUE
11,17,4,103,0,0.241667,TRUE
27,13,0,87,0,0.444444,TRUE
20,12,9,12,0,0.2,TRUE
33,32,2,211,0,0.160714,TRUE
15,68,14,472,0.676471,0.180124,TRUE
3,17,0,136,0,0.375,TRUE
3,8,1,34,0,0.6,TRUE
7,21,4,88,0,0.625,TRUE
26,120,26,1123,0.825243,0.12012,TRUE
32,87,15,691,0.606557,0.285,TRUE
16,49,7,255,0.755102,0.285714,TRUE
150,67,5,653,0.28,0.280303,TRUE
