@relation ivyA-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.32-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,1,0,1,0,1,FALSE
5,22,2,100,0,0.416667,FALSE
12,29,5,126,0,0.416667,FALSE
14,3,1,3,0,1,FALSE
7,10,5,38,0.857143,0.466667,FALSE
5,5,3,12,0.987654,1,FALSE
3,8,0,51,0,0.535714,FALSE
5,16,4,60,0.833333,0.666667,FALSE
3,6,2,26,0,0.666667,FALSE
10,63,8,1034,0,0.285714,FALSE
4,11,1,60,0,0.481481,FALSE
4,3,1,8,0,1,FALSE
4,3,4,17,0.928571,0.6,FALSE
4,6,0,6,0,0.75,FALSE
27,19,2,138,0,0.233333,FALSE
4,16,2,79,0,0.466667,FALSE
15,86,15,570,0.753086,0.17619,FALSE
2,4,0,14,0,0.666667,FALSE
52,8,3,8,0,1,FALSE
6,1,2,1,0,1,FALSE
5,14,4,56,0,0.314286,FALSE
6,15,3,48,1,0.5,FALSE
9,21,5,141,0,0.3125,FALSE
3,7,0,17,0.98895,1,FALSE
8,9,4,29,0,0.5,FALSE
15,3,1,3,0,1,FALSE
13,34,11,152,0.977011,1,FALSE
4,13,0,43,0,0.761905,FALSE
9,23,8,125,0,0.444444,FALSE
5,5,3,24,0.923077,0.6,FALSE
4,9,3,43,0,0.5,FALSE
27,123,23,1851,0,0.204545,FALSE
10,58,4,257,0,0.32,FALSE
6,22,5,89,0,0.55,FALSE
9,37,9,190,0.953125,0.625,FALSE
10,2,1,2,0,0.666667,FALSE
6,32,6,221,0.461538,0.4,FALSE
3,16,1,98,0,0.5,FALSE
15,34,14,326,0,0.6,FALSE
15,86,15,660,0.663043,0.35,FALSE
83,9,3,9,0,1,FALSE
5,8,0,51,0,0.535714,FALSE
16,52,0,336,0.740741,0.46875,FALSE
28,80,0,508,0,0.107813,FALSE
9,11,4,46,0,0.2,FALSE
16,29,3,149,0,0.193878,FALSE
4,7,3,31,0,0.4375,FALSE
2,6,1,23,0,0.666667,FALSE
14,10,3,10,0,0.366667,FALSE
2,4,1,11,0.666667,0.666667,FALSE
6,7,3,28,0,0.444444,FALSE
6,1,1,1,0,1,FALSE
6,28,0,95,0.924812,0.431818,FALSE
2,18,1,99,0.983871,0.666667,FALSE
9,4,0,32,0,0.75,FALSE
3,4,2,10,0.833333,0.666667,FALSE
3,7,0,17,0.985185,1,FALSE
2,6,1,35,0,0.5,FALSE
6,7,3,28,0,0.444444,FALSE
6,11,2,41,0,0.466667,FALSE
10,27,0,198,0,0.71875,FALSE
15,2,0,2,0,1,FALSE
21,33,5,162,0,0.188034,FALSE
102,55,4,548,0.36,0.283333,FALSE
19,12,6,12,0,0.316667,FALSE
7,12,2,74,0.285714,0.290909,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
14,21,3,75,0,0.4,FALSE
7,34,6,288,0,0.333333,FALSE
11,24,4,107,0,0.393939,FALSE
14,103,14,642,0.592233,0.372093,FALSE
2,20,0,67,0.910448,0.571429,FALSE
38,7,0,7,0,0.571429,FALSE
9,9,9,27,0.961538,0.666667,FALSE
5,9,4,29,0,0.5,FALSE
2,9,0,40,0,0.666667,FALSE
4,5,1,17,0,0.666667,FALSE
20,83,0,926,0,0.226337,FALSE
7,8,3,34,0,0.8,FALSE
7,8,4,28,0.857143,0.583333,FALSE
3,6,3,24,0,0.466667,FALSE
