@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z92.30769231-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
14,25,3,1,13,0,FALSE
6,19,15,0,4,0,FALSE
2,4,1,2,0,0,FALSE
14,22,61,1,13,0,FALSE
13,31,0,6,11,1,FALSE
5,20,0,5,5,1,FALSE
5,19,0,2,5,0,FALSE
8,15,0,2,0,1,FALSE
6,12,1,11,6,1,FALSE
13,30,0,6,11,1,FALSE
13,21,64,0,11,1,FALSE
12,33,34,9,5,1,FALSE
22,38,153,4,7,0.114286,FALSE
5,7,10,6,4,0,FALSE
11,20,15,4,9,1,FALSE
5,18,0,1,4,0.4,FALSE
3,4,3,0,3,0,FALSE
3,5,1,1,1,1,FALSE
1,2,0,0,1,0,FALSE
6,8,15,1,6,0,FALSE
2,4,1,1,1,0,FALSE
13,36,58,7,13,1,FALSE
4,5,0,3,3,0.666667,FALSE
2,4,1,1,1,0,FALSE
8,19,8,6,7,1,TRUE
10,27,15,9,4,1,TRUE
3,4,3,0,3,0,TRUE
12,23,16,10,8,0.875,TRUE
11,42,0,6,10,1,TRUE
8,12,6,1,0,0.333333,TRUE
3,4,0,1,3,0.333333,TRUE
23,57,203,6,18,0.222222,TRUE
7,21,0,6,5,0.333333,TRUE
2,10,1,5,2,1,TRUE
2,3,1,1,2,0,TRUE
9,32,0,8,9,1,TRUE
23,34,93,3,22,1,TRUE
36,52,282,4,7,0.210526,TRUE
10,42,7,12,9,0.5,TRUE
7,13,15,3,7,1,TRUE
27,64,171,11,22,1,TRUE
1,2,0,3,0,0,TRUE
2,8,1,6,0,0,TRUE
12,13,0,0,8,1,TRUE
10,10,45,0,10,0,TRUE
19,25,167,3,18,1,TRUE
7,22,9,6,6,0.333333,TRUE
1,2,0,0,0,0,TRUE
