@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z110.0436681

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
11,29,43,9,0.85,154,0.5,0.418182,6,12.818182,TRUE
10,62,15,6,0.644444,785,1,0.17284,0,77,TRUE
25,67,22,22,0.5,961,0,0.244444,5,37.36,TRUE
30,53,331,24,0.873563,767,0,0.391667,0,24.366667,TRUE
23,48,235,21,0.924242,379,0.444444,0.289855,5,15.086957,TRUE
8,28,0,7,0.571429,426,1,0.25,0,51.75,TRUE
10,13,3,10,0.722222,73,0.5,0.4,2,6.1,TRUE
40,60,90,38,0.838141,786,0.9375,0.275,6,18.25,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
42,89,0,41,1,361,0.066667,0.304762,0,6.52381,TRUE
16,27,120,16,2,105,0,0.53125,0,5.5625,TRUE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,TRUE
48,117,0,39,0.832447,617,0.875,0.165957,0,11.6875,TRUE
59,187,1269,24,0.892573,2395,1,0.187192,0,39.372881,TRUE
12,24,46,10,0.981818,144,0.2,0.5,6,10.583333,TRUE
19,38,21,18,0.685185,284,0.833333,0.225564,2,13.631579,TRUE
13,22,66,11,0.805556,140,0.666667,0.4,6,9.538462,TRUE
8,19,0,7,1.142857,161,0.5,0.35,5,18.875,TRUE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,TRUE
11,21,43,9,0.85,116,0.5,0.418182,6,9.363636,TRUE
11,22,0,8,0.35,180,1,0.545455,6,15.181818,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
8,37,0,6,0.357143,278,1,0.375,1,33.5,TRUE
23,46,123,4,0.659091,668,1,0.267081,0,27.608696,TRUE
14,41,21,14,0.564103,243,0,0.297619,0,16.142857,TRUE
9,13,36,9,1.125,59,0,0.333333,0,5.333333,TRUE
11,21,49,9,0.933333,107,0.333333,0.522727,6,8.454545,TRUE
11,25,43,9,0.8,182,0,0.418182,6,15.363636,TRUE
8,13,28,8,1.142857,56,0,0.40625,2,5.75,TRUE
23,46,123,4,0.659091,668,1,0.267081,0,27.608696,TRUE
23,46,123,4,0.659091,668,1,0.267081,0,27.608696,TRUE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
25,67,22,22,0.5,961,0,0.244444,5,37.36,TRUE
8,28,0,7,0.571429,426,1,0.25,0,51.75,TRUE
14,25,77,11,0.861538,212,0.8,0.517857,5,13.785714,TRUE
11,21,43,9,0.85,116,0.5,0.418182,6,9.363636,TRUE
25,44,128,23,0.948864,429,0.363636,0.352,6,15.28,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
10,62,15,6,0.644444,785,1,0.17284,0,77,TRUE
86,300,2749,48,0.914286,3446,1,0.16732,0,38.906977,TRUE
5,7,4,5,0.5,29,1,0.6,0,4.6,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
10,12,3,9,0.916667,87,0.5,0.283333,2,7.3,TRUE
4,8,6,4,2,20,0,0.666667,0,4,TRUE
9,13,30,9,0.90625,106,0.375,0.388889,2,9.888889,TRUE
12,37,66,10,1.090909,494,1,0.27381,0,40.083333,TRUE
5,6,10,5,1.25,18,0.5,0.6,2,2.2,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
8,28,0,7,0.571429,426,1,0.25,0,51.75,TRUE
11,26,53,6,1.033333,226,1,0.157143,0,19.272727,TRUE
42,89,0,41,1,361,0.066667,0.304762,0,6.52381,TRUE
8,17,0,7,0.571429,134,1,0.458333,0,15.375,TRUE
7,56,9,5,0.722222,743,1,0.166667,0,104.714286,TRUE
8,20,26,3,1.047619,169,1,0.2,0,19.75,TRUE
25,44,128,23,0.948864,429,0.363636,0.352,6,15.28,TRUE
23,48,235,21,0.924242,379,0.444444,0.289855,5,15.086957,TRUE
6,12,0,5,0.2,266,1,0.166667,0,43.166667,TRUE
13,32,52,11,0.933333,1216,0.4,0.415385,6,92.153846,TRUE
28,42,312,26,0.796296,434,0.833333,0.21875,6,14.285714,TRUE
3,30,3,2,2,315,0,0.333333,0,104,TRUE
14,34,19,13,1.076923,379,1,0.385714,4,26,TRUE
34,60,187,34,0.747475,728,0.888889,0.198529,3,20.147059,TRUE
48,117,0,39,0.832447,617,0.875,0.165957,0,11.6875,TRUE
9,13,30,9,0.90625,106,0.375,0.388889,2,9.888889,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
14,41,21,14,0.564103,243,0,0.297619,0,16.142857,TRUE
10,24,0,8,0.666667,171,0.5,0.525,6,15.9,TRUE
5,9,10,5,1.25,28,0,0.55,3,4.4,TRUE
6,12,0,5,0.2,266,1,0.166667,0,43.166667,TRUE
12,23,46,10,0.818182,122,0.5,0.4,6,9,TRUE
16,28,120,16,1.066667,104,0,0.53125,0,5.4375,TRUE
14,24,77,11,0.876923,202,0.8,0.517857,5,13.071429,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
25,67,22,22,0.5,961,0,0.244444,5,37.36,TRUE
10,62,15,6,0.644444,785,1,0.17284,0,77,TRUE
8,17,0,7,0.571429,134,1,0.458333,0,15.375,TRUE
19,29,171,19,1.055556,128,0,0.526316,0,5.684211,TRUE
11,21,43,9,0.85,116,0.5,0.418182,6,9.363636,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
11,25,43,9,0.8,182,0,0.418182,6,15.363636,TRUE
48,117,0,39,0.832447,617,0.875,0.165957,0,11.6875,TRUE
40,60,90,38,0.838141,786,0.9375,0.275,6,18.25,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
6,12,0,5,0.2,266,1,0.166667,0,43.166667,TRUE
10,24,0,8,0.666667,171,0.5,0.525,6,15.9,TRUE
12,24,46,10,0.981818,144,0.2,0.5,6,10.583333,TRUE
13,24,56,11,0.777778,141,0.666667,0.5,6,9.615385,TRUE
4,17,0,3,0,116,1,0.5,0,27.75,TRUE
3,4,0,2,1.125,22,0,0.5,0,5,TRUE
14,27,57,12,0.769231,195,0.666667,0.482143,6,12.714286,TRUE
8,37,0,6,0.357143,278,1,0.375,1,33.5,TRUE
8,13,28,8,1.142857,56,0,0.40625,2,5.75,TRUE
9,13,36,9,1.125,59,0,0.333333,0,5.333333,TRUE
3,30,3,2,2,315,0,0.333333,0,104,TRUE
9,13,36,9,1.125,64,0,0.333333,0,5.888889,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
11,21,43,9,0.85,117,0.5,0.418182,6,9.454545,TRUE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,TRUE
62,85,611,60,0.953972,1390,0.5,0.266129,6,20.580645,TRUE
30,53,331,24,0.873563,767,0,0.391667,0,24.366667,TRUE
25,67,22,22,0.5,961,0,0.244444,5,37.36,TRUE
13,24,56,11,0.777778,141,0.666667,0.5,6,9.615385,TRUE
12,165,62,5,0.818182,1358,0.5,0.239583,0,112,TRUE
12,23,6,12,0.672727,154,0,0.316667,1,11.416667,TRUE
10,24,0,8,0.666667,171,0.5,0.525,6,15.9,TRUE
21,30,198,19,0.921429,234,0.857143,0.361905,4,9.809524,TRUE
19,29,171,19,1.055556,128,0,0.526316,0,5.684211,TRUE
14,34,19,13,1.076923,379,1,0.385714,4,26,TRUE
7,56,9,5,0.722222,663,1,0.166667,0,93.285714,TRUE
23,48,235,21,0.924242,379,0.444444,0.289855,5,15.086957,TRUE
30,104,87,22,0.748276,1151,0.6,0.146154,0,36.7,TRUE
93,244,0,79,0.925951,1441,0.4375,0.144928,0,14.322581,TRUE
14,24,69,12,0.769231,155,0.666667,0.482143,6,9.857143,TRUE
13,35,60,8,0.333333,618,0.666667,0.212963,0,46.307692,TRUE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
14,41,21,14,0.564103,243,0,0.297619,0,16.142857,TRUE
7,56,9,5,0.722222,743,1,0.166667,0,104.714286,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
12,165,62,5,0.818182,1358,0.5,0.239583,0,112,TRUE
93,244,0,79,0.925951,1441,0.4375,0.144928,0,14.322581,TRUE
8,20,0,3,0.369048,441,1,0.416667,0,52.625,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
11,29,43,9,0.85,154,0.5,0.418182,6,12.818182,TRUE
9,13,36,9,1.125,60,0.333333,0.333333,0,5.333333,TRUE
35,43,595,32,2,379,0,0.2,0,9.828571,FALSE
4,16,0,3,0,97,1,0.5,0,23,FALSE
11,46,25,11,0.957143,366,0.142857,0.222222,6,31.636364,FALSE
40,60,90,38,0.838141,786,0.9375,0.275,6,18.25,FALSE
4,5,0,3,0.666667,28,1,0.4375,0,5.25,FALSE
3,9,0,3,0,86,0,0.5,0,26.666667,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
0,0,0,0,2,7,0,0,0,0,FALSE
11,23,25,9,0.8,183,0.5,0.431818,6,15.272727,FALSE
2,3,1,2,2,10,0,0.666667,1,3.5,FALSE
13,22,66,11,0.805556,140,0.666667,0.4,6,9.538462,FALSE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,FALSE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,FALSE
