@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,24,3,11,0,3,FALSE
15,21,4,8,0.5,1,FALSE
4,2,1,2,0,1,FALSE
23,54,76,13,0.888889,2.2353,FALSE
17,88,56,15,0.909091,2.125,FALSE
14,15,1,7,0,1.5,FALSE
0,2,0,0,0,0,FALSE
10,29,0,8,1,2.125,FALSE
14,14,1,10,0,3.5,FALSE
0,2,0,0,0,0,FALSE
7,9,1,7,0,0.5,FALSE
8,21,16,5,0.875,1.75,FALSE
10,27,0,8,1,2.6667,FALSE
2,3,1,0,0,0,FALSE
14,41,0,10,1,1.7,FALSE
10,12,26,3,0.428571,0.7778,FALSE
13,14,0,2,1,1.4286,FALSE
13,35,7,13,0.857143,1.8571,FALSE
12,32,17,11,0.333333,2.8571,FALSE
22,33,7,5,1,2.3333,FALSE
22,21,4,9,1,2.25,FALSE
11,27,13,11,0.333333,2,FALSE
6,4,1,0,0,0,FALSE
8,2,1,2,0,1,FALSE
21,44,24,21,0.8,1.125,FALSE
17,62,103,15,0.909091,2.0556,FALSE
12,32,0,10,1,2,FALSE
11,25,3,11,0,4.3333,FALSE
11,41,6,11,0.923077,3.8,FALSE
10,16,3,10,0,1.6667,FALSE
10,25,3,10,0,3.6667,FALSE
5,28,1,3,0,2.5,FALSE
4,1,0,2,0,1,FALSE
13,60,34,9,0.375,2.4375,FALSE
16,30,1,14,0,12.5,FALSE
5,1,0,2,0,1,FALSE
18,70,143,17,0,2.2174,FALSE
4,31,0,0,1,2,FALSE
4,8,28,0,0,1,FALSE
4,31,0,0,1,2,FALSE
5,9,4,5,1,0.5,FALSE
12,31,6,12,0.666667,2.4,FALSE
10,33,28,10,0.666667,1.2222,FALSE
5,9,4,5,1,0.5,FALSE
9,32,0,7,1,2.625,FALSE
2,7,1,1,0,1.3333,FALSE
8,17,9,5,1,1.8571,FALSE
11,26,4,11,1,2.75,FALSE
11,36,17,9,0.833333,1.9091,FALSE
2,1,0,0,0,1,FALSE
3,30,26,3,1,1.625,FALSE
10,21,13,10,0.333333,1.1667,FALSE
12,25,4,9,0.666667,2,FALSE
10,23,13,10,0.333333,1.1667,FALSE
15,8,1,4,0,2.5,FALSE
9,21,20,8,0.666667,0.875,FALSE
1,8,0,0,1,1.4286,FALSE
9,12,26,3,0.428571,0.7778,FALSE
9,1,0,1,0,1,FALSE
5,5,1,4,0,0.5,FALSE
21,47,0,19,1,1.6,FALSE
88,6,3,0,1,0,FALSE
7,16,3,5,0,3.3333,FALSE
43,7,21,1,0,1,FALSE
5,8,1,5,1,0.3333,FALSE
12,28,3,12,0,3,FALSE
2,3,1,0,0,0,FALSE
16,24,8,7,0.5,1.2,FALSE
5,9,4,5,1,0.5,FALSE
25,44,32,25,1,1.8889,TRUE
15,38,7,14,0.666667,4,TRUE
34,96,9,32,0.75,4.2857,TRUE
17,38,20,17,1,1.625,TRUE
29,64,38,28,1,2.0833,TRUE
14,35,0,7,1,1.5,TRUE
8,8,4,7,1,0.75,TRUE
20,25,2,20,1,2.25,TRUE
14,74,299,12,1,2.0333,TRUE
18,58,43,16,0.666667,2.6667,TRUE
7,19,4,7,1,1.5,TRUE
34,52,60,12,1,2.8125,TRUE
23,33,7,5,1,2.3333,TRUE
15,61,234,11,1,2.08,TRUE
5,8,1,5,1,0.3333,TRUE
39,96,30,38,1,2.3333,TRUE
26,63,20,26,1,1,TRUE
11,6,1,3,0,0,TRUE
38,108,39,37,0.5,2.2,TRUE
15,14,1,10,0,3.5,TRUE
15,38,2,14,1,5.6,TRUE
14,16,0,14,1,3,TRUE
30,103,48,28,0.833333,4.0625,TRUE
19,15,1,15,0,3.5,TRUE
13,1,0,2,0,1,TRUE
