@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
14,15,1,7,0,1.5,FALSE
11,45,22,11,1,0.7778,FALSE
8,14,1,8,0,0.5,FALSE
12,1,0,2,0,1,FALSE
16,55,14,12,1,3,FALSE
10,37,14,8,0.714286,3.3333,FALSE
19,32,9,4,1,2.8571,FALSE
9,13,6,9,0,0.75,FALSE
4,2,0,0,0,0,FALSE
11,28,8,10,1,1.8,FALSE
9,32,30,6,0.857143,1.4615,FALSE
13,31,4,9,0.5,3,FALSE
55,4,6,1,0,1,FALSE
14,30,0,12,1,4.75,FALSE
17,34,1,13,0.75,2.5,FALSE
22,33,7,5,1,2.3333,FALSE
18,70,143,17,0,2.2174,FALSE
16,50,105,12,0.888889,1.4737,FALSE
82,6,3,0,1,0,FALSE
21,44,24,21,0.8,1.125,FALSE
6,8,1,4,0,1.5,FALSE
20,37,13,19,0.5,1.8333,FALSE
8,17,0,6,1,3,FALSE
74,4,6,1,0,1,FALSE
16,31,245,4,0.666667,1.3462,FALSE
22,66,4,20,1,0.6,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
12,14,1,5,0,1.5,FALSE
7,13,3,7,0,1.3333,FALSE
11,32,13,10,0.5,1.6667,FALSE
14,35,13,14,0.333333,1.5,FALSE
2,25,87,1,1,0.9444,FALSE
5,9,4,5,1,0.5,FALSE
1,13,0,0,0,0.5,FALSE
18,70,143,17,0,2.2174,FALSE
20,59,2,20,0.75,0.6,FALSE
7,14,0,5,0,3,FALSE
9,23,3,9,0,2.3333,FALSE
16,50,59,15,0.875,1.0667,FALSE
8,19,3,8,0,3,FALSE
13,40,13,13,0.6,2.6667,FALSE
11,24,4,8,0,4.25,FALSE
10,21,0,9,1,1.6,FALSE
6,31,13,5,1,2.1667,FALSE
6,7,0,3,1,1.6667,FALSE
11,26,13,11,0.333333,1.3333,FALSE
6,10,22,3,0.666667,0.8889,FALSE
88,6,3,0,1,0,FALSE
5,2,1,2,0,1,FALSE
10,3,3,1,0,1,FALSE
16,34,257,4,0.615385,1.2692,FALSE
11,28,1,11,1,2.6667,FALSE
14,14,1,10,0,3.5,FALSE
10,29,2,10,1,5,FALSE
10,1,0,1,0,1,FALSE
4,18,13,4,1,0.6667,FALSE
5,1,0,2,0,1,FALSE
8,11,1,6,1,0.3333,FALSE
15,59,203,12,0.916667,1.6957,FALSE
8,29,4,8,1,1.75,FALSE
17,79,1,15,0.857143,2.7273,FALSE
10,24,11,9,0.666667,2.8333,FALSE
9,22,5,9,1,1.4286,FALSE
8,18,4,6,0.666667,1.5,FALSE
14,35,0,7,1,1.5,FALSE
12,30,7,12,0.666667,1,FALSE
7,22,11,4,1,1.9,FALSE
16,30,1,14,0,12.5,FALSE
11,27,1,9,1,3.6667,FALSE
7,16,4,6,1,1.5,TRUE
15,38,7,14,0.666667,4,TRUE
11,28,6,11,0.666667,3.2,TRUE
30,103,48,28,0.833333,4.0625,TRUE
8,27,35,5,1,1.5714,TRUE
31,96,28,27,0,2.875,TRUE
20,51,0,16,1,6.4,TRUE
25,9,36,4,0,1,TRUE
9,17,13,8,1,0.8571,TRUE
10,32,3,10,1,4.3333,TRUE
15,61,234,11,1,2.08,TRUE
12,38,27,9,1,2,TRUE
34,52,60,12,1,2.8125,TRUE
10,16,3,10,0,1.6667,TRUE
11,56,20,10,1,5.125,TRUE
29,92,213,27,0.714286,2.3704,TRUE
35,101,3,33,1,1.6667,TRUE
39,96,30,38,1,2.3333,TRUE
13,5,10,3,0,1,TRUE
29,64,38,28,1,2.0833,TRUE
15,58,100,13,1,2.0588,TRUE
34,96,9,32,0.75,4.2857,TRUE
7,22,11,4,1,1.9,TRUE
15,53,25,7,1,2.9,TRUE
20,25,2,20,1,2.25,TRUE
14,53,78,10,1,2.5882,TRUE
15,14,1,10,0,3.5,TRUE
4,13,1,4,0,0.6667,TRUE
14,58,100,12,1,2.0588,TRUE
8,13,2,8,1,1,TRUE
7,19,4,7,1,1.5,TRUE
14,16,0,14,1,3,TRUE
42,105,589,20,0.9,2.0426,TRUE
11,38,81,10,1,0.8667,TRUE
12,37,2,7,1,2.5833,TRUE
25,44,32,25,1,1.8889,TRUE
6,6,3,5,0,0.3333,TRUE
5,8,1,5,1,0.3333,TRUE
11,6,1,3,0,0,TRUE
10,30,4,10,1,1.75,TRUE
9,27,3,9,0,2.6667,TRUE
17,57,2,16,1,7.75,TRUE
38,108,39,37,0.5,2.2,TRUE
31,36,22,14,1,1.75,TRUE
13,1,0,2,0,1,TRUE
11,58,28,10,0.666667,4.5556,TRUE
20,33,8,18,1,2,TRUE
14,35,0,7,1,1.5,TRUE
31,107,104,29,0.833333,3.5,TRUE
14,65,20,13,1,5.875,TRUE
28,84,99,28,1,2.6,TRUE
4,22,2,3,1,1.75,TRUE
14,74,299,12,1,2.0333,TRUE
11,2,1,3,0,1,TRUE
26,63,20,26,1,1,TRUE
17,39,30,16,0.75,1.3333,TRUE
71,45,13,21,1,2.1667,TRUE
23,33,7,5,1,2.3333,TRUE
18,58,43,16,0.666667,2.6667,TRUE
16,46,87,12,1,1.5,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
18,52,37,15,1,2.0667,TRUE
15,38,2,14,1,5.6,TRUE
17,68,43,15,0.777778,1.8,TRUE
17,38,20,17,1,1.625,TRUE
12,60,0,11,1,8.2,TRUE
10,36,2,10,1,4.5,TRUE
4,29,58,3,1,1.5625,TRUE
13,48,63,10,0.875,2,TRUE
