@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,7,1,1,0,1.3333,FALSE
7,14,0,5,0,3,FALSE
5,9,4,5,1,0.5,FALSE
2,3,1,0,0,0,FALSE
8,17,0,6,1,3,FALSE
13,26,6,12,0.8,1.6,FALSE
4,3,3,2,0,1,FALSE
18,70,143,17,0,2.2174,FALSE
7,17,8,5,0.666667,1.8,FALSE
15,8,1,4,0,2.5,FALSE
11,41,6,11,0.923077,3.8,FALSE
9,26,3,9,0,3.6667,FALSE
6,7,0,3,1,1.6667,FALSE
9,1,0,1,0,1,FALSE
10,30,2,10,1,4.25,FALSE
11,26,4,11,1,2.75,FALSE
11,38,0,11,0.75,5.2857,FALSE
88,6,3,0,1,0,FALSE
5,15,1,3,0,1,FALSE
16,55,14,12,1,3,FALSE
4,2,0,0,0,0,FALSE
10,18,8,10,0.666667,1,FALSE
14,30,0,12,1,4.75,FALSE
17,31,245,4,0.666667,1.3462,FALSE
9,32,0,7,1,2.625,FALSE
14,22,15,9,0,2.3333,FALSE
11,32,13,10,0.5,1.6667,FALSE
7,15,3,7,0,1.3333,FALSE
7,12,1,2,0,0.8333,FALSE
2,4,0,1,1,0.6667,FALSE
9,22,3,9,0,4,FALSE
4,1,0,2,0,1,FALSE
5,9,4,5,1,0.5,FALSE
10,23,13,10,0.333333,1.1667,FALSE
9,28,6,9,0.666667,0.8,FALSE
13,60,65,10,0.454545,1.8889,FALSE
5,9,4,5,1,0.5,FALSE
6,11,35,3,0.666667,0.9,FALSE
0,2,0,0,0,0,FALSE
12,32,0,10,1,2,FALSE
8,19,3,8,0,3,FALSE
14,14,1,10,0,3.5,FALSE
8,27,35,5,1,1.5714,FALSE
6,26,0,3,1,4.2,FALSE
10,8,28,3,0,1,FALSE
10,35,3,9,1,1,FALSE
20,37,13,19,0.5,1.8333,FALSE
6,7,0,3,1,1.6667,FALSE
16,50,59,15,0.875,1.0667,FALSE
8,17,9,5,1,1.8571,FALSE
8,11,1,6,1,0.3333,FALSE
11,24,3,11,0,3,FALSE
11,3,0,3,0,0,FALSE
6,26,0,3,1,4.2,FALSE
12,65,3,11,0.5,7,FALSE
4,18,13,4,1,0.6667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
11,28,8,10,1,1.8,FALSE
6,16,2,6,1,2,FALSE
12,29,3,12,0,3.3333,FALSE
10,13,1,6,0.666667,0.6667,FALSE
5,1,0,2,0,1,FALSE
4,71,1025,3,1,1.2157,FALSE
5,9,4,5,1,0.5,FALSE
8,31,3,6,0.181818,1.1429,FALSE
7,15,3,7,0,1.3333,FALSE
8,2,1,2,0,1,FALSE
12,30,7,12,0.666667,1,FALSE
46,7,21,1,0,1,FALSE
28,87,150,26,0.727273,2.9167,TRUE
14,58,100,12,1,2.0588,TRUE
10,44,47,8,0.7,2.6,TRUE
19,15,1,15,0,3.5,TRUE
10,36,2,10,1,4.5,TRUE
15,61,234,11,1,2.08,TRUE
14,16,0,14,1,3,TRUE
20,62,0,20,1,1.625,TRUE
11,58,28,10,0.666667,4.5556,TRUE
38,102,30,37,1,2.2222,TRUE
17,32,11,16,0.777778,2.8333,TRUE
4,29,58,3,1,1.5625,TRUE
14,53,78,10,1,2.5882,TRUE
13,36,493,0,1,0.9714,TRUE
20,51,0,16,1,6.4,TRUE
9,27,3,9,0,2.6667,TRUE
13,48,63,10,0.875,2,TRUE
42,105,589,20,0.9,2.0426,TRUE
6,6,3,5,0,0.3333,TRUE
15,38,2,14,1,5.6,TRUE
29,92,213,27,0.714286,2.3704,TRUE
15,53,25,7,1,2.9,TRUE
11,38,81,10,1,0.8667,TRUE
71,45,13,21,1,2.1667,TRUE
11,2,1,3,0,1,TRUE
35,101,3,33,1,1.6667,TRUE
8,8,4,7,1,0.75,TRUE
12,14,0,12,1,2,TRUE
34,96,9,32,0.75,4.2857,TRUE
10,32,3,10,1,4.3333,TRUE
13,26,2,11,1,3.5,TRUE
13,35,20,13,1,1.5,TRUE
20,33,8,18,1,2,TRUE
31,36,22,14,1,1.75,TRUE
14,19,1,12,1,2.3333,TRUE
8,13,2,8,1,1,TRUE
16,46,87,12,1,1.5,TRUE
9,49,4,7,1,3,TRUE
12,37,2,7,1,2.5833,TRUE
15,37,2,14,1,5.4,TRUE
17,68,43,15,0.777778,1.8,TRUE
15,14,1,10,0,3.5,TRUE
31,107,104,29,0.833333,3.5,TRUE
25,9,36,4,0,1,TRUE
38,108,39,37,0.5,2.2,TRUE
13,5,10,3,0,1,TRUE
25,44,32,25,1,1.8889,TRUE
5,8,1,5,1,0.3333,TRUE
14,74,299,12,1,2.0333,TRUE
7,19,4,7,1,1.5,TRUE
10,16,3,10,0,1.6667,TRUE
10,29,20,10,1,1.25,TRUE
14,35,0,7,1,1.5,TRUE
15,1,0,3,0,1,TRUE
13,26,0,6,1,1.4,TRUE
26,63,20,26,1,1,TRUE
17,39,30,16,0.75,1.3333,TRUE
29,64,38,28,1,2.0833,TRUE
11,56,20,10,1,5.125,TRUE
45,147,490,29,0.909091,1.4667,TRUE
8,27,35,5,1,1.5714,TRUE
8,47,13,8,0.5,1.5,TRUE
18,52,37,15,1,2.0667,TRUE
12,36,3,12,0.666667,3.7143,TRUE
39,96,30,38,1,2.3333,TRUE
18,58,43,16,0.666667,2.6667,TRUE
23,33,7,5,1,2.3333,TRUE
7,16,4,6,1,1.5,TRUE
9,17,13,8,1,0.8571,TRUE
