@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,4,0,1,1,0.6667,FALSE
9,36,11,7,0.833333,1.9,FALSE
16,50,59,15,0.875,1.0667,FALSE
19,32,9,4,1,2.8571,FALSE
12,32,17,11,0.333333,2.8571,FALSE
16,49,6,14,0.666667,3.4167,FALSE
71,48,1128,10,0,1,FALSE
7,9,1,7,0,0.5,FALSE
8,31,3,6,0.181818,1.1429,FALSE
29,76,172,17,0.714286,1.875,FALSE
2,22,231,0,0,1,FALSE
8,8,4,7,1,0.75,FALSE
2,4,0,0,1,0.6667,FALSE
14,68,28,13,0.666667,5.2222,FALSE
13,31,4,9,0.5,3,FALSE
55,4,6,1,0,1,FALSE
5,11,3,2,1,1.1429,FALSE
22,66,4,20,1,0.6,FALSE
11,38,0,11,0.75,5.2857,FALSE
9,22,3,9,0,4,FALSE
6,33,2,5,1,1.6,FALSE
5,1,0,2,0,1,FALSE
11,92,349,11,1,1.6296,FALSE
10,3,3,1,0,1,FALSE
13,14,5,10,0.75,0.6667,FALSE
21,44,24,21,0.8,1.125,FALSE
1,8,0,0,1,1.4286,FALSE
11,38,0,9,1,1.3636,FALSE
7,14,0,5,0,3,FALSE
5,28,1,3,0,2.5,FALSE
5,9,4,5,1,0.5,FALSE
11,23,2,10,1,1.25,FALSE
11,32,13,10,0.5,1.6667,FALSE
14,46,0,9,1,3.2857,FALSE
18,44,781,0,1,0.9767,FALSE
12,1,0,2,0,1,FALSE
8,18,0,6,1,3,FALSE
10,33,28,10,0.666667,1.2222,FALSE
9,12,26,3,0.428571,0.7778,FALSE
10,29,2,10,1,5,FALSE
14,22,15,9,0,2.3333,FALSE
33,10,45,5,0,1,FALSE
10,2,1,2,0,1,FALSE
7,23,16,4,0.75,1,FALSE
9,26,3,9,0,3.6667,FALSE
9,38,4,9,1,5.4,FALSE
12,28,3,12,0,3,FALSE
8,17,9,5,1,1.8571,FALSE
4,3,3,2,0,1,FALSE
7,26,5,6,0.25,1.3333,FALSE
11,27,6,10,0.8,1.2,FALSE
6,11,35,3,0.666667,0.9,FALSE
16,24,8,7,0.5,1.2,FALSE
8,18,0,6,1,3,FALSE
18,70,143,17,0,2.2174,FALSE
14,30,1,12,0,12.5,FALSE
7,9,1,7,0,0.5,FALSE
14,67,0,13,1,10.4,FALSE
8,27,35,5,1,1.5714,FALSE
10,30,2,10,1,4.25,FALSE
16,34,257,4,0.615385,1.2692,FALSE
10,2,1,2,0,1,FALSE
1,1,0,0,0,1,FALSE
4,8,28,0,0,1,FALSE
6,4,1,0,0,0,FALSE
31,48,37,11,1,2.9286,FALSE
14,22,15,9,0,2.3333,FALSE
24,61,30,24,0.75,0.8889,FALSE
10,27,0,8,1,2.6667,FALSE
35,101,3,33,1,1.6667,TRUE
11,8,0,10,1,1.5,TRUE
5,30,1,3,0,4.5,TRUE
9,27,3,9,0,2.6667,TRUE
9,49,4,7,1,3,TRUE
8,47,13,8,0.5,1.5,TRUE
8,13,2,8,1,1,TRUE
11,56,20,10,1,5.125,TRUE
10,29,20,10,1,1.25,TRUE
15,61,234,11,1,2.08,TRUE
15,1,0,3,0,1,TRUE
12,14,0,12,1,2,TRUE
13,5,10,3,0,1,TRUE
13,26,2,11,1,3.5,TRUE
11,38,81,10,1,0.8667,TRUE
9,17,13,8,1,0.8571,TRUE
13,48,63,10,0.875,2,TRUE
18,58,43,16,0.666667,2.6667,TRUE
34,52,60,12,1,2.8125,TRUE
10,32,3,10,1,4.3333,TRUE
20,62,0,20,1,1.625,TRUE
23,33,7,5,1,2.3333,TRUE
14,19,1,12,1,2.3333,TRUE
15,58,100,13,1,2.0588,TRUE
18,52,37,15,1,2.0667,TRUE
16,46,87,12,1,1.5,TRUE
39,96,30,38,1,2.3333,TRUE
17,39,30,16,0.75,1.3333,TRUE
11,28,6,11,0.666667,3.2,TRUE
15,37,2,14,1,5.4,TRUE
17,38,20,17,1,1.625,TRUE
12,38,27,9,1,2,TRUE
25,9,36,4,0,1,TRUE
20,25,2,20,1,2.25,TRUE
38,108,39,37,0.5,2.2,TRUE
15,53,25,7,1,2.9,TRUE
38,102,30,37,1,2.2222,TRUE
8,27,35,5,1,1.5714,TRUE
7,19,4,7,1,1.5,TRUE
30,103,48,28,0.833333,4.0625,TRUE
34,96,9,32,0.75,4.2857,TRUE
5,8,1,5,1,0.3333,TRUE
19,15,1,15,0,3.5,TRUE
10,36,2,10,1,4.5,TRUE
14,53,78,10,1,2.5882,TRUE
31,96,28,27,0,2.875,TRUE
14,65,20,13,1,5.875,TRUE
18,71,1,16,0.857143,2.7273,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
45,147,490,29,0.909091,1.4667,TRUE
14,16,0,14,1,3,TRUE
17,68,43,15,0.777778,1.8,TRUE
29,64,38,28,1,2.0833,TRUE
20,33,8,18,1,2,TRUE
15,14,1,10,0,3.5,TRUE
12,36,3,12,0.666667,3.7143,TRUE
10,44,47,8,0.7,2.6,TRUE
13,35,20,13,1,1.5,TRUE
28,87,150,26,0.727273,2.9167,TRUE
