@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,65,41,11,1,2.7273,FALSE
2,1,0,0,0,1,FALSE
4,31,0,0,1,2,FALSE
13,26,6,12,0.8,1.6,FALSE
15,39,7,14,0.666667,4.1667,FALSE
12,30,7,12,0.666667,1,FALSE
9,1,0,1,0,1,FALSE
17,88,56,15,0.909091,2.125,FALSE
21,47,0,19,1,1.6,FALSE
13,28,3,13,0,3.3333,FALSE
2,1,0,0,0,1,FALSE
4,8,4,4,1,0.5,FALSE
8,19,9,1,1,1.2,FALSE
12,14,0,12,1,2,FALSE
11,28,1,11,1,2.6667,FALSE
9,26,3,9,0,3.6667,FALSE
7,4,6,1,0,1,FALSE
1,13,0,0,0,0.5,FALSE
16,30,1,14,0,12.5,FALSE
7,42,9,4,1,3.2857,FALSE
8,29,4,8,1,1.75,FALSE
1,1,0,0,0,1,FALSE
4,3,3,2,0,1,FALSE
11,41,6,11,0.923077,3.8,FALSE
13,24,13,13,0.333333,1.3333,FALSE
7,26,5,6,0.25,1.3333,FALSE
13,31,4,9,0.5,3,FALSE
13,60,12,10,0,5.125,FALSE
10,23,13,10,0.333333,1.1667,FALSE
7,4,1,2,0,0.5,FALSE
2,8,3,1,0,0,FALSE
17,62,103,15,0.909091,2.0556,FALSE
10,21,13,10,0.333333,1.1667,FALSE
7,15,3,7,0,1.3333,FALSE
8,14,3,8,0,1.3333,FALSE
5,12,3,4,0,1,FALSE
10,23,1,8,0,5.5,FALSE
18,15,1,15,0,3.5,FALSE
24,18,10,7,1,1.4,FALSE
13,60,65,10,0.454545,1.8889,FALSE
14,14,1,10,0,3.5,FALSE
6,22,0,3,1,3,FALSE
9,29,4,9,1,1.75,FALSE
2,12,22,1,1,1.2222,FALSE
15,35,13,15,0.333333,2,FALSE
7,17,8,5,0.666667,1.8,FALSE
11,31,3,11,0,3.6667,FALSE
6,26,0,3,1,4.2,FALSE
13,40,13,13,0.6,2.6667,FALSE
11,18,10,9,1,0.6,FALSE
14,22,15,9,0,2.3333,FALSE
