@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,31,13,5,1,2.1667,FALSE
22,66,4,20,1,0.6,FALSE
74,4,6,1,0,1,FALSE
12,31,0,12,0.25,0.6,FALSE
10,12,66,3,0,1,FALSE
10,37,14,8,0.714286,3.3333,FALSE
14,15,1,7,0,1.5,FALSE
16,50,59,15,0.875,1.0667,FALSE
22,33,7,5,1,2.3333,FALSE
4,3,3,2,0,1,FALSE
13,60,12,10,0,5.125,FALSE
11,23,2,10,1,1.25,FALSE
13,31,4,9,0.5,3,FALSE
8,14,1,8,0,0.5,FALSE
11,45,22,11,1,0.7778,FALSE
14,41,0,10,1,1.7,FALSE
6,26,0,3,1,4.2,FALSE
12,1,0,2,0,1,FALSE
12,65,3,11,0.5,7,FALSE
4,3,3,2,0,1,FALSE
10,33,28,10,0.666667,1.2222,FALSE
14,14,1,10,0,3.5,FALSE
10,8,28,3,0,1,FALSE
2,4,0,0,1,0.6667,FALSE
1,8,0,0,1,1.4286,FALSE
10,12,26,3,0.428571,0.7778,FALSE
11,26,13,11,0.333333,1.3333,FALSE
4,8,4,4,1,0.5,FALSE
7,42,9,4,1,3.2857,FALSE
2,1,0,0,0,1,FALSE
11,6,15,1,0,1,FALSE
7,15,3,7,0,1.3333,FALSE
14,35,0,7,1,1.5,FALSE
11,25,3,11,0,4.3333,FALSE
12,30,13,12,0.333333,2.1667,FALSE
10,8,28,3,0,1,FALSE
55,4,6,1,0,1,FALSE
12,29,2,12,1,2.25,FALSE
10,27,0,8,1,2.6667,FALSE
7,15,3,7,0,1.3333,FALSE
56,47,1081,9,0,1,FALSE
2,4,0,0,1,0.6667,FALSE
11,41,6,11,0.923077,3.8,FALSE
8,4,6,2,0,1,FALSE
8,14,3,8,0,1.3333,FALSE
10,23,13,10,0.333333,1.1667,FALSE
5,1,0,2,0,1,FALSE
5,9,4,5,1,0.5,FALSE
9,22,5,9,1,1.4286,FALSE
14,33,6,14,0.8,1.4,FALSE
10,23,13,10,0.333333,1.1667,FALSE
5,9,4,5,1,0.5,FALSE
22,21,4,9,1,2.25,FALSE
8,24,3,8,0,2.6667,FALSE
17,62,103,15,0.909091,2.0556,FALSE
18,70,143,17,0,2.2174,FALSE
12,10,0,9,1,0.6,FALSE
17,31,245,4,0.666667,1.3462,FALSE
11,34,2,11,1,3.5,FALSE
10,23,13,10,0.333333,1.1667,FALSE
19,32,9,4,1,2.8571,FALSE
15,39,7,14,0.666667,4.1667,FALSE
6,22,0,3,1,3,FALSE
2,12,22,1,1,1.2222,FALSE
15,22,8,8,0.5,1,FALSE
9,38,4,9,1,5.4,FALSE
11,31,3,11,0,3.6667,FALSE
9,12,26,3,0.428571,0.7778,FALSE
11,27,1,9,1,3.6667,FALSE
15,53,25,7,1,2.9,TRUE
14,35,0,7,1,1.5,TRUE
29,92,213,27,0.714286,2.3704,TRUE
17,57,2,16,1,7.75,TRUE
11,6,1,3,0,0,TRUE
34,52,60,12,1,2.8125,TRUE
28,84,99,28,1,2.6,TRUE
14,58,100,12,1,2.0588,TRUE
13,26,0,6,1,1.4,TRUE
31,107,104,29,0.833333,3.5,TRUE
35,101,3,33,1,1.6667,TRUE
45,147,490,29,0.909091,1.4667,TRUE
5,8,1,5,1,0.3333,TRUE
11,8,0,10,1,1.5,TRUE
13,48,63,10,0.875,2,TRUE
10,36,2,10,1,4.5,TRUE
19,15,1,15,0,3.5,TRUE
11,28,6,11,0.666667,3.2,TRUE
20,51,0,16,1,6.4,TRUE
14,53,78,10,1,2.5882,TRUE
5,30,1,3,0,4.5,TRUE
13,1,0,2,0,1,TRUE
12,38,27,9,1,2,TRUE
18,71,1,16,0.857143,2.7273,TRUE
31,36,22,14,1,1.75,TRUE
10,32,3,10,1,4.3333,TRUE
11,38,81,10,1,0.8667,TRUE
26,63,20,26,1,1,TRUE
8,27,35,5,1,1.5714,TRUE
12,60,0,11,1,8.2,TRUE
18,52,37,15,1,2.0667,TRUE
26,77,99,26,1,2.6,TRUE
9,27,3,9,0,2.6667,TRUE
13,36,493,0,1,0.9714,TRUE
29,64,38,28,1,2.0833,TRUE
38,108,39,37,0.5,2.2,TRUE
23,33,7,5,1,2.3333,TRUE
4,29,58,3,1,1.5625,TRUE
11,58,28,10,0.666667,4.5556,TRUE
15,37,2,14,1,5.4,TRUE
14,16,0,14,1,3,TRUE
15,1,0,3,0,1,TRUE
15,38,7,14,0.666667,4,TRUE
71,45,13,21,1,2.1667,TRUE
15,58,100,13,1,2.0588,TRUE
13,26,2,11,1,3.5,TRUE
8,13,2,8,1,1,TRUE
14,65,20,13,1,5.875,TRUE
4,22,2,3,1,1.75,TRUE
12,37,2,7,1,2.5833,TRUE
11,56,20,10,1,5.125,TRUE
13,5,10,3,0,1,TRUE
11,2,1,3,0,1,TRUE
20,25,2,20,1,2.25,TRUE
8,47,13,8,0.5,1.5,TRUE
17,38,20,17,1,1.625,TRUE
13,35,20,13,1,1.5,TRUE
20,62,0,20,1,1.625,TRUE
17,68,43,15,0.777778,1.8,TRUE
6,6,3,5,0,0.3333,TRUE
8,8,4,7,1,0.75,TRUE
20,33,8,18,1,2,TRUE
16,46,87,12,1,1.5,TRUE
9,17,13,8,1,0.8571,TRUE
12,14,0,12,1,2,TRUE
17,39,30,16,0.75,1.3333,TRUE
4,13,1,4,0,0.6667,TRUE
38,102,30,37,1,2.2222,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
