@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,26,0,3,1,4.2,FALSE
12,25,4,9,0.666667,2,FALSE
14,14,1,10,0,3.5,FALSE
4,18,13,4,1,0.6667,FALSE
8,14,3,8,0,1.3333,FALSE
7,4,6,1,0,1,FALSE
13,60,34,9,0.375,2.4375,FALSE
9,22,3,9,0,4,FALSE
10,33,28,10,0.666667,1.2222,FALSE
16,30,1,14,0,12.5,FALSE
9,22,5,9,1,1.4286,FALSE
31,48,37,11,1,2.9286,FALSE
17,31,245,4,0.666667,1.3462,FALSE
2,4,0,0,1,0.6667,FALSE
4,3,3,2,0,1,FALSE
8,18,8,7,0.5,0.8,FALSE
13,14,0,2,1,1.4286,FALSE
8,29,4,8,1,1.75,FALSE
7,42,9,4,1,3.2857,FALSE
5,11,3,2,1,1.1429,FALSE
7,19,2,7,1,1,FALSE
11,41,6,11,0.923077,3.8,FALSE
7,15,3,7,0,1.3333,FALSE
2,1,0,0,0,1,FALSE
15,39,7,14,0.666667,4.1667,FALSE
14,48,33,7,0.5,1.4,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
9,29,4,9,1,1.75,FALSE
13,31,4,9,0.5,3,FALSE
7,26,5,6,0.25,1.3333,FALSE
88,6,3,0,1,0,FALSE
11,36,17,9,0.833333,1.9091,FALSE
12,29,3,12,0,3.3333,FALSE
10,37,14,8,0.714286,3.3333,FALSE
12,22,3,10,1,3.3333,FALSE
6,34,19,5,0.5,2,FALSE
8,14,1,8,0,0.5,FALSE
82,6,3,0,1,0,FALSE
14,35,0,7,1,1.5,FALSE
16,50,105,12,0.888889,1.4737,FALSE
17,88,56,15,0.909091,2.125,FALSE
