@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,23,16,4,0.75,1,FALSE
9,23,3,9,0,2.3333,FALSE
10,1,0,1,0,1,FALSE
7,2,1,2,0,1,FALSE
18,70,143,17,0,2.2174,FALSE
18,44,781,0,1,0.9767,FALSE
13,26,6,12,0.8,1.6,FALSE
10,67,52,10,0.666667,2.25,FALSE
6,8,1,4,0,1.5,FALSE
1,1,0,0,0,1,FALSE
11,6,15,1,0,1,FALSE
7,16,3,5,0,3.3333,FALSE
14,22,15,9,0,2.3333,FALSE
2,12,22,1,1,1.2222,FALSE
7,19,2,7,1,1,FALSE
82,6,3,0,1,0,FALSE
8,19,9,1,1,1.2,FALSE
11,3,0,3,0,0,FALSE
1,8,0,0,1,1.4286,FALSE
4,31,0,0,1,2,FALSE
18,15,1,15,0,3.5,FALSE
10,2,1,2,0,1,FALSE
11,23,2,10,1,1.25,FALSE
4,3,3,2,0,1,FALSE
8,18,0,6,1,3,FALSE
0,2,0,0,0,0,FALSE
11,18,10,9,1,0.6,FALSE
12,34,13,12,0.333333,2.3333,FALSE
13,22,2,12,1,1.75,FALSE
8,29,4,8,1,1.75,FALSE
9,32,0,7,1,2.625,FALSE
13,32,0,6,0.666667,0.9,FALSE
16,24,8,7,0.5,1.2,FALSE
11,29,3,11,0,4,FALSE
12,30,13,12,0.333333,2.5,FALSE
12,31,13,12,0.333333,1.6667,FALSE
74,4,6,1,0,1,FALSE
7,13,3,7,0,1.3333,FALSE
10,24,11,9,0.666667,2.8333,FALSE
11,65,41,11,1,2.7273,FALSE
5,9,4,5,1,0.5,FALSE
11,41,6,11,0.923077,3.8,FALSE
17,34,1,13,0.75,2.5,FALSE
16,49,6,14,0.666667,3.4167,FALSE
10,20,13,10,0.8,0.6667,FALSE
14,33,6,14,0.8,1.4,FALSE
7,4,6,1,0,1,FALSE
16,31,245,4,0.666667,1.3462,FALSE
22,21,4,9,1,2.25,FALSE
17,79,1,15,0.857143,2.7273,FALSE
5,9,4,5,1,0.5,FALSE
8,8,4,7,1,0.75,FALSE
6,7,0,3,1,1.6667,FALSE
9,36,11,7,0.833333,1.9,FALSE
10,16,3,10,0,1.6667,FALSE
9,2,1,1,0,1,FALSE
13,60,12,10,0,5.125,FALSE
7,9,1,7,0,0.5,FALSE
13,28,3,13,0,3.3333,FALSE
5,15,1,3,0,1,FALSE
5,9,4,5,1,0.5,FALSE
11,31,3,11,0,3.6667,FALSE
13,31,4,9,0.5,3,FALSE
4,31,0,0,1,2,FALSE
8,18,4,6,0.666667,1.5,FALSE
16,30,1,14,0,12.5,FALSE
9,1,0,1,0,1,FALSE
22,66,4,20,1,0.6,FALSE
8,24,3,8,0,2.6667,FALSE
15,38,7,14,0.666667,4,TRUE
35,101,3,33,1,1.6667,TRUE
15,53,25,7,1,2.9,TRUE
28,84,99,28,1,2.6,TRUE
14,65,20,13,1,5.875,TRUE
10,29,20,10,1,1.25,TRUE
38,108,39,37,0.5,2.2,TRUE
31,36,22,14,1,1.75,TRUE
5,8,1,5,1,0.3333,TRUE
10,16,3,10,0,1.6667,TRUE
18,71,1,16,0.857143,2.7273,TRUE
38,102,30,37,1,2.2222,TRUE
10,30,4,10,1,1.75,TRUE
15,58,100,13,1,2.0588,TRUE
15,37,2,14,1,5.4,TRUE
17,68,43,15,0.777778,1.8,TRUE
6,6,3,5,0,0.3333,TRUE
17,39,30,16,0.75,1.3333,TRUE
11,28,6,11,0.666667,3.2,TRUE
18,58,43,16,0.666667,2.6667,TRUE
15,1,0,3,0,1,TRUE
14,58,100,12,1,2.0588,TRUE
9,17,13,8,1,0.8571,TRUE
29,64,38,28,1,2.0833,TRUE
13,48,63,10,0.875,2,TRUE
26,77,99,26,1,2.6,TRUE
7,19,4,7,1,1.5,TRUE
25,9,36,4,0,1,TRUE
15,38,2,14,1,5.6,TRUE
9,27,3,9,0,2.6667,TRUE
15,14,1,10,0,3.5,TRUE
19,15,1,15,0,3.5,TRUE
8,27,35,5,1,1.5714,TRUE
12,14,0,12,1,2,TRUE
11,56,20,10,1,5.125,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
12,37,2,7,1,2.5833,TRUE
4,22,2,3,1,1.75,TRUE
17,57,2,16,1,7.75,TRUE
7,22,11,4,1,1.9,TRUE
25,44,32,25,1,1.8889,TRUE
4,13,1,4,0,0.6667,TRUE
12,60,0,11,1,8.2,TRUE
10,32,3,10,1,4.3333,TRUE
34,96,9,32,0.75,4.2857,TRUE
12,36,3,12,0.666667,3.7143,TRUE
13,35,20,13,1,1.5,TRUE
13,26,2,11,1,3.5,TRUE
13,36,493,0,1,0.9714,TRUE
4,29,58,3,1,1.5625,TRUE
10,44,47,8,0.7,2.6,TRUE
11,2,1,3,0,1,TRUE
14,19,1,12,1,2.3333,TRUE
5,30,1,3,0,4.5,TRUE
14,16,0,14,1,3,TRUE
13,1,0,2,0,1,TRUE
