@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,2,0,0,0,0,FALSE
15,8,1,4,0,2.5,FALSE
2,28,87,1,1,0.9444,FALSE
5,9,4,5,1,0.5,FALSE
11,33,6,11,0.666667,4.2,FALSE
5,9,4,5,1,0.5,FALSE
5,8,1,5,1,0.3333,FALSE
10,20,0,7,1,0.8333,FALSE
25,35,20,14,0.8,1.75,FALSE
15,39,7,14,0.666667,4.1667,FALSE
10,30,2,10,1,4.25,FALSE
11,16,1,6,0,2.5,FALSE
10,2,1,2,0,1,FALSE
8,11,1,6,1,0.3333,FALSE
9,21,20,8,0.666667,0.875,FALSE
9,29,0,6,1,1.1429,FALSE
6,22,0,3,1,3,FALSE
3,30,26,3,1,1.625,FALSE
7,17,8,5,0.666667,1.6,FALSE
74,4,6,1,0,1,FALSE
6,8,1,4,0,1.5,FALSE
11,92,349,11,1,1.6296,FALSE
15,32,9,14,0.777778,2.8333,FALSE
8,17,0,6,1,3,FALSE
11,28,8,10,1,1.8,FALSE
8,18,8,7,0.5,0.8,FALSE
6,8,1,4,0,1.5,FALSE
13,22,2,12,1,1.75,FALSE
13,39,28,13,0.666667,1.4444,FALSE
23,77,34,19,0.714286,3.4118,FALSE
12,31,0,12,0.25,0.6,FALSE
16,55,14,12,1,3,FALSE
14,35,0,7,1,1.5,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
11,48,7,9,0.666667,1.8,FALSE
4,2,0,0,0,0,FALSE
8,17,0,6,1,3,FALSE
14,17,10,2,0,2,FALSE
8,8,4,7,1,0.75,FALSE
10,23,13,10,0.333333,1.1667,FALSE
11,38,0,11,0.75,5.2857,FALSE
6,16,2,6,1,2,FALSE
10,27,0,8,1,2.6667,FALSE
7,14,0,5,0,3,FALSE
13,28,2,13,1,1.5,FALSE
18,44,781,0,1,0.9767,FALSE
15,59,203,12,0.916667,1.6957,FALSE
10,2,1,2,0,1,FALSE
6,4,1,0,0,0,FALSE
11,41,6,11,0.923077,3.8,FALSE
13,60,65,10,0.454545,1.8889,FALSE
11,26,13,11,0.333333,1.3333,FALSE
12,65,3,11,0.5,7,FALSE
16,24,8,7,0.5,1.2,FALSE
8,21,16,5,0.875,1.75,FALSE
7,9,1,7,0,0.5,FALSE
8,19,3,8,0,3,FALSE
5,5,1,4,0,0.5,FALSE
8,24,3,8,0,2.6667,FALSE
82,6,3,0,1,0,FALSE
8,2,1,2,0,1,FALSE
10,21,13,10,0.333333,1.1667,FALSE
5,12,3,4,0,1,FALSE
8,24,3,8,0,2.6667,FALSE
7,11,6,6,0.5,0.5,FALSE
9,26,3,9,0,3.6667,FALSE
2,4,0,1,1,0.6667,FALSE
14,22,15,9,0,2.3333,FALSE
2,22,231,0,0,1,FALSE
13,48,63,10,0.875,2,TRUE
4,29,58,3,1,1.5625,TRUE
7,19,4,7,1,1.5,TRUE
8,8,4,7,1,0.75,TRUE
14,58,100,12,1,2.0588,TRUE
8,27,35,5,1,1.5714,TRUE
38,102,30,37,1,2.2222,TRUE
9,27,3,9,0,2.6667,TRUE
10,32,3,10,1,4.3333,TRUE
13,36,493,0,1,0.9714,TRUE
14,65,20,13,1,5.875,TRUE
23,33,7,5,1,2.3333,TRUE
12,60,0,11,1,8.2,TRUE
10,29,20,10,1,1.25,TRUE
6,6,3,5,0,0.3333,TRUE
14,53,78,10,1,2.5882,TRUE
15,53,25,7,1,2.9,TRUE
5,30,1,3,0,4.5,TRUE
4,22,2,3,1,1.75,TRUE
10,36,2,10,1,4.5,TRUE
18,58,43,16,0.666667,2.6667,TRUE
17,57,2,16,1,7.75,TRUE
38,108,39,37,0.5,2.2,TRUE
11,8,0,10,1,1.5,TRUE
11,2,1,3,0,1,TRUE
25,9,36,4,0,1,TRUE
12,36,3,12,0.666667,3.7143,TRUE
42,105,589,20,0.9,2.0426,TRUE
28,84,99,28,1,2.6,TRUE
31,36,22,14,1,1.75,TRUE
15,38,2,14,1,5.6,TRUE
8,13,2,8,1,1,TRUE
10,44,47,8,0.7,2.6,TRUE
12,37,2,7,1,2.5833,TRUE
5,8,1,5,1,0.3333,TRUE
34,96,9,32,0.75,4.2857,TRUE
15,14,1,10,0,3.5,TRUE
30,103,48,28,0.833333,4.0625,TRUE
17,32,11,16,0.777778,2.8333,TRUE
15,1,0,3,0,1,TRUE
13,5,10,3,0,1,TRUE
29,92,213,27,0.714286,2.3704,TRUE
15,58,100,13,1,2.0588,TRUE
29,64,38,28,1,2.0833,TRUE
20,51,0,16,1,6.4,TRUE
7,16,4,6,1,1.5,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
17,39,30,16,0.75,1.3333,TRUE
8,47,13,8,0.5,1.5,TRUE
14,16,0,14,1,3,TRUE
13,26,2,11,1,3.5,TRUE
19,15,1,15,0,3.5,TRUE
15,61,234,11,1,2.08,TRUE
9,49,4,7,1,3,TRUE
18,52,37,15,1,2.0667,TRUE
31,107,104,29,0.833333,3.5,TRUE
4,13,1,4,0,0.6667,TRUE
7,22,11,4,1,1.9,TRUE
31,96,28,27,0,2.875,TRUE
10,16,3,10,0,1.6667,TRUE
11,28,6,11,0.666667,3.2,TRUE
71,45,13,21,1,2.1667,TRUE
15,38,7,14,0.666667,4,TRUE
26,77,99,26,1,2.6,TRUE
39,96,30,38,1,2.3333,TRUE
18,71,1,16,0.857143,2.7273,TRUE
9,17,13,8,1,0.8571,TRUE
12,38,27,9,1,2,TRUE
11,58,28,10,0.666667,4.5556,TRUE
