@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
16,50,59,15,0.875,1.0667,FALSE
13,40,13,13,0.6,2.6667,FALSE
4,8,28,0,0,1,FALSE
11,18,10,9,1,0.6,FALSE
8,20,8,8,0.857143,1.8,FALSE
8,24,3,8,0,2.6667,FALSE
12,29,3,12,0,3.3333,FALSE
10,23,13,10,0.333333,1.1667,FALSE
4,31,0,0,1,2,FALSE
11,38,0,9,1,1.3636,FALSE
6,4,1,0,0,0,FALSE
11,41,6,11,0.923077,3.8,FALSE
19,70,53,13,0.666667,1.4286,FALSE
13,44,7,10,0.181818,1.5455,FALSE
4,71,1025,3,1,1.2157,FALSE
12,22,3,10,1,3.3333,FALSE
7,4,6,1,0,1,FALSE
15,32,9,14,0.777778,2.8333,FALSE
7,14,0,5,0,3,FALSE
8,4,6,2,0,1,FALSE
10,67,52,10,0.666667,2.25,FALSE
21,47,0,19,1,1.6,FALSE
12,30,13,12,0.333333,2.1667,FALSE
12,73,67,12,1,2.4,FALSE
10,16,3,10,0,1.6667,FALSE
10,2,1,2,0,1,FALSE
29,76,172,17,0.714286,1.875,FALSE
8,19,9,1,1,1.2,FALSE
11,34,2,11,1,3.5,FALSE
10,12,66,3,0,1,FALSE
9,32,0,7,1,2.625,FALSE
7,15,3,7,0,1.3333,FALSE
13,32,0,6,0.666667,0.9,FALSE
21,64,0,21,1,1.625,FALSE
6,34,19,5,0.5,2,FALSE
16,49,6,14,0.666667,3.4167,FALSE
8,27,35,5,1,1.5714,FALSE
5,28,1,3,0,2.5,FALSE
10,29,2,10,1,5,FALSE
13,28,3,13,0,3.3333,FALSE
11,3,0,3,0,0,FALSE
14,67,0,13,1,10.4,FALSE
5,9,4,5,1,0.5,FALSE
10,27,0,8,1,2.6667,FALSE
5,9,4,5,1,0.5,FALSE
11,33,6,11,0.666667,4.2,FALSE
4,2,1,2,0,1,FALSE
2,8,3,1,0,0,FALSE
23,54,76,13,0.888889,2.2353,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
11,6,15,1,0,1,FALSE
74,4,6,1,0,1,FALSE
8,24,3,8,0,2.6667,FALSE
11,27,6,10,0.8,1.2,FALSE
17,34,1,13,0.75,2.5,FALSE
11,32,13,10,0.5,1.6667,FALSE
7,15,3,7,0,1.3333,FALSE
14,68,28,13,0.666667,5.2222,FALSE
9,12,26,3,0.428571,0.7778,FALSE
11,26,4,11,1,2.75,FALSE
11,24,6,11,1,1.75,FALSE
9,29,0,6,1,1.1429,FALSE
9,36,11,7,0.833333,1.9,FALSE
8,21,16,5,0.875,1.75,FALSE
13,60,12,10,0,5.125,FALSE
7,15,3,7,0,1.3333,FALSE
7,14,0,5,0,3,FALSE
21,44,24,21,0.8,1.125,FALSE
11,27,1,9,1,3.6667,FALSE
20,25,2,20,1,2.25,TRUE
13,1,0,2,0,1,TRUE
25,9,36,4,0,1,TRUE
7,19,4,7,1,1.5,TRUE
19,15,1,15,0,3.5,TRUE
10,30,4,10,1,1.75,TRUE
13,36,493,0,1,0.9714,TRUE
12,60,0,11,1,8.2,TRUE
11,58,28,10,0.666667,4.5556,TRUE
20,51,0,16,1,6.4,TRUE
31,36,22,14,1,1.75,TRUE
17,57,2,16,1,7.75,TRUE
10,44,47,8,0.7,2.6,TRUE
35,101,3,33,1,1.6667,TRUE
17,68,43,15,0.777778,1.8,TRUE
12,14,0,12,1,2,TRUE
5,30,1,3,0,4.5,TRUE
34,96,9,32,0.75,4.2857,TRUE
13,5,10,3,0,1,TRUE
26,63,20,26,1,1,TRUE
