@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.30434783-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,12,0,1,3,103,1,1,FALSE
2,0,14,0,8,6,69,1,2,FALSE
3,0,16,43,5,5,229,0,5,FALSE
5,0,2,0,1,2,21,0,1,FALSE
2,1,7,6,2,6,130,1,2,FALSE
1,0,6,36,0,8,51,0,1,FALSE
2,0,16,206,6,18,448,1,4,FALSE
1,0,4,1,2,6,50,0,2,FALSE
1,0,8,22,1,5,126,0,3,FALSE
1,0,3,0,1,3,29,0,1,FALSE
0,2,17,39,2,2,221,0,2,FALSE
2,0,6,0,3,1,11,0,0,FALSE
1,0,1,1,1,2,2,0,1,FALSE
2,0,7,46,0,11,83,0,2,FALSE
3,0,5,51,2,11,77,2,1,FALSE
1,0,0,6,0,1,79,0,5,FALSE
3,0,8,0,1,4,82,0,1,FALSE
1,0,10,0,2,2,49,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,4,4,1,4,3,14,0,1,TRUE
1,0,84,136,80,17,17,0,1,TRUE
1,0,4,10,4,5,5,0,1,TRUE
1,0,13,10,7,4,63,0,2,TRUE
2,0,10,0,1,3,224,1,2,TRUE
1,0,10,1,1,2,141,0,6,TRUE
2,7,17,31,11,6,156,0,3,TRUE
2,0,2,0,1,1,5,0,0,TRUE
1,0,14,406,8,29,29,0,1,TRUE
1,0,8,1,6,2,2,0,1,TRUE
2,0,2,4,1,4,24,2,1,TRUE
3,0,8,37,1,10,212,14,6,TRUE
5,0,1,0,0,3,33,0,1,TRUE
2,0,40,32,39,7,240,1,4,TRUE
1,0,176,78,171,13,13,0,1,TRUE
1,27,31,49,29,7,200,0,3,TRUE
2,0,9,92,3,17,141,4,3,TRUE
1,0,3,0,2,1,1,0,1,TRUE
3,0,7,0,1,8,86,2,1,TRUE
