@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z119.4630872

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,13,2,9,0,FALSE
10,13,2,9,0,FALSE
7,30,6,2,0,FALSE
7,24,2,2,0,FALSE
7,30,6,2,0,FALSE
6,25,3,2,0,FALSE
6,10,2,2,0,FALSE
7,21,2,2,0,FALSE
2,4,1,1,0,FALSE
5,14,0,2,0,FALSE
8,22,3,8,1,FALSE
5,41,7,5,0,FALSE
5,17,1,4,0,FALSE
5,18,3,3,0,FALSE
4,12,2,2,0,FALSE
5,11,2,4,0,FALSE
7,25,3,2,0,FALSE
5,15,0,1,0,FALSE
4,12,1,4,0,FALSE
4,10,0,3,0,FALSE
8,22,3,8,1,FALSE
1,1,1,1,0,FALSE
5,17,1,4,0,FALSE
6,9,2,6,0,FALSE
5,11,2,4,0,FALSE
4,8,2,4,1,FALSE
3,7,0,3,1,FALSE
4,12,2,2,0,FALSE
8,25,5,8,0.571429,FALSE
3,14,0,2,0,FALSE
5,17,1,2,0.285714,FALSE
4,5,2,4,0,FALSE
2,15,3,2,0,FALSE
4,11,0,2,0,FALSE
8,25,5,8,0.571429,FALSE
2,4,3,1,0,FALSE
4,24,5,2,0,FALSE
4,27,7,2,0,FALSE
6,44,7,4,0,FALSE
2,16,2,2,0,FALSE
5,41,7,5,0,FALSE
4,12,2,2,0,FALSE
12,12,4,12,0,FALSE
8,25,5,8,0.571429,FALSE
0,0,0,0,0,FALSE
3,14,0,2,0,FALSE
10,35,5,7,0,FALSE
3,7,0,3,1,FALSE
7,25,3,2,0,FALSE
5,14,0,2,0,FALSE
4,19,3,2,0,FALSE
2,4,1,1,0,FALSE
2,2,1,2,0,FALSE
1,2,1,0,0,FALSE
6,8,3,6,0,FALSE
8,22,3,8,1,FALSE
13,40,4,2,0,FALSE
7,21,2,2,0,FALSE
5,26,8,2,0,FALSE
0,0,0,0,0,FALSE
5,14,0,2,0,FALSE
2,20,3,2,0,FALSE
6,25,3,2,0,FALSE
4,25,4,2,0,FALSE
8,10,0,8,0,FALSE
2,4,3,1,0,FALSE
5,15,0,1,0,FALSE
4,10,2,4,0,FALSE
7,24,2,2,0,FALSE
4,19,3,2,0,FALSE
5,18,3,3,0,FALSE
5,17,1,2,0.285714,FALSE
5,26,8,2,0,FALSE
6,10,2,2,0,FALSE
4,10,0,3,0,FALSE
10,37,2,7,0,FALSE
5,14,0,2,0,FALSE
1,1,1,1,0,FALSE
7,32,4,2,0,FALSE
2,15,3,2,0,FALSE
4,12,2,2,0,FALSE
2,16,2,2,0,FALSE
4,27,7,2,0,FALSE
5,14,0,2,0,FALSE
8,25,5,8,0.571429,FALSE
6,6,1,6,0,FALSE
4,8,3,4,0,FALSE
5,31,7,2,0,FALSE
7,22,6,3,0,TRUE
2,4,0,2,0,TRUE
2,5,1,1,1,TRUE
12,41,2,9,0,TRUE
7,30,6,2,0,TRUE
5,31,7,2,0,TRUE
7,13,1,7,0,TRUE
13,62,9,8,0,TRUE
5,17,1,2,0,TRUE
8,22,6,8,0,TRUE
22,35,9,21,0.875,TRUE
18,55,11,12,0.47619,TRUE
5,31,9,2,0,TRUE
18,42,8,17,0.064516,TRUE
2,4,3,2,0,TRUE
20,31,9,19,1,TRUE
18,78,15,9,0.25,TRUE
14,42,11,9,0,TRUE
9,18,4,8,0.625,TRUE
5,31,7,2,0,TRUE
2,4,1,1,0,TRUE
6,25,2,3,0.6,TRUE
10,41,5,8,1,TRUE
5,31,7,2,0,TRUE
7,11,1,7,1,TRUE
6,8,3,6,0,TRUE
7,13,1,7,0,TRUE
17,30,7,13,1,TRUE
10,17,1,9,0,TRUE
12,35,10,11,0.064516,TRUE
7,22,6,3,0,TRUE
19,36,7,15,0.888889,TRUE
2,5,1,1,1,TRUE
13,40,4,2,0,TRUE
1,14,2,1,0,TRUE
18,78,15,9,0.25,TRUE
23,32,0,22,1,TRUE
14,42,11,9,0,TRUE
28,46,1,26,1,TRUE
5,14,0,2,0,TRUE
9,18,4,8,0.625,TRUE
2,5,1,1,1,TRUE
28,46,1,26,1,TRUE
10,17,1,9,0,TRUE
6,25,4,1,0.75,TRUE
7,13,1,7,0,TRUE
13,40,4,2,0,TRUE
2,4,3,2,0,TRUE
14,42,11,9,0,TRUE
13,62,9,8,0,TRUE
9,9,4,9,0,TRUE
13,62,9,8,0,TRUE
5,17,1,2,0,TRUE
2,4,1,1,0,TRUE
19,79,14,9,0.25,TRUE
23,32,0,22,1,TRUE
19,43,7,13,0.666667,TRUE
5,31,9,2,0,TRUE
6,8,3,6,0,TRUE
20,31,9,19,1,TRUE
7,13,1,7,0,TRUE
19,40,4,14,0.5,TRUE
7,16,1,6,0.75,TRUE
16,41,5,13,0.375,TRUE
19,36,7,15,0.888889,TRUE
16,48,10,16,0,TRUE
5,31,7,2,0,TRUE
13,40,4,2,0,TRUE
5,31,9,2,0,TRUE
19,36,7,15,0.888889,TRUE
7,16,1,6,0.75,TRUE
19,43,7,13,0.666667,TRUE
2,4,1,1,0,TRUE
19,43,7,13,0.666667,TRUE
1,1,1,1,0,TRUE
13,62,9,8,0,TRUE
1,1,1,1,0,TRUE
6,25,2,3,0.6,TRUE
2,4,0,2,0,TRUE
1,1,1,1,0,TRUE
6,8,3,6,0,TRUE
8,31,6,2,0,TRUE
28,46,1,26,1,TRUE
4,25,4,3,0.5,TRUE
10,17,1,9,0,TRUE
12,41,2,9,0,TRUE
7,22,6,3,0,TRUE
10,17,1,9,0,TRUE
