@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,0,1,0,0,1,6,0,0,FALSE
1,0,6,1,6,2,2,0,1,FALSE
3,3,10,6,10,4,20,0,0,FALSE
1,3,31,1214,6,45,737,0,7,FALSE
1,0,188,0,187,1,1,0,1,FALSE
1,0,15,330,2,28,235,0,2,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,4,3,4,2,201,0,9,FALSE
1,0,8,0,7,1,1,0,1,FALSE
5,0,12,24,1,8,47,1,1,FALSE
1,0,104,0,103,1,1,0,1,FALSE
1,0,21,0,21,1,1,0,1,FALSE
1,0,16,4,11,4,22,0,1,FALSE
2,0,20,41,1,8,479,2,8,FALSE
1,0,5,20,1,7,94,0,4,TRUE
1,0,18,0,18,1,1,0,1,TRUE
1,1,16,437,1,28,251,0,2,TRUE
1,0,9,43,1,9,103,0,4,TRUE
