@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
57,4,FALSE
102,13,FALSE
4,4,FALSE
54,13,FALSE
6,6,FALSE
52,10,FALSE
18,15,FALSE
23,9,FALSE
11,6,FALSE
3,6,FALSE
67,18,FALSE
9,8,FALSE
60,9,FALSE
64,14,FALSE
74,11,FALSE
10,6,FALSE
45,9,FALSE
16,8,FALSE
5,5,FALSE
34,13,FALSE
73,13,FALSE
34,11,FALSE
112,15,FALSE
39,15,FALSE
51,17,TRUE
27,9,TRUE
142,17,TRUE
95,19,TRUE
