@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,5,FALSE
203,23,FALSE
76,19,FALSE
25,10,FALSE
22,7,FALSE
9,8,FALSE
32,11,FALSE
74,10,FALSE
35,13,FALSE
6,6,FALSE
60,16,FALSE
20,6,FALSE
86,13,FALSE
2,2,FALSE
17,5,FALSE
79,10,FALSE
20,7,FALSE
115,13,FALSE
3,5,FALSE
149,17,FALSE
2,2,FALSE
13,4,FALSE
42,8,FALSE
46,13,FALSE
10,11,TRUE
307,23,TRUE
18,6,TRUE
89,18,TRUE
