@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-23,15,26,FALSE
4,1,0,0,43,0,35,FALSE
0,0,0,0,-21,0,0,FALSE
1,0,1,1,21,29,63,FALSE
0,0,0,0,-19,18,27,FALSE
2,1,0,0,26,7,10,FALSE
0,0,0,0,-23,0,134,FALSE
5,3,0,0,45,59,90,FALSE
0,0,0,0,-19,0,14,FALSE
0,0,0,0,-17,0,0,FALSE
3,0,0,0,25,0,40,FALSE
0,0,0,0,-43,0,47,FALSE
2,2,0,0,22,64,53,FALSE
1,0,0,0,43,17,10,TRUE
4,4,0,0,29,5,35,TRUE
