@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,31,15,7,10,0.666667,166,1,0.3,15.3,FALSE
5,6,15,1,6,2,6,0,0.444444,0,FALSE
2,81,100,1,9,0.7125,654,0,0.27451,37.176471,FALSE
157,212,3687,17,77,0.970476,2452,4,0.105495,25.56044,FALSE
6,11,3,3,3,2,37,0,1,11.333333,FALSE
1,0,0,0,0,2,24,0,0,0,FALSE
11,65,75,11,11,0.693878,443,0,0.295238,28.066667,FALSE
4,20,0,4,4,0.333333,145,1,0.9,27.4,FALSE
20,41,0,7,13,0.461538,174,1,0.392857,11.285714,FALSE
19,3,3,0,3,2,3,0,1,0,FALSE
11,36,0,11,10,0.694444,236,1,0.45,22.2,FALSE
0,0,0,0,0,2,0,0,0,0,FALSE
19,49,125,5,18,0.809524,382,1,0.309091,16.045455,FALSE
5,60,16,5,8,0.902098,720,1,0.305556,57.916667,FALSE
10,33,35,10,6,0.851852,165,1,0.351852,15.2,FALSE
21,11,8,1,5,0.75,59,0,0.7,10.6,FALSE
69,10,8,0,3,0.3125,69,1,0.583333,12,FALSE
6,25,0,1,7,0.6,169,0,0.416667,19.5,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
4,39,22,3,6,0.785714,377,0,0.166667,45.875,FALSE
5,7,1,4,3,0.5,29,0,0.666667,8.333333,FALSE
1,36,4,0,4,0.583333,375,0,0.5,73.4,FALSE
4,32,34,3,0,0.9375,145,1,0.481481,14.888889,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
15,36,3,9,10,0.583333,249,2,0.266667,23.5,FALSE
6,21,28,3,6,1,70,0,0.175,7.625,FALSE
11,45,112,4,16,0.684211,543,0,0.316667,25.8,FALSE
4,18,14,1,4,0.65625,88,0,0.518519,8.333333,FALSE
3,4,1,2,1,2,19,0,1,8,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
4,13,1,4,1,2,56,0,1,27,FALSE
21,123,302,18,11,0.868946,1423,0,0.158025,49.357143,FALSE
3,17,4,3,3,0.666667,152,0,0.75,36.75,FALSE
15,88,201,15,19,0.847107,541,1,0.144928,22.043478,FALSE
0,16,34,0,8,0,60,0,0.666667,5.555556,FALSE
3,8,0,1,3,0,32,0,0.555556,9.333333,FALSE
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
1,11,0,1,1,0.222222,68,1,0.5,15.25,FALSE
14,24,19,4,5,0.666667,146,1,0.266667,13.3,FALSE
11,41,67,8,11,0.846154,366,1,0.223214,24.714286,FALSE
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
32,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
