@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,8,1,3,2,2,33,0,1,15.5,FALSE
6,11,1,5,2,2,41,0,1,19.5,FALSE
10,56,119,10,15,0.882353,460,0,0.377778,23.833333,FALSE
1,14,28,0,8,2,274,0,0.45,33.25,FALSE
1,5,1,1,2,2,10,0,0.75,4,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
2,13,6,1,4,2,45,0,0.625,10.25,FALSE
1,11,7,0,7,0.333333,105,0,0.714286,13.571429,FALSE
32,36,36,0,7,1.104167,281,0,0.25,29.555556,FALSE
6,42,21,6,7,0.793651,369,0,0.45,35.2,FALSE
11,38,1,7,11,0.84,391,0,0.215909,33.636364,FALSE
24,81,147,8,7,0.861111,560,1,0.171296,28.157895,FALSE
3,13,31,2,10,0.703704,76,1,0.375,6.3,FALSE
11,31,0,5,8,0.693878,329,1,0.25,39.25,FALSE
5,22,0,5,3,0,149,0,0.666667,48.333333,FALSE
11,65,75,11,11,0.693878,443,0,0.295238,28.066667,FALSE
4,4,1,3,1,2,11,0,0.666667,4.5,FALSE
3,40,84,2,16,0.658333,604,2,0.291667,36.25,FALSE
14,67,130,13,16,0.84689,812,4,0.25,39.05,FALSE
0,4,3,0,3,2,20,0,0.5,5.666667,FALSE
6,15,0,2,4,0.333333,83,0,0.4375,19.5,FALSE
10,25,6,9,2,1,183,0,0.5,44.5,FALSE
10,96,175,10,19,0.886364,1034,2,0.191304,43.086957,FALSE
1,40,18,0,7,0.666667,464,0,0.346939,56.625,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
1,11,7,0,7,0.333333,98,0,0.714286,12.571429,FALSE
7,13,1,6,2,2,66,0,1,31.5,FALSE
4,6,0,3,3,0,30,0,0.666667,8.666667,FALSE
3,30,27,2,5,0.761905,245,1,0.283333,22.8,FALSE
1,9,0,1,1,0,58,1,0.666667,17.333333,FALSE
4,32,34,3,0,0.9375,145,1,0.481481,14.888889,FALSE
8,55,119,8,15,0.882353,474,0,0.472222,24.611111,FALSE
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
11,23,10,10,4,1,130,0,0.5,24.8,FALSE
100,28,158,6,16,0.877193,164,3,0.258333,6.9,FALSE
4,13,0,4,4,0.625,76,1,0.5,13.4,FALSE
13,80,59,13,17,0.977444,678,1,0.477273,28.954545,FALSE
3,18,0,3,6,0.64,128,0,0.555556,19.5,FALSE
3,13,31,2,10,0.703704,76,1,0.375,6.3,FALSE
4,18,0,4,5,0.666667,107,0,0.8,19.8,FALSE
3,21,44,2,5,0.805195,147,1,0.261905,10.666667,FALSE
3,20,4,2,4,0.833333,168,0,0.466667,32,FALSE
9,6,15,1,6,1.2,10,0,0.722222,0,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,FALSE
12,65,2,12,6,0.916667,583,0,0.333333,70.375,FALSE
5,12,3,4,1,2,40,0,0.666667,12.333333,FALSE
8,16,0,3,3,0.583333,105,1,0.583333,19.4,FALSE
0,0,0,0,0,2,0,0,0,0,FALSE
9,43,0,9,5,0.666667,276,0,0.533333,53.6,FALSE
11,33,0,5,6,0.428571,181,0,0.3125,21.375,FALSE
8,21,1,7,5,0.8,95,2,0.6,14.333333,FALSE
6,21,28,3,6,1,70,0,0.175,7.625,FALSE
10,49,115,9,14,0.836601,397,3,0.333333,20.555556,FALSE
4,4,6,1,4,2,4,0,0.5,0,FALSE
2,8,1,1,2,2,48,0,0.5,23,FALSE
10,9,1,4,2,2,31,0,0.666667,14.5,FALSE
6,7,21,1,7,2,7,0,1,0,FALSE
4,2,1,2,2,2,2,0,0.75,0,FALSE
9,26,1,8,2,2,248,0,1,123,FALSE
21,94,461,11,33,0.786842,559,6,0.153846,13.076923,FALSE
4,9,3,3,3,2,27,0,0.555556,8,FALSE
8,16,3,7,1,2,125,0,0.444444,40.666667,FALSE
0,0,0,0,0,2,0,0,0,0,FALSE
5,22,0,4,5,0.555556,150,0,0.47619,20,FALSE
5,66,348,3,12,0.810714,567,2,0.317241,18.206897,FALSE
11,7,21,1,7,2,7,0,1,0,FALSE
4,21,3,4,1,1.5,144,0,1,46.666667,FALSE
9,25,1,2,3,0,277,1,0.666667,91,FALSE
7,36,0,7,7,0.666667,261,0,0.342857,35.571429,FALSE
9,31,15,7,10,0.666667,166,1,0.3,15.3,FALSE
7,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
25,108,964,20,44,0.946302,816,4,0.154167,15.5625,FALSE
5,16,0,5,4,0.333333,95,0,0.75,22.25,FALSE
1,19,0,0,3,0.5,108,0,0.533333,20.2,FALSE
3,22,44,2,5,0.805195,156,1,0.261905,11.416667,FALSE
4,18,10,4,6,0.714286,172,0,0.75,20.125,FALSE
15,56,86,12,6,0.8,375,2,0.226667,22.25,FALSE
15,109,395,13,13,0.869732,929,4,0.211207,29.666667,FALSE
8,31,13,8,4,0.75,151,0,0.4,20.285714,FALSE
