@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
19,74,741,13,40,0.94835,550,4,0.210884,11.690476,FALSE
7,8,3,4,2,2,27,0,0.666667,8,FALSE
18,8,3,3,6,0.4,39,0,0.5,5.333333,FALSE
25,78,218,21,17,0.914783,1203,0,0.322981,48.083333,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
8,1,0,2,1,2,3,0,1,0,FALSE
10,33,0,10,6,0.6,511,0,0.555556,83.5,FALSE
6,26,0,6,4,0.375,141,0,0.466667,26.8,FALSE
8,16,3,7,1,2,125,0,0.444444,40.666667,FALSE
4,40,330,2,2,0.781057,2014,1,0.20625,60.46875,FALSE
12,5,0,4,3,0.333333,18,1,0.4375,3.25,FALSE
9,50,21,9,1,2,686,0,0.714286,97,FALSE
9,19,1,8,2,2,120,0,1,59,FALSE
5,19,1,4,5,0.52381,285,0,0.47619,38.714286,FALSE
12,22,3,10,2,1.5,72,0,1,22.666667,FALSE
157,212,3687,17,77,0.970476,2452,4,0.105495,25.56044,FALSE
7,15,1,1,4,0.583333,92,1,0.464286,11.571429,FALSE
8,1,0,2,1,2,1,0,1,0,FALSE
5,9,0,2,3,0,47,0,0.666667,14.333333,FALSE
1,0,0,0,0,2,48,0,0,0,FALSE
28,196,2320,28,68,0.935223,2040,9,0.161184,25.155844,FALSE
6,65,243,2,30,0.726667,747,0,0.182796,22.612903,FALSE
31,5,10,0,5,2,5,0,0.533333,0,FALSE
2,21,26,1,5,0.714286,89,0,0.142857,10,FALSE
6,21,0,6,4,0.333333,87,0,1,20.5,FALSE
3,47,60,3,5,0.818182,466,0,0.15,37.583333,FALSE
6,26,0,5,5,0.571429,164,0,0.375,19.125,FALSE
4,18,10,4,6,0.714286,172,0,0.75,20.125,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
4,2,0,0,1,2,5,0,1,4,FALSE
14,24,15,0,5,1,116,0,0.3,18.166667,FALSE
3,4,1,3,1,2,11,0,0.666667,4.5,FALSE
3,22,44,2,5,0.805195,156,1,0.261905,11.416667,FALSE
1,19,0,0,3,0.5,108,0,0.533333,20.2,FALSE
9,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
69,10,8,0,3,0.3125,69,1,0.583333,12,FALSE
10,83,70,10,10,0.965517,1273,0,0.176471,72.176471,FALSE
12,36,0,12,4,0.525,375,3,0.4,40.111111,FALSE
7,21,0,7,7,0.625,144,0,0.342857,19,FALSE
5,68,181,3,17,0.806818,462,0,0.140909,18.73913,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
12,37,32,12,12,0.858586,310,1,0.458333,24.083333,FALSE
4,2,1,2,2,2,2,0,0.75,0,FALSE
9,34,10,9,7,0.729167,214,0,0.3125,22.111111,FALSE
5,37,4,5,2,0.5,250,0,0.5,48.8,FALSE
6,16,0,6,4,0.333333,46,0,0.625,10.25,FALSE
24,29,59,4,5,0.714286,169,1,0.209524,10.066667,FALSE
24,81,147,8,7,0.861111,560,1,0.171296,28.157895,FALSE
7,19,4,4,4,0.75,151,0,0.4,28.8,FALSE
2,39,10,2,8,0.714286,282,0,0.325,33.75,FALSE
3,7,1,3,2,2,23,0,1,10.5,FALSE
6,25,0,5,6,0.703704,251,1,0.375,23.2,FALSE
23,24,276,20,24,2,24,0,0.089286,0,FALSE
4,24,5,4,5,0.733333,153,0,0.5,24,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
15,62,78,14,12,0.8125,416,1,0.205882,23.176471,FALSE
4,13,0,3,4,0,87,0,0.75,20.5,FALSE
10,96,175,10,19,0.886364,1034,2,0.191304,43.086957,FALSE
5,6,15,1,6,2,6,0,0.444444,0,FALSE
4,39,22,3,6,0.785714,377,0,0.166667,45.875,FALSE
17,15,13,3,11,0.75,97,3,0.220779,7.272727,FALSE
5,7,6,0,5,0.75,32,0,0.7,5,FALSE
