@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
15,83,142,13,8,0.78,799,5,0.186508,36.571429,FALSE
6,21,28,3,6,1,70,0,0.175,7.625,FALSE
3,12,0,3,3,0.666667,55,0,0.625,12.25,FALSE
9,24,1,8,2,2,147,0,1,72.5,FALSE
4,37,0,1,1,0.766234,340,0,0.818182,26.166667,FALSE
6,65,243,2,30,0.726667,747,0,0.182796,22.612903,FALSE
117,37,179,7,17,0.818182,255,4,0.246377,9.73913,FALSE
4,2,1,2,2,2,2,0,0.75,0,FALSE
8,34,65,8,14,0.910256,404,1,0.595238,27,FALSE
4,40,330,2,2,0.781057,2014,1,0.20625,60.46875,FALSE
1,7,0,1,1,2,40,0,1,37,FALSE
11,39,0,8,6,0.657143,294,1,0.325,35.125,FALSE
6,4,6,1,4,2,4,0,0.5,0,FALSE
3,20,4,2,4,0.833333,168,0,0.466667,32,FALSE
5,41,21,5,7,0.793651,360,0,0.45,34.3,FALSE
25,44,45,10,13,0.619048,311,3,0.216667,19.333333,FALSE
6,12,6,5,3,2,71,0,0.5,16.75,FALSE
6,34,4,4,6,0.651515,367,0,0.3125,29.083333,FALSE
2,7,6,1,4,2,20,0,0.875,4,FALSE
3,15,0,1,4,0.5,137,0,0.9,25.2,FALSE
4,25,11,4,4,0.8,157,0,0.4,24.833333,FALSE
5,34,0,5,3,0.866667,237,0,0.444444,38,FALSE
1,15,0,0,6,0,45,0,0.444444,6.333333,FALSE
5,2,1,0,2,2,2,0,0.75,0,FALSE
12,38,4,10,6,0.52381,243,1,0.35,29,FALSE
11,72,39,10,12,0.714286,683,0,0.277778,43.733333,FALSE
3,10,0,3,3,0,32,0,0.666667,9.333333,FALSE
8,26,0,4,7,0.666667,261,0,0.342857,35.714286,FALSE
6,10,0,2,4,0.333333,125,0,0.5,29.5,FALSE
6,6,1,1,3,0.5,25,0,0.833333,7,FALSE
