@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z89.95633188-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
17,91,106,13,0.354167,453,1,0.144796,0,25.470588,TRUE
12,24,36,10,0.772727,143,0.5,0.4,6,10.75,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
18,61,57,13,0.607843,316,1,0.172222,1,16.388889,TRUE
26,78,65,19,0.75,984,0.6,0.147929,0,36.076923,TRUE
20,32,114,18,0.789474,357,0.833333,0.45,6,16.55,TRUE
16,31,102,11,0.933333,9849,0.75,0.190476,0,614.0625,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
8,19,0,7,1.142857,161,0.5,0.35,5,18.875,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,TRUE
35,43,595,32,2,379,0,0.2,0,9.828571,TRUE
5,7,4,5,0.5,29,1,0.6,0,4.6,TRUE
6,22,3,6,0.75,111,1,0.333333,0,16.833333,TRUE
26,42,325,22,1.04,693,0,0.544872,0,25.461538,TRUE
8,15,26,7,0.857143,219,0.25,0.342857,1,25.875,TRUE
10,18,45,8,1.111111,87,0,0.525,6,7.6,TRUE
4,8,6,4,2,20,0,0.666667,0,4,TRUE
6,12,0,5,0.2,266,1,0.166667,0,43.166667,TRUE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,TRUE
24,39,252,22,0.782609,365,0.8,0.261905,6,14,TRUE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,TRUE
93,244,0,79,0.925951,1441,0.4375,0.144928,0,14.322581,TRUE
20,35,114,18,0.855263,359,0.625,0.45,6,16.55,TRUE
11,16,55,11,1.1,96,0.333333,0.272727,0,7.454545,TRUE
11,21,43,9,0.85,117,0.5,0.418182,6,9.454545,TRUE
9,12,24,9,0.9375,48,0.75,0.416667,2,3.888889,TRUE
11,14,33,11,0.9,66,0.75,0.327273,2,4.636364,TRUE
12,30,48,9,0.818182,322,1,0.5,0,25.25,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
48,65,694,45,0.911702,677,0.95,0.27305,6,12.6875,TRUE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,TRUE
38,60,255,36,0.924925,801,0.518519,0.331579,6,19.368421,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
16,27,120,16,2,105,0,0.53125,0,5.5625,TRUE
7,56,9,5,0.722222,743,1,0.166667,0,104.714286,TRUE
24,37,210,21,0.875,368,0.625,0.298611,6,14,TRUE
5,8,10,4,1.25,26,0,0.5,2,4,TRUE
15,31,79,13,0.785714,251,0.666667,0.483333,6,15.533333,TRUE
18,28,111,16,0.776471,231,0.8,0.458333,6,11.555556,TRUE
17,41,66,15,0.85,319,0.4,0.313725,6,17.470588,TRUE
21,53,176,16,0.725,353,0.75,0.3625,0,15.428571,TRUE
5,7,4,5,0.5,29,1,0.6,0,4.6,TRUE
22,41,159,18,0.702381,325,0.75,0.266234,6,13.590909,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
10,20,0,10,0,53,1,0.55,2,4.2,TRUE
6,56,15,6,1.2,923,1,0.666667,0,152.5,TRUE
26,46,117,24,0.936364,505,0.363636,0.346154,6,17.576923,TRUE
38,56,511,35,0.938063,603,0.625,0.239382,6,14.236842,TRUE
30,53,331,24,0.873563,767,0,0.391667,0,24.366667,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
6,15,15,6,1.177143,275,0.057143,0.3,2,39,TRUE
21,30,198,19,0.921429,234,0.857143,0.361905,4,9.809524,TRUE
13,25,56,11,0.805556,158,0.666667,0.5,6,10.923077,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
22,51,89,22,0.721088,417,0.857143,0.233766,2,17.636364,TRUE
11,21,43,9,0.85,116,0.5,0.418182,6,9.363636,TRUE
11,22,43,9,1,120,0.2,0.522727,6,9.454545,TRUE
24,50,244,22,0.908213,402,0.444444,0.284722,5,15.375,TRUE
4,8,6,4,2,20,0,0.666667,0,4,TRUE
6,15,15,6,1.178378,287,0.054054,0.3,2,40.666667,TRUE
11,21,43,9,0.85,117,0,0.418182,6,9.454545,TRUE
37,80,470,32,0.863426,866,0.833333,0.219595,6,22.081081,TRUE
53,172,106,44,0.877622,1743,0.727273,0.14645,0,31.679245,TRUE
12,165,62,5,0.818182,1358,0.5,0.239583,0,112,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
10,14,45,10,1.111111,52,0.5,0.32,0,4,TRUE
25,41,258,23,0.758333,389,0.8,0.257143,6,14.36,TRUE
12,22,54,10,0.981818,120,0.2,0.5,6,8.583333,TRUE
84,269,2582,46,0.907322,3213,1,0.168675,0,37.095238,TRUE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,TRUE
8,20,0,3,0.369048,441,1,0.416667,0,52.625,TRUE
5,6,10,5,1,18,1,0.6,2,2.4,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
2,5,0,2,0,42,0,0.833333,0,19,TRUE
14,25,77,11,0.861538,212,0.8,0.517857,5,13.785714,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
12,56,60,12,1,415,0.25,0.283333,0,33.25,TRUE
12,23,6,12,0.672727,154,0,0.316667,1,11.416667,TRUE
