@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z89.95633188-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
8,15,26,7,0.857143,219,0.25,0.342857,1,25.875,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,TRUE
54,140,651,7,0.766926,1806,0.705882,0.174004,0,32.12963,TRUE
18,40,103,16,0.848739,327,0,0.472222,6,16.777778,TRUE
16,31,102,11,0.933333,9857,0.75,0.190476,0,614.5625,TRUE
23,36,201,23,0.833333,379,0.833333,0.369565,2,15.217391,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
15,25,87,13,0.803571,143,0.75,0.483333,6,8.266667,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
30,53,331,24,0.873563,767,0,0.391667,0,24.366667,TRUE
10,22,27,8,0.809524,222,1,0.5,0,20.5,TRUE
27,82,0,24,0.723077,553,0.8,0.183761,0,19.296296,TRUE
25,44,128,23,0.948864,429,0.363636,0.352,6,15.28,TRUE
12,165,62,5,0.818182,1358,0.5,0.239583,0,112,TRUE
14,26,57,12,0.769231,195,0.666667,0.482143,6,12.714286,TRUE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,TRUE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,TRUE
7,17,0,6,0.888889,120,0.333333,0.52381,5,15.714286,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
13,24,64,11,0.833333,144,0.75,0.5,6,9.769231,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
14,27,57,12,0.769231,195,0.666667,0.482143,6,12.714286,TRUE
13,25,56,11,0.805556,158,0.666667,0.5,6,10.923077,TRUE
10,28,31,5,0.577778,414,0.8,0.206349,0,39.9,TRUE
25,51,228,20,0.770833,419,0.833333,0.251429,6,15.52,TRUE
27,47,195,27,0.875,484,0.833333,0.265432,5,16.481481,TRUE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,TRUE
10,20,0,10,0,53,1,0.55,2,4.2,TRUE
23,24,253,23,2,49,0,0.669565,2,1.130435,TRUE
12,24,46,10,1,145,0.166667,0.5,6,10.583333,TRUE
5,9,10,5,1.25,28,0,0.55,3,4.4,TRUE
10,14,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
54,141,651,7,0.766926,1861,0.705882,0.174004,0,33.148148,TRUE
11,16,55,11,1.1,96,0.333333,0.272727,0,7.454545,TRUE
16,27,120,16,2,105,0,0.53125,0,5.5625,TRUE
14,34,43,12,0.717949,346,0.666667,0.517857,6,23.5,TRUE
5,6,10,5,1.25,18,0.5,0.6,2,2.2,TRUE
8,13,28,8,1.142857,56,0,0.40625,2,5.75,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
24,50,244,22,0.908213,402,0.444444,0.284722,5,15.375,TRUE
6,56,15,6,1.2,923,1,0.666667,0,152.5,TRUE
11,23,25,9,0.8,183,0.5,0.431818,6,15.272727,TRUE
13,24,56,11,0.777778,141,0.666667,0.5,6,9.615385,TRUE
6,12,0,5,0.2,266,1,0.166667,0,43.166667,TRUE
12,22,54,10,0.818182,117,0.5,0.5,6,8.583333,TRUE
11,21,43,9,0.85,117,0,0.418182,6,9.454545,TRUE
8,12,22,7,0.885714,102,0.8,0.35,2,11.125,TRUE
6,28,15,3,2,191,0,0.333333,0,30.833333,TRUE
19,30,119,17,0.824074,281,0.833333,0.460526,6,13.473684,TRUE
24,38,252,22,0.782609,366,0.8,0.305556,6,14.041667,TRUE
11,22,0,8,0.35,180,1,0.545455,6,15.181818,TRUE
26,42,325,22,1.04,693,0,0.544872,0,25.461538,TRUE
20,32,114,18,0.789474,357,0.833333,0.45,6,16.55,TRUE
3,30,3,2,2,315,0,0.333333,0,104,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
12,22,46,10,0.818182,128,0,0.4,6,9.5,TRUE
10,15,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
20,37,0,18,0.684211,321,0.833333,0.36,6,14.75,TRUE
30,104,87,22,0.748276,1151,0.6,0.146154,0,36.7,TRUE
49,66,664,46,0.902083,728,0.95,0.270833,6,13.44898,TRUE
12,26,48,10,0.890909,171,0.6,0.35,2,12.833333,TRUE
25,67,22,22,0.5,961,0,0.244444,5,37.36,TRUE
42,89,0,41,1,361,0.066667,0.304762,0,6.52381,TRUE
30,60,257,16,0.958418,671,1,0.2,0,20.233333,TRUE
13,25,66,11,0.777778,175,0.666667,0.333333,6,12.230769,TRUE
9,123,32,5,0.75,1079,0.5,0.253968,0,118.666667,TRUE
9,17,2,6,0.6875,145,0.75,0.527778,6,14.666667,TRUE
21,44,0,20,0.976667,153,0.133333,0.253968,0,5.571429,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
8,13,28,8,1.142857,56,0,0.40625,2,5.75,TRUE
2,5,0,2,0,42,0,0.833333,0,19,TRUE
13,30,34,11,0.75,191,0,0.294872,5,13.307692,TRUE
17,38,104,15,0.883929,293,0,0.485294,6,15.823529,TRUE
5,21,2,5,0.75,103,1,0.36,0,18.8,TRUE
18,31,91,16,0.776471,303,0.8,0.458333,6,15.555556,TRUE
38,87,349,18,0.888288,1625,0.933333,0.243421,7,41.368421,TRUE
12,23,46,10,0.818182,122,0.5,0.4,6,9,TRUE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,TRUE
9,17,0,7,0.5,234,1,0.511111,0,24.555556,TRUE
12,23,46,10,0.818182,122,0.5,0.4,6,9,TRUE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,TRUE
11,21,43,9,0.85,117,0.5,0.418182,6,9.454545,TRUE
6,11,0,5,0,170,1,0.541667,0,27.166667,TRUE
19,34,141,17,0.814815,253,0.833333,0.307018,6,12,TRUE
12,21,66,11,1.090909,97,0.333333,0.333333,2,6.833333,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
3,10,0,3,0.25,78,1,0.666667,0,24.333333,TRUE
129,376,6636,95,0.942356,3629,0.72973,0.067187,0,26.844961,TRUE
28,42,312,26,0.796296,434,0.833333,0.21875,6,14.285714,TRUE
6,19,15,5,2,171,0,0.666667,0,27.5,TRUE
27,42,209,24,0.846154,372,0.9,0.346154,6,12.407407,TRUE
18,33,81,16,0.764706,308,0.8,0.305556,6,15.833333,TRUE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
12,37,66,10,1.090909,494,1,0.27381,0,40.083333,TRUE
18,35,1,16,0.670588,276,0.8,0.366667,6,14.055556,TRUE
5,20,0,4,0.5,138,1,0.5,1,26.2,TRUE
8,12,8,7,0.821429,129,0.083333,0.642857,0,13.625,TRUE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,FALSE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,FALSE
0,0,0,0,2,7,0,0,0,0,FALSE
10,18,45,8,1.111111,87,0,0.525,6,7.6,FALSE
7,30,0,4,0.333333,212,0,0.47619,0,29,FALSE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,FALSE
4,11,4,2,0.833333,108,1,0.4,1,25.5,FALSE
11,21,9,11,0.25,92,1,0.454545,0,7.181818,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
3,21,3,2,2,112,0,0.333333,0,36.333333,FALSE
3,30,3,2,2,315,0,0.333333,0,104,FALSE
3,8,0,3,0,32,0,0.666667,0,9.333333,FALSE
10,14,45,10,1.111111,52,0.5,0.32,0,4,FALSE
2,16,1,2,2,231,0,0.5,0,114.5,FALSE
15,32,79,13,0.785714,251,0.666667,0.483333,6,15.533333,FALSE
26,46,117,24,0.936364,505,0.363636,0.346154,6,17.576923,FALSE
11,17,9,11,0.25,85,1,0.522727,0,6.545455,FALSE
3,5,3,2,2,43,0,0.5,0,13.333333,FALSE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,FALSE
4,4,6,4,2,4,0,0.75,0,0,FALSE
6,6,15,6,2,6,0,0.583333,0,0,FALSE
7,29,1,1,0,257,1,0.514286,0,35.571429,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
5,16,10,5,2,50,0,0.5,0,9,FALSE
15,25,87,13,0.803571,143,0.75,0.483333,6,8.266667,FALSE
5,6,0,5,2,37,0,0.466667,0,6.4,FALSE
8,19,0,7,1.142857,161,0.5,0.35,5,18.875,FALSE
12,25,24,8,0.863636,319,1,0.214286,0,25.25,FALSE
10,19,0,10,0,86,1,0.32,2,7.5,FALSE
4,5,0,3,0.666667,28,1,0.4375,0,5.25,FALSE
7,56,9,5,0.722222,713,1,0.166667,0,100.428571,FALSE
11,21,9,11,0.25,92,1,0.454545,0,7.181818,FALSE
12,22,54,10,0.818182,117,0.5,0.5,6,8.583333,FALSE
8,15,4,5,0.428571,90,1,0.425,1,9.875,FALSE
16,30,88,14,0.683333,250,0,0.21875,0,14.375,FALSE
39,58,115,37,0.858553,697,0.9375,0.277778,6,16.461538,FALSE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,FALSE
11,21,49,9,0.975,108,0.25,0.522727,6,8.454545,FALSE
16,28,120,16,1.066667,104,0,0.53125,0,5.4375,FALSE
8,15,4,5,0.428571,90,1,0.425,1,9.875,FALSE
11,21,9,11,0.25,92,1,0.454545,0,7.181818,FALSE
11,21,43,9,0.85,117,0.5,0.418182,6,9.454545,FALSE
8,19,0,6,0.821429,324,1,0.583333,2,38.5,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
16,30,88,14,0.683333,250,0,0.21875,0,14.375,FALSE
57,87,1362,17,0.927083,1806,1,0.265306,7,30.473684,FALSE
17,95,106,13,0.354167,461,1,0.144796,0,25.941176,FALSE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,FALSE
10,15,45,10,1.111111,59,0.333333,0.32,0,4.6,FALSE
3,10,0,3,0.25,78,1,0.666667,0,24.333333,FALSE
0,0,0,0,2,5,0,0,0,0,FALSE
6,22,0,0,0.333333,163,1,0.5,0,25.666667,FALSE
10,14,45,10,1.111111,63,0.333333,0.32,0,5,FALSE
57,87,1362,17,0.927083,1806,1,0.265306,7,30.473684,FALSE
30,53,331,24,0.873563,767,0,0.391667,0,24.366667,FALSE
4,4,6,4,2,4,0,0.583333,0,0,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
2,8,1,2,2,27,0,0.5,0,12.5,FALSE
42,89,0,41,1,361,0.066667,0.304762,0,6.52381,FALSE
10,19,5,8,0.740741,223,1,0.228571,2,21,FALSE
24,39,204,21,0.882609,418,0.7,0.298611,6,16,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
8,12,22,7,0.885714,102,0.8,0.35,2,11.125,FALSE
10,14,45,10,1.111111,59,0.333333,0.32,0,4.6,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,FALSE
11,34,0,10,0.566667,210,1,0.272727,0,17.818182,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
0,0,0,0,2,4,0,0,0,0,FALSE
22,34,141,20,0.957393,423,0.315789,0.443182,6,17.363636,FALSE
11,15,21,11,0.533333,90,1,0.454545,0,6.909091,FALSE
3,10,3,1,2,27,0,0.666667,1,8,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
6,13,0,4,0.5,107,1,0.458333,0,16.5,FALSE
13,24,56,11,0.777778,141,0.666667,0.5,6,9.615385,FALSE
25,39,106,25,0.753788,487,0.909091,0.18,0,18.04,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
4,5,0,4,1.125,33,0.25,0.583333,0,5.25,FALSE
16,30,54,14,0.7,388,0,0.3625,1,23,FALSE
4,16,0,3,0,97,1,0.5,0,23,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
12,47,28,11,0.636364,353,1,0.246753,6,28.166667,FALSE
