@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z89.95633188-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
9,13,30,9,0.90625,106,0.375,0.388889,2,9.888889,TRUE
22,35,169,20,0.946779,316,0.352941,0.443182,6,12.590909,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
11,22,35,9,0.8,119,0.5,0.418182,6,9.636364,TRUE
85,181,0,85,0.5,2890,0.5,0.075456,20,32.976471,TRUE
14,25,77,11,0.861538,212,0.8,0.517857,5,13.785714,TRUE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,TRUE
3,30,3,2,2,315,0,0.333333,0,104,TRUE
7,56,9,5,0.722222,743,1,0.166667,0,104.714286,TRUE
22,51,89,22,0.721088,417,0.857143,0.233766,2,17.636364,TRUE
21,30,198,19,0.921429,234,0.857143,0.361905,4,9.809524,TRUE
4,49,0,4,0,492,1,0.5625,0,121,TRUE
9,43,28,6,0.6875,416,1,0.333333,0,45,TRUE
26,46,153,24,0.8,501,0.888889,0.346154,6,17.923077,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
16,31,102,11,0.933333,9849,0.75,0.190476,0,614.0625,TRUE
11,29,43,9,0.85,154,0.5,0.418182,6,12.818182,TRUE
17,33,40,15,0.830357,250,0.571429,0.376471,6,13.294118,TRUE
9,13,36,9,1.125,59,0,0.333333,0,5.333333,TRUE
12,35,16,8,0.727273,359,0.555556,0.319444,0,28.166667,TRUE
19,38,21,18,0.685185,284,0.833333,0.225564,2,13.631579,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
6,45,5,6,0.55,247,0,0.375,0,39.5,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,TRUE
8,29,28,8,2,166,0,0.458333,0,19.75,TRUE
10,62,15,6,0.644444,785,1,0.17284,0,77,TRUE
19,33,119,17,0.901235,284,0.555556,0.460526,6,13.473684,TRUE
5,48,6,2,0.916667,439,0.666667,0.55,1,86.2,TRUE
11,21,43,9,0.85,117,0,0.418182,6,9.454545,TRUE
