@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z89.95633188-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
23,24,253,23,2,49,0,0.669565,2,1.130435,TRUE
12,165,62,5,0.818182,1358,0.5,0.239583,0,112,TRUE
11,22,0,8,0.35,180,1,0.545455,6,15.181818,TRUE
27,42,209,24,0.846154,372,0.9,0.346154,6,12.407407,TRUE
6,45,5,6,0.55,247,0,0.375,0,39.5,TRUE
93,244,0,79,0.925951,1441,0.4375,0.144928,0,14.322581,TRUE
17,32,74,13,0.75,224,0.75,0.294118,6,11.941176,TRUE
5,7,4,5,0.5,29,1,0.6,0,4.6,TRUE
6,8,15,6,1.2,137,0,0.333333,0,21.666667,TRUE
12,22,46,10,0.818182,127,0.5,0.4,6,9.416667,TRUE
14,33,65,12,0.74359,229,0.666667,0.4,6,15.142857,TRUE
30,66,297,4,0.659004,583,1,0.353448,0,18.133333,TRUE
17,33,4,15,0.7,252,0.8,0.376471,6,13.529412,TRUE
19,35,0,17,0.712963,297,0.833333,0.368421,6,14.315789,TRUE
9,20,0,9,0.25,294,1,0.311111,1,31.444444,TRUE
7,8,21,7,1.166667,32,0.5,0.428571,2,3.285714,TRUE
24,50,244,22,0.908213,402,0.444444,0.284722,5,15.375,TRUE
5,21,2,5,0.75,103,1,0.36,0,18.8,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
10,14,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
14,25,77,11,0.861538,212,0.8,0.517857,5,13.785714,TRUE
20,32,114,18,0.894737,361,0.5,0.45,6,16.55,TRUE
25,44,164,23,0.828704,412,0.888889,0.352,6,15.12,TRUE
7,7,21,7,2,7,0,0.4,0,0,TRUE
20,37,0,18,0.684211,321,0.833333,0.36,6,14.75,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
11,25,43,9,0.8,182,0,0.418182,6,15.363636,TRUE
25,39,106,25,0.753788,487,0.909091,0.18,0,18.04,TRUE
11,26,53,6,1.033333,226,1,0.157143,0,19.272727,TRUE
14,34,65,12,0.794872,234,0.666667,0.4,6,15.5,TRUE
7,56,9,5,0.722222,663,1,0.166667,0,93.285714,TRUE
8,15,26,7,0.857143,219,0.25,0.342857,1,25.875,TRUE
11,23,25,9,0.8,183,0.5,0.431818,6,15.272727,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
12,30,48,9,0.818182,322,1,0.5,0,25.25,TRUE
