@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
11,22,35,9,0.8,119,0.5,0.418182,6,9.636364,TRUE
10,14,45,10,1.111111,52,0.5,0.32,0,4,TRUE
5,6,10,5,1,18,1,0.6,2,2.4,TRUE
10,18,39,9,0.851852,78,0.333333,0.283333,2,6.5,TRUE
62,85,611,60,0.953972,1390,0.5,0.266129,6,20.580645,TRUE
11,26,53,6,1.033333,226,1,0.157143,0,19.272727,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,TRUE
4,4,6,4,2,4,0,0.5,0,0,TRUE
11,29,43,9,0.85,156,0.5,0.418182,6,13,TRUE
18,35,37,16,0.806723,287,0.571429,0.366667,6,14.555556,TRUE
8,20,26,3,1.047619,169,1,0.2,0,19.75,TRUE
37,54,348,35,0.843254,661,0.928571,0.279279,6,16.486486,TRUE
12,22,54,10,0.818182,117,0.5,0.5,6,8.583333,TRUE
48,117,0,39,0.832447,617,0.875,0.165957,0,11.6875,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
2,5,0,2,0,42,0,0.833333,0,19,TRUE
8,28,0,7,0.571429,426,1,0.25,0,51.75,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
9,13,36,9,1.125,59,0,0.333333,0,5.333333,TRUE
20,35,114,18,0.877193,360,0.555556,0.45,6,16.55,TRUE
11,24,53,6,1.033333,241,1,0.157143,0,20.636364,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
13,24,56,11,0.777778,141,0.666667,0.5,6,9.615385,FALSE
1,2,0,0,2,6,0,1,0,3,FALSE
23,24,253,23,2,49,0,0.669565,2,1.130435,FALSE
16,28,72,14,0.933333,254,0.333333,0.46875,6,14.3125,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
2,8,1,2,2,27,0,0.5,0,12.5,FALSE
8,23,0,8,0.142857,115,1,0.375,1,13.25,FALSE
8,59,20,4,0.821429,267,1,0.666667,1,31.875,FALSE
10,10,45,10,2,10,0,0.4,0,0,FALSE
24,41,82,22,0.766304,438,0.875,0.35,6,16.916667,FALSE
4,4,6,4,2,4,0,0.75,0,0,FALSE
6,6,15,6,2,6,0,0.583333,0,0,FALSE
3,5,3,2,2,43,0,0.5,0,13.333333,FALSE
11,46,25,11,0.957143,366,0.142857,0.222222,6,31.636364,FALSE
15,31,43,15,0.833333,229,0.666667,0.333333,5,13.866667,FALSE
11,21,49,9,0.975,108,0.25,0.522727,6,8.454545,FALSE
7,29,1,1,0,257,1,0.514286,0,35.571429,FALSE
57,87,1362,17,0.927083,1806,1,0.265306,7,30.473684,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
0,0,0,0,2,7,0,0,0,0,FALSE
