@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
9,45,36,5,2,3581,0,0.296296,0,396.888889,FALSE
10,18,39,9,0.851852,78,0.333333,0.283333,2,6.5,FALSE
4,49,0,4,0,492,1,0.5625,0,121,FALSE
0,0,0,0,2,7,0,0,0,0,FALSE
16,28,72,14,0.933333,254,0.333333,0.46875,6,14.3125,FALSE
5,6,2,4,0.75,36,1,0.36,0,5.4,FALSE
10,19,5,8,0.740741,223,1,0.228571,2,21,FALSE
2,10,1,0,2,82,0,0.5,0,40,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
1,2,0,1,2,13,0,1,0,7,FALSE
0,0,0,0,2,5,0,0,0,0,FALSE
7,51,3,6,0.083333,282,1,0.303571,0,39,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
8,15,4,5,0.428571,90,1,0.425,1,9.875,FALSE
9,27,6,9,0.875,180,0.333333,0.355556,5,18.666667,FALSE
1,1,0,1,2,1,0,1,0,0,FALSE
62,85,611,60,0.953972,1390,0.5,0.266129,6,20.580645,FALSE
2,20,1,2,2,175,0,0.625,0,86.5,FALSE
18,33,81,16,0.764706,308,0.8,0.305556,6,15.833333,FALSE
2,10,1,0,2,82,0,0.5,0,40,FALSE
11,21,43,9,0.85,116,0.5,0.418182,6,9.363636,FALSE
57,87,1362,17,0.927083,1806,1,0.265306,7,30.473684,FALSE
13,23,0,11,0.642857,271,1,0.25641,2,19.307692,FALSE
39,78,0,38,0.923684,234,0,0.302564,0,4.74359,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
22,51,89,22,0.721088,417,0.857143,0.233766,2,17.636364,TRUE
29,53,100,28,0.75,556,0.888889,0.221675,2,17.862069,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,TRUE
12,30,34,9,0.690909,306,1,0.375,0,24.083333,TRUE
34,60,187,34,0.747475,728,0.888889,0.198529,3,20.147059,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,TRUE
28,42,312,26,0.796296,434,0.833333,0.21875,6,14.285714,TRUE
6,25,7,4,0.75,230,1,0.55,0,36.666667,TRUE
28,35,198,28,0.841751,388,1,0.383929,0,12.464286,TRUE
26,42,325,22,1.04,693,0,0.544872,0,25.461538,TRUE
11,21,43,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
20,35,114,18,0.877193,360,0.555556,0.45,6,16.55,TRUE
10,18,45,8,1.111111,87,0,0.525,6,7.6,TRUE
10,12,3,9,0.916667,87,0.5,0.283333,2,7.3,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
13,25,56,11,0.805556,158,0.666667,0.5,6,10.923077,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,TRUE
11,22,0,8,0.35,180,1,0.545455,6,15.181818,TRUE
