@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z144.0

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-28,52,TRUE
0,44,137,TRUE
0,-25,46,TRUE
0,-7,40,TRUE
0,-37,51,TRUE
33,8,32,TRUE
0,-90,105,TRUE
20,9,56,TRUE
0,-10,38,TRUE
0,-6,90,TRUE
0,-8,57,TRUE
0,0,395,TRUE
88,24,26,TRUE
0,-6,12,TRUE
0,-28,55,TRUE
0,0,25,TRUE
64,6,84,TRUE
0,-5,19,TRUE
0,-6,12,TRUE
0,-7,22,TRUE
23,27,23,TRUE
49,24,33,TRUE
0,-10,38,TRUE
0,-7,46,TRUE
10,45,78,TRUE
20,9,38,TRUE
0,-6,90,TRUE
0,-24,44,TRUE
0,-8,47,TRUE
0,-28,111,TRUE
0,27,56,TRUE
0,-6,90,TRUE
0,-10,34,TRUE
0,-7,81,TRUE
29,7,47,TRUE
31,25,50,TRUE
0,-21,42,TRUE
0,-28,35,TRUE
0,-10,38,TRUE
0,-7,61,TRUE
0,0,78,TRUE
38,45,10,TRUE
0,-25,46,TRUE
26,6,33,TRUE
20,9,36,TRUE
0,-7,20,TRUE
0,-25,81,TRUE
15,12,83,TRUE
49,24,33,TRUE
0,-5,84,TRUE
2,25,28,TRUE
0,-6,12,TRUE
20,9,38,TRUE
35,7,43,TRUE
0,20,51,TRUE
0,-10,34,TRUE
0,-10,81,TRUE
37,26,155,TRUE
0,-28,55,TRUE
15,12,83,TRUE
0,-90,105,TRUE
0,-10,121,TRUE
13,26,137,TRUE
0,-24,44,TRUE
39,26,49,TRUE
20,9,56,TRUE
38,45,10,TRUE
0,-25,61,TRUE
0,-7,40,TRUE
0,-7,22,TRUE
0,44,137,TRUE
0,-10,111,TRUE
29,6,29,TRUE
18,12,47,TRUE
0,-28,52,TRUE
0,-6,44,TRUE
0,0,395,TRUE
2,2,51,TRUE
9,6,59,TRUE
0,-25,81,TRUE
0,44,137,TRUE
0,-24,44,TRUE
35,7,43,TRUE
0,-1,38,TRUE
0,-7,46,TRUE
0,-7,20,TRUE
0,-28,35,TRUE
0,0,78,TRUE
0,-28,52,TRUE
0,-90,105,TRUE
0,0,56,TRUE
0,-7,88,TRUE
0,-21,42,TRUE
35,7,43,TRUE
47,7,34,TRUE
0,-7,81,TRUE
13,7,79,TRUE
0,-7,88,TRUE
0,-7,40,TRUE
0,-8,126,TRUE
49,9,29,TRUE
0,-6,19,TRUE
0,-28,55,TRUE
0,-25,22,TRUE
0,-6,44,TRUE
47,7,34,TRUE
0,-21,42,TRUE
0,-7,61,TRUE
26,6,33,TRUE
0,0,192,TRUE
35,7,43,TRUE
0,-90,105,TRUE
0,-24,44,TRUE
0,0,78,TRUE
0,-10,34,TRUE
0,-19,51,TRUE
0,-28,121,TRUE
0,-21,42,TRUE
64,6,84,TRUE
15,12,83,TRUE
37,26,155,TRUE
35,7,43,TRUE
0,-10,121,TRUE
0,0,395,TRUE
0,-28,35,TRUE
0,-28,111,TRUE
20,9,36,TRUE
0,0,25,TRUE
0,-37,51,TRUE
0,-28,48,TRUE
0,0,78,TRUE
13,26,137,TRUE
0,-6,46,TRUE
0,-25,88,TRUE
0,-7,40,TRUE
0,-8,47,TRUE
0,-24,39,TRUE
0,-10,145,TRUE
0,-6,44,TRUE
0,-10,145,TRUE
0,-41,28,TRUE
0,-6,44,TRUE
0,-7,46,TRUE
12,9,28,TRUE
0,-10,38,TRUE
0,-90,105,TRUE
87,10,86,TRUE
0,-25,22,TRUE
87,10,86,TRUE
0,-7,46,TRUE
0,0,25,TRUE
49,24,33,TRUE
2,25,28,TRUE
0,-10,34,TRUE
49,24,33,TRUE
0,-25,81,TRUE
26,6,33,TRUE
0,-7,20,TRUE
0,-7,40,TRUE
0,0,78,TRUE
0,-8,126,TRUE
49,9,29,TRUE
0,-7,81,TRUE
0,-19,51,TRUE
38,45,10,TRUE
0,-4,25,TRUE
37,26,155,TRUE
0,-5,84,TRUE
0,-37,51,TRUE
23,27,23,TRUE
0,-25,61,TRUE
0,44,137,TRUE
64,6,84,TRUE
0,-4,25,TRUE
0,-6,46,TRUE
0,-7,81,TRUE
0,0,56,TRUE
0,-7,88,TRUE
0,-4,25,TRUE
0,-10,34,TRUE
0,-7,20,TRUE
0,-10,145,TRUE
15,12,83,TRUE
0,-24,39,TRUE
0,-24,39,TRUE
15,12,83,TRUE
0,20,51,TRUE
49,24,33,TRUE
0,44,137,TRUE
0,-7,61,TRUE
0,-8,47,TRUE
35,7,43,TRUE
0,-10,38,TRUE
0,-6,46,TRUE
0,-7,20,TRUE
38,45,10,TRUE
0,-28,35,TRUE
95,17,39,TRUE
0,27,56,TRUE
0,0,395,TRUE
39,26,49,TRUE
0,-6,60,TRUE
13,26,137,TRUE
0,-28,55,TRUE
0,-25,81,TRUE
0,-28,52,TRUE
0,-1,38,TRUE
41,24,38,TRUE
0,-25,88,TRUE
31,25,50,TRUE
0,-10,121,TRUE
0,-28,35,TRUE
0,-6,19,TRUE
39,26,49,TRUE
0,-28,48,TRUE
0,-37,51,TRUE
0,-10,145,TRUE
13,7,79,TRUE
0,-6,46,TRUE
38,18,25,TRUE
0,-8,57,TRUE
0,-7,81,TRUE
23,27,23,TRUE
0,-1,27,TRUE
0,-7,40,TRUE
28,26,16,TRUE
0,-28,111,TRUE
88,24,26,TRUE
0,-10,34,TRUE
0,-37,51,TRUE
0,-10,121,TRUE
0,0,78,TRUE
0,0,48,TRUE
9,6,59,TRUE
0,-25,88,TRUE
23,27,23,TRUE
3,45,21,TRUE
0,0,25,TRUE
95,17,39,TRUE
0,0,56,TRUE
95,17,39,TRUE
20,9,38,TRUE
0,0,25,TRUE
0,0,192,TRUE
9,25,25,TRUE
0,-4,25,TRUE
0,-25,88,TRUE
0,-5,84,TRUE
0,-10,48,TRUE
2,25,28,TRUE
0,-6,44,TRUE
0,-7,40,TRUE
0,0,25,FALSE
0,-11,83,FALSE
16,27,9,FALSE
0,-21,3,FALSE
0,-62,649,FALSE
0,-6,102,FALSE
0,-7,22,FALSE
0,-39,35,FALSE
39,18,9,FALSE
0,-24,39,FALSE
0,-25,35,FALSE
0,-21,3,FALSE
0,-62,1279,FALSE
0,-62,1279,FALSE
0,27,7,FALSE
0,-6,98,FALSE
39,18,9,FALSE
0,26,58,FALSE
9,26,17,FALSE
0,-11,26,FALSE
0,-7,48,FALSE
49,18,2,FALSE
6,18,40,FALSE
0,-62,1279,FALSE
0,0,57,FALSE
0,-6,102,FALSE
0,-25,35,FALSE
0,-6,35,FALSE
12,9,23,FALSE
0,-5,17,FALSE
3,27,15,FALSE
0,-16,15,FALSE
0,-45,54,FALSE
0,-45,44,FALSE
0,-35,10,FALSE
0,-62,1279,FALSE
0,-29,83,FALSE
0,-5,23,FALSE
0,-44,1279,FALSE
18,9,7,FALSE
0,-23,7,FALSE
0,-6,44,FALSE
0,-5,44,FALSE
0,-39,346,FALSE
0,-23,35,FALSE
10,13,16,FALSE
0,-17,5,FALSE
0,-11,57,FALSE
0,-23,35,FALSE
0,-21,140,FALSE
6,44,19,FALSE
0,-45,23,FALSE
0,-4,53,FALSE
0,-89,9,FALSE
0,-45,44,FALSE
0,-24,29,FALSE
0,-25,101,FALSE
0,-16,50,FALSE
0,-6,35,FALSE
0,-35,82,FALSE
13,8,16,FALSE
0,-35,94,FALSE
0,-63,41,FALSE
0,-62,1279,FALSE
21,15,9,FALSE
0,-44,1279,FALSE
0,-10,55,FALSE
0,-7,101,FALSE
22,9,71,FALSE
14,18,7,FALSE
0,-26,56,FALSE
0,-7,35,FALSE
10,13,16,FALSE
0,-44,1279,FALSE
0,-39,3,FALSE
0,-10,29,FALSE
18,9,7,FALSE
0,-62,1279,FALSE
13,8,16,FALSE
0,-71,9,FALSE
0,-3,36,FALSE
7,45,7,FALSE
2,25,21,FALSE
0,-6,35,FALSE
0,-62,649,FALSE
0,-40,11,FALSE
0,-39,17,FALSE
0,-21,3,FALSE
0,-62,1279,FALSE
27,9,12,FALSE
0,-44,652,FALSE
0,-71,9,FALSE
6,44,19,FALSE
0,-10,55,FALSE
0,-6,39,FALSE
0,-7,35,FALSE
39,18,9,FALSE
11,26,87,FALSE
0,-10,29,FALSE
0,-41,7,FALSE
0,-44,1279,FALSE
0,-19,31,FALSE
0,27,7,FALSE
0,-44,1279,FALSE
0,-35,10,FALSE
0,-6,39,FALSE
0,0,57,FALSE
0,-11,57,FALSE
0,-62,1279,FALSE
0,-6,102,FALSE
0,-7,61,FALSE
0,-24,89,FALSE
0,-62,1279,FALSE
0,-21,53,FALSE
0,-24,16,FALSE
0,-62,1279,FALSE
0,0,20,FALSE
0,-41,7,FALSE
0,45,7,FALSE
0,-45,54,FALSE
6,13,34,FALSE
0,-71,9,FALSE
0,-23,35,FALSE
8,9,16,FALSE
22,9,71,FALSE
0,-39,14,FALSE
0,-39,35,FALSE
0,-23,38,FALSE
0,-62,1279,FALSE
0,-23,7,FALSE
23,45,91,FALSE
0,-44,1279,FALSE
0,-10,36,FALSE
0,-7,48,FALSE
0,-6,39,FALSE
0,45,7,FALSE
0,-21,95,FALSE
0,-10,55,FALSE
0,-6,98,FALSE
0,-5,44,FALSE
0,-21,20,FALSE
0,-7,40,FALSE
0,-44,1279,FALSE
9,26,17,FALSE
9,26,17,FALSE
0,-62,649,FALSE
0,-44,1279,FALSE
0,-41,42,FALSE
0,-16,50,FALSE
0,-10,99,FALSE
0,-11,49,FALSE
8,9,16,FALSE
0,27,7,FALSE
0,-11,57,FALSE
6,7,29,FALSE
13,8,21,FALSE
0,26,58,FALSE
0,-7,61,FALSE
0,-10,36,FALSE
0,-62,693,FALSE
0,-7,21,FALSE
1,9,7,FALSE
0,-7,25,FALSE
0,-44,649,FALSE
0,-24,28,FALSE
0,-4,53,FALSE
0,-21,95,FALSE
0,-21,20,FALSE
14,18,7,FALSE
0,-3,36,FALSE
0,-28,62,FALSE
0,-7,61,FALSE
0,-44,1279,FALSE
18,9,7,FALSE
0,-21,3,FALSE
0,-25,35,FALSE
0,-25,21,FALSE
0,-23,7,FALSE
0,-10,62,FALSE
0,-20,149,FALSE
0,-44,693,FALSE
0,-44,1279,FALSE
0,-22,11,FALSE
0,-44,1279,FALSE
0,-38,92,FALSE
0,-63,54,FALSE
0,-25,61,FALSE
0,-2,27,FALSE
2,8,58,FALSE
0,-62,1279,FALSE
0,-2,27,FALSE
0,-62,1279,FALSE
0,-6,98,FALSE
0,-62,649,FALSE
6,13,34,FALSE
1,44,131,FALSE
7,12,49,FALSE
0,-25,21,FALSE
0,-39,17,FALSE
0,-62,649,FALSE
0,0,35,FALSE
0,0,57,FALSE
0,-44,1279,FALSE
0,-44,649,FALSE
0,-44,1279,FALSE
15,45,17,FALSE
0,-39,14,FALSE
0,27,7,FALSE
0,-25,21,FALSE
34,18,3,FALSE
0,-23,7,FALSE
0,-5,17,FALSE
0,-45,54,FALSE
0,45,7,FALSE
4,45,12,FALSE
0,-44,1279,FALSE
14,18,7,FALSE
0,-44,689,FALSE
2,8,18,FALSE
0,-10,35,FALSE
18,9,7,FALSE
0,-44,652,FALSE
0,-29,94,FALSE
0,-63,41,FALSE
0,-11,57,FALSE
0,-38,149,FALSE
0,-44,1279,FALSE
0,0,37,FALSE
13,8,21,FALSE
7,45,16,FALSE
36,13,13,FALSE
0,-5,23,FALSE
0,-44,689,FALSE
12,9,23,FALSE
0,-63,23,FALSE
1,44,67,FALSE
5,9,11,FALSE
0,-62,1279,FALSE
0,45,7,FALSE
13,8,21,FALSE
29,24,15,FALSE
0,-10,35,FALSE
0,-5,44,FALSE
0,-5,23,FALSE
0,-44,1279,FALSE
18,9,11,FALSE
21,12,30,FALSE
0,-25,25,FALSE
0,-23,7,FALSE
0,-6,20,FALSE
0,-26,56,FALSE
0,-63,23,FALSE
