@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z144.0

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-6,12,TRUE
0,-28,34,TRUE
46,8,17,TRUE
0,-5,19,TRUE
0,-6,54,TRUE
20,9,36,TRUE
39,26,49,TRUE
11,7,48,TRUE
0,-28,121,TRUE
0,-28,52,TRUE
0,-10,48,TRUE
0,-7,61,TRUE
0,0,35,TRUE
29,6,29,TRUE
0,-10,111,TRUE
23,27,23,TRUE
0,-24,39,TRUE
0,-6,39,TRUE
0,-10,48,TRUE
20,9,36,TRUE
0,-7,120,TRUE
15,12,83,TRUE
0,-37,59,TRUE
10,45,78,TRUE
0,-28,121,TRUE
35,45,13,TRUE
0,-8,57,TRUE
0,-8,57,TRUE
0,-7,55,TRUE
37,26,155,TRUE
0,0,44,TRUE
49,24,33,TRUE
18,12,47,TRUE
0,-28,34,TRUE
0,-6,90,TRUE
0,-24,44,TRUE
88,24,26,TRUE
0,-28,81,TRUE
0,-10,38,TRUE
31,25,50,TRUE
20,9,56,TRUE
0,-24,39,TRUE
0,-28,81,TRUE
0,-24,39,TRUE
0,-10,81,TRUE
15,12,83,TRUE
0,-19,59,TRUE
0,20,51,TRUE
29,7,47,TRUE
0,0,56,TRUE
20,9,56,TRUE
0,-6,12,TRUE
11,7,48,TRUE
0,-5,84,TRUE
0,-25,120,TRUE
38,27,63,TRUE
0,-8,57,TRUE
29,6,29,TRUE
0,-7,55,TRUE
0,-28,111,TRUE
41,24,38,TRUE
0,-6,46,TRUE
31,25,50,TRUE
0,-25,61,TRUE
0,-41,28,TRUE
49,24,33,TRUE
37,26,155,TRUE
0,-7,55,TRUE
0,-25,88,TRUE
0,0,48,TRUE
49,24,33,TRUE
0,-39,35,TRUE
0,-28,52,TRUE
15,12,83,TRUE
0,-39,35,TRUE
0,-6,39,TRUE
0,-6,44,TRUE
0,-6,28,TRUE
0,-7,20,TRUE
15,12,83,TRUE
0,-28,34,TRUE
0,-21,42,TRUE
0,-28,48,TRUE
0,-6,46,TRUE
0,-90,105,TRUE
0,-10,48,TRUE
46,9,75,TRUE
37,26,155,TRUE
0,-8,47,TRUE
0,-10,81,TRUE
0,-6,19,TRUE
23,27,23,TRUE
0,-6,44,TRUE
13,26,137,TRUE
46,9,75,TRUE
0,-6,28,TRUE
0,-6,44,TRUE
0,-6,90,TRUE
46,8,17,TRUE
18,12,47,TRUE
41,24,38,TRUE
0,-8,126,TRUE
0,-6,12,TRUE
0,-10,35,TRUE
0,-19,51,TRUE
12,9,28,TRUE
38,27,63,TRUE
