@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z144.0

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
41,24,38,TRUE
0,-24,44,TRUE
41,24,38,TRUE
0,27,38,TRUE
0,-8,47,TRUE
18,12,47,TRUE
0,-5,84,TRUE
9,6,79,TRUE
0,-41,28,TRUE
0,27,38,TRUE
0,-1,38,TRUE
0,-10,111,TRUE
0,-10,145,TRUE
0,-25,81,TRUE
0,-7,81,TRUE
0,-28,111,TRUE
52,9,9,TRUE
3,6,55,TRUE
0,-21,42,TRUE
9,6,59,TRUE
12,9,28,TRUE
15,12,83,TRUE
0,-7,46,TRUE
0,-10,81,TRUE
0,-28,121,TRUE
18,12,47,TRUE
12,9,28,TRUE
0,-19,51,TRUE
0,-23,28,TRUE
0,-90,105,TRUE
49,9,29,TRUE
0,-7,120,TRUE
0,-28,52,TRUE
0,-6,19,TRUE
0,-7,20,TRUE
12,9,28,TRUE
0,-10,111,TRUE
0,-5,19,TRUE
0,-1,27,TRUE
0,0,44,TRUE
0,-19,59,TRUE
0,-10,121,TRUE
41,24,38,TRUE
9,6,79,TRUE
0,-1,38,TRUE
0,-28,121,TRUE
0,-7,88,TRUE
0,-25,81,TRUE
0,-7,20,TRUE
0,-8,47,TRUE
0,0,192,TRUE
0,-21,42,TRUE
38,45,10,TRUE
20,9,38,TRUE
0,45,38,TRUE
0,-90,105,TRUE
6,7,28,TRUE
0,-28,111,TRUE
0,-8,57,TRUE
3,45,21,TRUE
0,0,25,TRUE
0,-28,52,TRUE
39,26,49,TRUE
0,-28,38,TRUE
0,-8,126,TRUE
0,-28,111,TRUE
0,-10,145,TRUE
0,-25,81,TRUE
0,-7,20,TRUE
0,-10,34,TRUE
0,-25,120,TRUE
13,26,137,TRUE
20,9,36,TRUE
0,25,43,TRUE
0,-10,52,TRUE
0,-8,47,TRUE
0,-28,38,TRUE
10,45,78,TRUE
0,0,25,TRUE
0,0,35,TRUE
0,-7,20,TRUE
6,7,28,TRUE
9,6,59,TRUE
0,-39,35,TRUE
0,-10,35,TRUE
0,-28,35,TRUE
0,-10,121,TRUE
26,6,33,TRUE
0,25,43,TRUE
52,8,44,TRUE
0,-7,88,TRUE
18,12,47,TRUE
0,-10,52,TRUE
0,20,51,TRUE
0,-6,19,TRUE
49,24,33,TRUE
0,-39,35,TRUE
0,-25,81,TRUE
3,45,21,TRUE
0,-25,81,TRUE
88,24,26,TRUE
0,-10,52,TRUE
87,10,86,TRUE
0,-23,28,TRUE
0,-7,120,TRUE
64,6,84,TRUE
0,-90,105,TRUE
11,7,48,TRUE
9,6,79,TRUE
0,-10,145,TRUE
0,-25,81,TRUE
10,45,78,TRUE
0,27,38,TRUE
26,6,33,TRUE
29,7,47,TRUE
15,12,83,TRUE
0,-8,57,TRUE
0,-28,121,TRUE
0,-10,35,TRUE
0,-10,48,TRUE
0,-39,35,TRUE
0,25,43,TRUE
6,7,28,TRUE
0,20,51,TRUE
88,24,26,TRUE
0,-25,81,TRUE
0,0,35,TRUE
0,-6,28,TRUE
0,-5,19,TRUE
0,-5,84,TRUE
3,6,55,TRUE
0,-6,60,TRUE
15,12,83,TRUE
0,0,56,TRUE
0,-10,81,TRUE
39,26,49,TRUE
0,-41,28,TRUE
87,10,86,TRUE
0,-24,44,TRUE
31,25,50,TRUE
20,9,38,TRUE
0,-24,39,TRUE
0,-1,38,TRUE
0,-8,47,TRUE
0,-24,44,TRUE
0,-10,145,TRUE
0,-6,60,TRUE
0,-10,35,TRUE
0,-10,35,TRUE
3,45,21,TRUE
0,-7,120,TRUE
9,6,79,TRUE
0,-28,121,TRUE
0,-8,47,TRUE
23,27,23,TRUE
0,25,43,TRUE
64,6,84,TRUE
0,-7,46,TRUE
0,-5,19,TRUE
