@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z90.10989011-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
11,21,49,9,0.933333,107,0.333333,0.522727,6,8.454545,TRUE
18,61,57,13,0.607843,316,1,0.172222,1,16.388889,TRUE
22,47,175,20,0.630952,475,0,0.30303,5,20.409091,TRUE
11,21,43,9,0.85,116,0.5,0.418182,6,9.363636,TRUE
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
11,23,25,9,0.8,183,0.5,0.431818,6,15.272727,TRUE
76,274,1888,45,0.880784,2248,0.882353,0.108571,0,28.355263,TRUE
26,41,217,23,0.864,341,0.9,0.352,6,11.730769,TRUE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,TRUE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,TRUE
24,41,82,22,0.766304,438,0.875,0.35,6,16.916667,TRUE
14,26,69,12,0.74359,188,0.666667,0.321429,6,12.214286,TRUE
6,25,7,4,0.75,230,1,0.55,0,36.666667,TRUE
7,17,0,6,0.888889,120,0.333333,0.52381,5,15.714286,TRUE
15,25,87,13,0.803571,143,0.75,0.483333,6,8.266667,TRUE
22,34,213,20,0.75,330,0.75,0.310606,6,13.818182,TRUE
59,187,1269,24,0.892573,2395,1,0.187192,0,39.372881,TRUE
6,45,5,6,0.55,247,0,0.375,0,39.5,TRUE
13,32,52,11,0.933333,1216,0.4,0.415385,6,92.153846,TRUE
2,8,1,2,2,28,0,0.5,0,13,TRUE
5,21,2,5,0.75,103,1,0.36,0,18.8,TRUE
12,30,48,9,0.818182,322,1,0.5,0,25.25,TRUE
4,26,4,2,0.833333,193,1,0.416667,0,46.75,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
10,28,31,5,0.577778,414,0.8,0.206349,0,39.9,TRUE
14,16,85,11,0.846154,125,0.75,0.5,0,7.642857,TRUE
23,48,235,21,0.924242,379,0.444444,0.289855,5,15.086957,TRUE
5,7,4,5,0.5,29,1,0.6,0,4.6,TRUE
10,15,45,10,1.111111,59,0.333333,0.32,0,4.6,TRUE
11,21,49,9,0.975,108,0.25,0.522727,6,8.454545,TRUE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
15,39,49,13,0.75,369,0.5,0.516667,6,23.466667,TRUE
30,104,87,22,0.748276,1151,0.6,0.146154,0,36.7,TRUE
11,21,49,9,1,109,0.2,0.522727,6,8.454545,TRUE
12,26,48,10,0.890909,171,0.6,0.35,2,12.833333,TRUE
19,29,171,19,1.055556,128,0,0.526316,0,5.684211,TRUE
48,117,0,39,0.832447,617,0.875,0.165957,0,11.6875,TRUE
26,78,65,19,0.75,984,0.6,0.147929,0,36.076923,TRUE
23,24,253,23,2,49,0,0.669565,2,1.130435,TRUE
30,60,257,16,0.958418,671,1,0.2,0,20.233333,TRUE
4,8,6,4,2,20,0,0.666667,0,4,TRUE
10,19,0,10,0,86,1,0.32,2,7.5,FALSE
8,15,4,5,0.428571,90,1,0.425,1,9.875,FALSE
20,40,142,18,0.798246,342,0.833333,0.3,6,15.8,FALSE
12,18,54,8,0.924242,222,1,0.3125,2,17,FALSE
1,2,0,1,2,13,0,1,0,7,FALSE
3,4,3,3,2,7,0,0.833333,0,1.333333,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
11,15,21,11,0.533333,90,1,0.454545,0,6.909091,FALSE
39,78,0,38,0.923684,234,0,0.302564,0,4.74359,FALSE
8,15,26,7,0.857143,219,0.25,0.342857,1,25.875,FALSE
4,18,0,4,0.222222,129,1,0.4375,1,30.5,FALSE
7,20,9,7,0.833333,173,1,0.571429,0,22.857143,FALSE
4,8,6,4,2,20,0,0.666667,0,4,FALSE
7,10,9,7,0.944444,69,0.666667,0.428571,2,8.428571,FALSE
13,24,56,11,0.777778,141,0.666667,0.5,6,9.615385,FALSE
7,8,21,7,1.166667,32,0.5,0.428571,2,3.285714,FALSE
