@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z107.6923077

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,2,0,3,0,0,FALSE
9,14,8,2,6,1,FALSE
5,6,10,3,0,0,FALSE
18,39,0,3,17,0.833333,FALSE
11,25,0,3,6,1,FALSE
1,2,0,3,0,0,FALSE
18,39,0,3,17,0.833333,FALSE
1,2,0,3,0,0,FALSE
14,24,69,13,12,0.571429,FALSE
1,2,0,3,0,0,FALSE
18,39,0,3,17,0.833333,FALSE
6,6,15,0,6,0,FALSE
1,2,0,3,0,0,FALSE
6,6,15,0,6,0,FALSE
7,27,9,3,4,1,TRUE
8,13,0,2,7,0.875,TRUE
2,3,1,0,0,0,TRUE
6,39,0,5,5,1,TRUE
11,11,55,12,11,0,TRUE
3,4,0,1,2,0.333333,TRUE
8,13,0,2,7,0.875,TRUE
22,52,95,6,7,1,TRUE
22,52,95,6,7,1,TRUE
4,10,0,2,4,0,TRUE
2,3,1,0,0,0,TRUE
8,13,0,2,7,0.875,TRUE
6,39,0,5,5,1,TRUE
8,13,0,2,7,0.875,TRUE
