@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z107.6923077

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,27,1,8,6,1,FALSE
15,22,0,1,14,0.285714,FALSE
12,13,0,0,8,1,FALSE
6,6,15,4,6,0,FALSE
1,1,0,0,0,0,FALSE
8,19,12,2,4,0.666667,FALSE
27,43,13,0,13,1,FALSE
5,6,10,1,4,0,FALSE
12,13,0,0,8,1,FALSE
7,27,1,8,6,1,FALSE
1,1,0,0,0,0,FALSE
5,6,10,1,4,0,FALSE
7,27,1,8,6,1,FALSE
12,13,0,0,8,1,FALSE
18,28,51,4,15,1,TRUE
18,28,51,4,15,1,TRUE
24,50,0,11,19,1,TRUE
8,22,0,6,6,1,TRUE
24,50,0,11,19,1,TRUE
6,10,15,3,6,0,TRUE
12,21,0,0,9,0,TRUE
14,47,73,16,4,0.75,TRUE
8,22,0,6,6,1,TRUE
8,22,0,6,6,1,TRUE
8,22,0,6,6,1,TRUE
10,37,17,8,0,1,TRUE
12,21,0,0,9,0,TRUE
2,3,1,0,0,0,TRUE
